"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
73,0,0,"NA",0,0,0,"NOKJvVAK             WAS <?70/N<£i TO BET , v"
74,0,0,"NA",0,0,0,"                                                                                                           ~^IS Ttb\e/\"
75,2,0,"SH",0,0,0," Letterst"
76,2,0,"MH",0,0,0,"               DAILY POUCY ______________________"
77,2,0,"MH",0,0,0,"   The MubMf Daily encourages leadin’ opWane, critlrfeaii and comments on news atoriaa. letters and editorials. Lattara and praaa raiaaaaa should ba submitted at the Daily effiea hi la. 296 of the Graphic Building, or Sant to: Editor, Mustang Daily. GrC 226, Cal Poly. San Luis Obispo, CA 93407. Latten should be kept as short as poaaMa, anal he dseUaepaea typed and must include the writers' rigeeturoe and phone"
78,2,0,"MH",0,0,0,"numbers. To ensure that they be cenaidcfed for the next"
79,2,0,"MH",0,0,0,"edition, letters should bo submitted to the Daily effiee by 10 a jn. Editors reserve the right to edit tatters far tangth and style and omit libelous statements. Frees release should be submitted to the Gaily office at week before they should be run. All releasee elude- phone aeaabeaa organisation"
80,2,5,"HL",0,0,0," Ignorant pen calls Student Senate ASInine"
81,2,5,"TXT",1,0,0,"  As Student Senators from the School of Human Development and Education we wish to address your Feb. 6,1964 Opinion page calling us ASInine. To begin with, let us set the record straight. The Editorial Board stated that “...only one fourth of the 24 senators have even introduced bills. The remaining bills ware authored by ASI officers, who cannot even vote on them “ You are correct in stating that a small percentage of senators have introduced bills. The majority of business that is conducted at the senate meetings is in the form of rssolutitms and not bills. We might aimast that you know the difference between thetwobeforeyougo writing with an “ignorant’’pan."
82,2,5,"TXT",2,0,0,"  As far as the senate evaluation form is concerned, we agree with the Editorial Board. It was ASInine. I, Julie Clayton, along with half the other aehators felt that filling out the evaluation form Would not be a “worthwhile invsetment of our time.’’"
83,2,5,"TXT",3,0,0,"  The Daily abo suggesta that “perhapa student senators need to have their qualifications checked before they are oven allowed to run for office.” The point is writ taken but what type of qualifications are"
84,0,0,"NA",0,0,0,"t^niMid^ichoob."
85,2,5,"TXT",4,0,0,"  As far as genie being set; we can only speak for ourselves. I feel that I have obtained essay of my goele as an ASI Student Senator. My foremost goal waa to"
86,2,5,"TXT",5,0,0,"critically analyse the ASI Finance Committee's fun-"
87,2,5,"TXT",6,0,0,"ding of events at Cal Poly. I have spoken out on ASI funds being allocated to put on a “tailgate” party and also ASI funds spent to fly not one but two ASI officers to the East Coast for lobbying purposes. • }"
88,2,5,"TXT",7,0,0,"   My fellow student senator, Donna TsnigucbL feels that the objective that she has wanted to address was that of increasing tha awareness of our student body on the current issues being dealt with. One important approach is communicating this to students through the student councils."
89,2,5,"TXT",8,0,0,"   We have also set up a ""inset your ASI Senator’’ Day. During this day, we met with our constituents end passed out information on such things as the new add/drop policy and voter registration."
90,2,5,"TXT",9,0,0,"   I have, along with the help of the Student Senate, surveyed 600 Cal Poly students in order to find out how they would like to eee their commencement ceremony run. From the results of the survey. I introduced and had passed a resolution reflecting the majority's opinion."
91,2,5,"TXT",10,0,0,"   Finally. I have spent a day at our State Capitol lobbying for an increase in funding for the California State University System’s budget. Hie list goes on and on but perhaps we would not need to waste the ink on this page ifthe Editorial Board had cared enough to sit in on one of our many senate meetings in order to find out what we were up to."
92,2,5,"TXT",11,0,0,"   The Student Senate meets for a formal masting every Wednesday night form 7 pjn.en.1 can roeatiene"
93,2,5,"TXT",12,0,0,"meeting in which the Student Senate eat from 7 p.m. til midnight discussing pertinent, issues that would affect the Cel Poly student body. We meet (informally) every Monday night to debate raoohitions and bills before they are brought to the Wednesday night-meeting. We aleo attend our school council meetings and ait on various risnriiag committees such as: In-structkmally Related Activities Board (which extends fund to the Mustang DetfyA Codes and Bylaws and the Academic Committee."
94,2,5,"TXT",13,0,0,"   What does this all add up to? Roughly. 10 to 20 hours of voluntary service to the ASI. What do we receive in return? A slap in the face from the Editorial Board of tha Mustang Daily!"
95,2,5,"TXT",14,0,0,"   Julie Clayton Dsana Tanlgndri"
96,2,5,"TXT",15,0,0,"Editors note:"
97,2,5,"TXT",16,0,0,"   The Mustang Daily is completely self-sufficient and is supported only by those revenues it generates in advertising. None of its funding comes from IRA, as erroneously stated in the above letter. L          ;"
98,2,5,"TXT",17,0,0,"   And once again you have missed the point of the editorial Speahing out against an action is fine and dandy, but what specific actions (resolutions do not count — they're merely recommendations) hew the Student Senate accomplished which hew directly affected the student body of Cal Pofyl"
99,2,0,"MH",0,0,0,"Editorial Board"
100,2,0,"MH",0,0,0,"6sstt Busina Managing Editor JB Parry—Asst Managing Editor KHatsuflhasa Asst Managing Editor"
101,0,0,"NA",0,0,0,"....... ■"
102,2,0,"MH",0,0,0,"Virginia Ssw General Manager Mahan Hsvsnjfen—Faculty Advisor Stave Fn Advertising Manager _ ."
103,2,0,"MH",0,0,0,"Kveiya Traa—Photo Editor Dev* W6c«x—Sports Editor"
104,0,0,"NA",0,0,0,"Printed ee eeemee by Unhrerelty Oraphiee Syetees"
105,2,0,"MH",0,0,0,"Keith Chandler—General Manager Vince Teeanett—Publishing Manager Cleric Sfeuneua—Asst Mgr. Typesetting Operations Teas Oanaegy—Asst Mgr. Wsib Operations Chris,Wldttad—Asst Mgr. Newspaper Production"
106,0,0,"B",0,0,0,
107,0,0,"NA",0,0,0,"dm"
108,2,0,"MH",0,0,0,"                                                                                                                                                                                                                                                    Advertising material"
109,2,0,"MH",0,0,0,"printed h item solely tor informational puposat Such pnnting it not to be con struod at an aiprettad or implied endorsement or vonfication ol such commercial ventures by tht Journalism Department or California Polytechnic State University. San Luis Obispo"
110,2,0,"MH",0,0,0,"  Published (tvs timst a srooti dunng tha academic year except holidays and aeam ponods by the journalism Department"
111,2,0,"MH",0,0,0,"Printed by students mapping m Graphic Commumcaiiont"
112,2,0,"MH",0,0,0,"  Opinions espreasod m this paper in signed editorials and articles are tha nows ot tha writer and do net necessarily represent the opinions ol the staff or the views of the Journalism Department nor official opinion Unsigned editorials reflect the maionty view ot tha Mustang Daily Editorial Board"
113,2,0,"MH",0,0,0,"  Advertising rates on request. M 1144. or Mustang Oaily office. Graphic Arts Building. Room 226"
114,0,0,"B",0,0,0,
115,0,0,"NA",0,0,0,"Arte"
116,0,0,"NA",0,0,0,"                                                                                                                                                                                       leasts"
117,0,0,"NA",0,0,0,"                                                                                                                                                                                     must in"
118,2,0,"MH",0,0,0,"                     „ and names of tha people or organisations involved, in case more information is needed. Unsigned editorials reflect the viewpoint of the Mustang Daily Editorial Beard."
119,2,0,"SH",0,0,0," Opinion"
120,0,0,"NA",0,0,0,"\"
121,3,0,"AT",0,0,1,"Literary Clo//lc/ Book /ole...."
122,3,0,"AT",0,0,1,"'•y Fob. 13-FT"
123,3,0,"AT",0,0,1,"EJ Corral Bookstore"
124,3,0,"AT",0,0,2,"FREE SPINAL EXAMINATION"
125,3,0,"AT",0,0,2,"              FEB. 1-29"
126,3,0,"AT",0,0,2,"     Johnston Chiropractic Clinic, Inc. is sponsoring o spinal checkup and Scoliosis Screening program as a public service. This service will include consultation, physical examination, and a report of findings."
127,3,0,"AT",0,0,2,"                                       WANING SIGNS OF SPINAL MISALIGNMENTS"
128,0,0,"NA",0,0,0,"• Leo lad I"
129,0,0,"NA",0,0,0,"Lag Nki"
130,0,0,"NA",0,0,0,"Difficult BreetMaf"
131,0,0,"NA",0,0,0,"                                                                                                                                                                                                                                                          ib Legs 1 Feet"
132,3,0,"AT",0,0,2,"If you suffer from any of these warning signs call immediately to prevent possible advancing complications. This Free Spinal public service is for a limited time only, by appointment, please."
133,3,0,"AT",0,0,2,"Pleatt mention od at time of visit."
134,3,0,"AT",0,0,2,"For An Appointment Call 541-2727"
135,3,0,"AT",0,0,2,"Johnston Chiropractic Clinic"
136,3,0,"AT",0,0,2,"Palmer Graduate 11150 Grove Street San Luis Obispo"
137,0,0,"NA",0,0,0,";—\ ."
138,3,0,"PH",0,0,0,"by Steve Cowden"
139,0,0,"NA",0,0,0,"3l«VW|S 19 TM vmwrwR pxr c*"
140,3,0,"AT",0,0,3,"541-4420"
141,3,0,"AT",0,0,3,"deliver"
142,3,0,"AT",0,0,3,"lunch"
143,3,0,"AT",0,0,3,"at"
144,3,0,"AT",0,0,3,"we"
145,3,0,"AT",0,0,3,"(one coupon per pizza)"
146,3,0,"CN",0,0,0,"Dorm Antics"
147,4,0,"PI",0,0,0,"■dnaaday, Ftfcnwy 18, im"
148,4,0,"PH",0,0,0,"y 8teve Cowden"
149,4,0,"CN",0,0,0,"Dorm Antics)"
150,4,0,"CT",0,0,0,"WAIT A MINUTE, iTb NOT RIGHT TO flF angrt l\KB THlG I NFFD SON* ---7 SOUNP ADVIG^ J *-r"""
151,0,0,"NA",0,0,0,"50 606 DIPWT 58NP M£"
152,4,0,"CT",0,0,0,"a carp, weii, we$ going"
153,4,0,"CT",0,0,0,"-7 TO m FOR IT i—"
154,4,0,"CT",0,0,0," Y£A,         RIGHT, |'m"
155,4,0,"CT",0,0,0,"GONNA mi HIM A FEW ----f 1WIIUG5 ,-------—'"
156,0,0,"NA",0,0,0,"STp1"
157,4,0,"AT",0,0,1,"Some models slightly blemished"
158,4,0,"AT",0,0,1,"         we have combined our leftover odds & ends athletic shoes from our..—"
159,4,0,"AT",0,0,1,"         January sales from the following Copeland s stores & have brought"
160,4,0,"AT",0,0,1,"         them to Copeland s Fine Shoes in san Luis Obispo: ---------"
161,4,0,"AT",0,0,1,"         ) ALTO               KIDS SPORTS, FRESNO"
162,4,0,"AT",0,0,1,"         «LEY                 COPELAND'S SPORTS, SANTA BARBARA"
163,4,0,"AT",0,0,1,"         KAMEL                THE SPORT SHOE, SANTA BARBARA"
164,4,0,"AT",0,0,1,"         SPORTS, BAKERSFIELD COPELAND'S SPORTS, SAN LUIS OBISPO A, BAKERSFIELD v THE SPORT SHOE, SAN LUIS OBISPO SPORTS, FRESNO       COPELAND'S SPORTS, VISALIA"
165,4,0,"AT",0,0,1,"         REHOUSE, FRESNO COPELAND'S FINE SHOES, SAN LUIS OBISPO"
166,4,0,"AT",0,0,1,"                                             894 HIGUERA DOWNTOWN S.L.O"
167,4,0,"AT",0,0,1,"— FEATURING SUCH BRANDS AS"
168,4,0,"AT",0,0,1,"adidas uikf"
169,0,0,"NA",0,0,0,">-~3BHU0KS              ~"
170,4,0,"AT",0,0,1,"           new balance O 1"
171,0,0,"B",0,0,0,
172,4,0,"AT",0,0,1,"HOURS:                 "
173,4,0,"AT",0,0,1,"Mon Sat. 9:30 5:30     "
174,4,0,"AT",0,0,1,"Thors nite 'till 9:00  "
175,0,0,"NA",0,0,0,". • n. .               "
176,5,0,"PI",0,0,0,"Mustang Dafty Wednesday, Fstmisry 15,1M4"
177,5,0,"SH",0,0,0,"Campus^"
178,5,1,"HL",0,0,0,"Past concert problems cause request Tor change"
179,0,0,"NA",0,0,0,"at . £"
180,5,6,"PH",0,0,0,"The group X was one of few this year able to perform in the Cal Poly main gym."
181,0,0,"NA",0,0,0,"U__n_______"
182,0,0,"NA",0,0,0,"r ~ ""■ny vess"
183,0,0,"B",0,0,0,"V** .vi

  From page 1

  The bands that are still available for possible concerts before June include John Cougar, Elvis Costello, Roy Orbison, .38 Special and U2, said Morales.

  No more concerts have been held in the gym since October when Railey put a halt to them. Railey’s concern came after the Motels and X concerts.

  These concerts didn’t cause specific problems, but according to Morales, it was the last straw for Railey in dealing with concerts over the years. “He got to a point where be had to stop and evaluate the situation, said Morales."
184,5,1,"TXT",10,0,0,"  “There were some concerns he had that we didn't know were causing problems,"" said Morales. The biggest issue was the use of the gym floor."
185,5,1,"TXT",11,0,0,"  In the past, the Concert Committee has tried to control the entry of people wearing hard-soled shoes on the floor, the amount of smoking and the abuse of the gym floor. “However with 3,000 people in there with a sold-out concert, it’s almost inevitable someone will light up a cigarette.” said Morales."
186,5,1,"TXT",12,0,0,"  Railey feels the facility was built as a physical education area and the use of the facility should be for those purposes. ""The gym was not built for concerts, it was built for participatory activities,"" he said."
187,5,1,"TXT",13,0,0,"  But the Concert Committee still needs a facility, said Morales. “We understand it is a f 11 pings to be able to use it, and we feel we can work together since we don’t have one to use,"" he said."
188,5,1,"TXT",14,0,0,"  One of Railey’s biggest complaints was a gouge in the wooden floor that was taken out when the stage platform was moved in for the Motels concert."
189,5,1,"TXT",15,0,0,"  “The gouge is thare forever, because wa can’t sand it out,"" said Rjuley."
190,5,1,"TXT",16,0,0,"  To protect the floor in the future, guidelines state a plastic floor covering will be laid across the floor from bleacher to bleacher for all sit down concerts."
191,5,1,"TXT",17,0,0,"  Shoe checks will also be more strictly enforced to prevent hard-soled shoos, and smoking, food and drink will be forbidden in the gym."
192,5,1,"TXT",18,0,0,"  Another problem is caused by the lobby doors being blocked during concerts, said Railey. Previously, the"
193,0,0,"NA",0,0,0,1
194,0,0,"NA",0,0,0,"                                                                                          pawn—si"
195,5,0,"AT",0,0,1,"                                    B.B.Q. CHICKEN DINNER"
196,0,0,"NA",0,0,0,"        ■  ,   t"
197,5,0,"AT",0,0,1,"11/2 lb. B.B.Q. CHICKEN slowly cooked for 5 hours"
198,5,0,"AT",0,0,1,"       COLESLAW"
199,5,0,"AT",0,0,1,"       ru.___, POTATO SALAD or"
200,5,0,"AT",0,0,1,"       Choice of BAKED BEANS"
201,5,0,"AT",0,0,1,"       GARLIC BREAD"
202,5,0,"AT",0,0,1,"       FREE DELIVERY to your door"
203,5,0,"AT",0,0,1,"       all for only 4 25"
204,0,0,"NA",0,0,1,"t"
205,5,0,"AT",0,0,1,"                                                                                                                                                                            “We love our chicks. You will"
206,5,0,"AT",0,0,1,"tool"
207,0,0,"NA",0,0,0,"[MbD"
208,5,0,"AT",0,0,1,"m Foothiii"
209,5,0,"AT",0,0,1,"^Stwssa Mike's Copy Room end Lucky'*"
210,5,0,"AT",0,0,1,"Lucky'*"
211,5,0,"AT",0,0,1,"544-3400"
212,0,0,"NA",0,0,0,"E"
213,0,0,"B",0,0,0,
214,0,0,"NA",0,0,0,"\"
215,0,0,"B",0,0,0,
216,6,0,"OT",0,0,0,"TO MY MG MO KARY,"
217,6,0,"OT",0,0,0,"MY BIG818 JEAN, 4 MY"
218,6,0,"OT",0,0,0,"UJTLE 818 STEPM"
219,6,0,"OT",0,0,0,"HAT^V VALENTIN E’8 DAY) I"
220,6,0,"OT",0,0,0,"I LOVE YOU ALL"
221,6,0,"OT",0,0,0,"LOVE. IN AEP1JOOLS m"
222,6,0,"OT",0,0,0,"ANDY"
223,6,0,"OT",0,0,0,"Wo low you Iota,    ^"
224,6,0,"OT",0,0,0,"                                                                                              PRINCESS,"
225,6,0,"OT",0,0,0,"A YANK. A SMILE. LAUGHTER. A GAME A PARK. A REACH. A WALK. A BREEZE. BELIEF. TRUST. THE STARS. DREAMS. TIME. A NEED. A TOUCH. A FRIEND. A CABIN. A LOT OF LOVE. TREBOR."
226,6,0,"OT",0,0,0,"                                                                                                 Hay Little Bikini qM I will glw you • vatantlnw Mm that makM your hips twirl Dr. Valen-ttnaa Bandit"
227,6,0,"OT",0,0,0,"                                                                                   TO ALL POLY WRESTLERS I HAPPY VALENTINES DAYI LOVE, T. MoGERK"
228,6,0,"OT",0,0,0,"                                                                                    CARL HARKINS HAPPY VALENTINES DAY LOVE ALWAYS, MISS G"
229,6,0,"OT",0,0,0,"28888-"
230,6,0,"OT",0,0,0,"13388.1 13,711 It It8 22 19 18"
231,6,0,"OT",0,0,0,"S S .18 218 AH 23 * 26^215 10"
232,6,0,"OT",0,0,0,"10.1388.238,118.128218,"
233,6,0,"OT",0,0,0,"IS2828,8 2! It ,8 23 lit. 23, 382811,1338,11232826,183. S22 It 71811t 2328 28 25 it, 13388,78182819,1618161t."
234,6,0,"OT",0,0,0,"  ,      SUSAN P."
235,6,0,"OT",0,0,0,"                                                                                         YOU'RE MY ONE AND ONLY! ril bo your vaiandne M you'll bo"
236,6,0,"OT",0,0,0,"                                                                                                           How You,"
237,6,0,"OT",0,0,0,"The Little Cayuclan"
238,6,0,"OT",0,0,0,"Here's to the way wo wolo and"
239,6,0,"OT",0,0,0,"                                                                                                   to TheF.o.o.cl Happy VetontinwDeyl STELLA"
240,6,0,"OT",0,0,0,"                                                                              *1 LOVE YOU ANO ALWAYS WU. LOVE H.G X ARENA"
241,6,0,"OT",0,0,0,"ILOVEYOU ALLt"
242,6,0,"OT",0,0,0,"                                                                                         IRENE (MOM) HAPPY VALENTINES DAY ILOVEYOU XOXODAD"
243,6,0,"OT",0,0,0,"                                                                                       PS HAPPY BIRTHOAY777? ""MELVIN"""
244,6,0,"OT",0,0,0,"rosemary e., karoo k„ ahari o., |lll p., krtoton a., ewTyn t, lora b.. Mm m„ Kathy m., Undo r., 6 any ora Mm I forgot happy V. Day from mo."
245,0,0,"NA",0,0,0,"«---y"
246,0,0,"NA",0,0,0,"I^RIV VNg i"
247,6,0,"OT",0,0,0,"GOOD LOVE TO YOU THIS DAY A WISH I HOPE YOU'RE HAPPY IF NOT, I’M PISHED LOVE, 777"
248,6,0,"OT",0,0,0,"about your oooklng and othor Lowlyour Uttlo Fanbolt"
249,6,0,"OT",0,0,0,"                                                                                                 TONY THE TIGER Happy VatonSnM OoyAnthony WoLowYouM"
250,0,0,"NA",0,0,0,"1 InAapu y^liy     CjyMtS"
251,0,0,"NA",0,0,0,"UfRIwGyi nEPUy miRiW/ CIAISSw"
