"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
55,2,5,"TXT","8",0,0,"PoUatloB BBd ovcrflahlag of"
56,2,5,"TXT","8",0,0,"the occaas. Directly and indirect-"
57,2,5,"TXT","8",0,0,"ly (via lakes and rivers), industrialized society has used the oceans as its main garbage can. Of course once our waste pro-ducts make it to the ocean, they can proceed to kill and contaminate ocean life. Marine biologists concerned about the huge increase in the concentration of toxic metals such as mercury, lead and cadmium estimate at least 23 percent of the DDT ever produced is now in the ocean. At the same time, high-powered modem fishing techniques have overfished many important fisheries almost to extinction. Jacques Cousteau estimates the total amount of ocean life today is less than half of what it was in 1900. Life on this planet began in the ocean. If we kill the oceans off, will life on land be able to survive?"
58,2,5,"TXT","9",0,0,"Radiadoa and Nadcar Waste. In the past 40 years, significant quantities of highly radioactive, long-lived isotopes have been created by nuclear weapons testing and the nuclear power industry. At least the nuclear industry is regulated much more carefully than, say, the chemical waste industry. However, the military and its nuclear wastes are not so carefully regulated. The verdict is no( yet in on whether our generation will solve this problem, but if we don’t, future generations (if any) may curse us for our stupidity."
59,2,5,"BL","0",0,0,"Bob Wolf is a Cal Poly mathematics professor."
60,2,0,"SH","0",0,0,"LETTERS TO THE EDITOR"
61,2,6,"HL","0",0,0,"Foundation ‘loan’ to athletics is a ‘scam’"
62,2,6,"TXT","1",0,0,"Editor — Mustang Daily (April 3) reported that the Cal Poly Foundation ""loaned"" $250,(XX) to the Intercollegiate athletic program and that the ""loan"" would be repayed by the general student body through fee Increases or higher prices at El Corral and Food Services. How can you call this a ""loan?"" It's a scami We, the students, haven't been asked"
63,2,6,"TXT","1",0,0,"(through referendum) If we want to raise our fees, and If we refuse to In the future they'll |ust raise prices at El Corral and Food Services to get our money that way. Maybe this ""creative financing"" wouldn't bother me so much If the money was to be spent in a way that benefitted the majority of Cal Poly students, but It won't be. The money Is to go to athletic scholarships (as you reported) so that a few hot-shot athletes can attend Cal Poly while the rest of us finance their educa-"
64,2,6,"TXT","0",0,0,"tion, as well as our own."
65,2,6,"BL","0",0,0,"KEN STROUD"
66,2,7,"HL","0",0,0,"Greek community is active at Cal Poly"
67,2,7,"TXT","1",0,0,"Editor — Frequently we read In Mustang Dally complaints concerning Greeks. I would like to enlighten Cal Poly of the positive aspects of the Greek system."
68,2,7,"TXT","2",0,0,"Each fraternity arrd sorority organizes their own events to raise money for local and national chari-"
69,2,7,"TXT","2",0,0,"tles such as canned food drives for the local Grassroots Association, marathon-type events for the National Heart Association and local blood drives."
70,2,7,"TXT","3",0,0,"Greeks are also involved in campus projects. Alpha Sigma is In charge of maintenance of the ""P."" All the fraternities operate and participate In the Interfraternity Council Escort Service, and on Good Neighbor Day every fraternity and sorority participates. Last year more than three-fourths of the partlcl-"
71,2,7,"TXT","3",0,0,"pants ware from the Greek community."
72,2,7,"TXT","4",0,0,"In addition to philanthropic activities, most Graeks are vary active contributors to Cal Poly. Each year at least one-fourth of the ASI stu dent senators are Greek. This year more than half of the ASI PresI dent's executive staff Is Greek Greeks are also Involved In ASI committees, clubs, sports and other extra-curricular activities."
73,2,7,"BL","0",0,0,"GINA AMENTA Greek Relations, ASI Executive Staff"
74,2,0,"MH","0",0,0,"Mustang Daily"
75,2,0,"MH","0",0,0,"Donald Munro Editor"
76,2,0,"MH","0",0,0,"Dan Ruthemeyer Managing Editor"
77,2,0,"MH","0",0,0,"Rebecca Berner Lifestyle Editor"
78,2,0,"MH","0",0,0,"Susan Edmondson Spotlight Editor"
79,2,0,"MH","0",0,0,"Gregg Schroeder Insight Editor"
80,2,0,"MH","0",0,0,"Julia Prodls Editorial Page Editor"
81,2,0,"MH","0",0,0,"Margaret Apodaca Photo Editor"
82,2,0,"MH","0",0,0,"T. Williams Sports Editor"
83,2,0,"MH","0",0,0,"A.J. Schuermann, Jr. Classified Ad Manager"
84,2,0,"MH","0",0,0,"Claudia Snow General Manager"
85,2,0,"MH","0",0,0,"NIahan Havandjian Faculty Adviser"
86,2,0,"MH","0",0,0,"University Graphic Systems"
87,2,0,"MH","0",0,0,"Steve Muck (General Manager"
88,2,0,"MH","0",0,0,"Katie Dougherty Publishing Manager"
89,2,0,"MH","0",0,0,"JudyCartson Asst. Mgr. Newspaper Production"
90,2,0,"MH","0",0,0,"Sharon Aktaya Aaet. Mgr. Spedai Publications"
91,2,0,"CN","0",0,0,"BLOOM COUNTY"
92,0,0,"NA","0",0,0,"wm m. imf Mnor MunttiiWfm iDsawmimotT mtotmtsKJom rntmuoau. itrmrw mmaPN."
93,0,0,"NA","0",0,0,"t/ism A"
94,0,0,"NA","0",0,0,"wr____JA"
95,0,0,"NA","0",0,0,"cm —n '"
96,0,0,"NA","0",0,0,
97,0,0,"NA","0",0,0,"(/"
98,2,0,"CN","0",0,0,"by Berke Breathed"
99,0,0,"B","0",0,0,
100,0,0,"NA","0",0,0,"pomm»"
101,0,0,"NA","0",0,0,"immuo mtmVHBAP ofysumt^ ^ /"
102,0,0,"NA","0",0,0,"MuManf n«tl> IN puMi\h«d Jaitx «ffricfKlv. httiMiayv, anü |wrHiü>t h> ihr ImirnaliMn Dcpannrm. <*ahfiwi4i Pkilviadiiik: ÜM-"
103,0,0,"NA","0",0,0,"%CTMI>, San I MIN (HviNpii. AdNcriiMiip app«arMf Mem ts s«4rh Un iNitwnMiMmMl «ml «Iucn ma ra|wts#m* m mdirf icmciii tH' ilw rubk’Jirr"
104,0,0,"NA","0",0,0,"tw ihc Liu\crNii>. Opimons c%prcNN«d tn adMcmalN iw arHvk<^ arc iIh»sc iii ihc »rMcr ami dit ma MvcNsarib nnw 4m i|ie o( «laff iw"
105,0,0,"NA","0",0,0,"«htf PMbkNlicr. ÜMNifwd «ditoriaK rrfirvt iNc ma|ohi> «wm of iIk likutrMl Buard. cimMsiiin ««T ilir «duof manmiaa eêkem anJedMu*islpiie<dait* FrodMw-idhy Umt«rNâ> tirqplik S^si|p*x. CHrKthxeieilie AilN BmldSiif. BoimbÎM. ’ '"
106,3,0,"PI","0",0,0,"Mustang Da«y Monctay, April 7,1986"
107,0,0,"B","0",0,0,
108,3,8,"HL","0",0,0,"Woman suspected in bombing"
109,3,8,"TXT","1",0,0,"ATHENS, Oreeoe (AP) — PoUoe said Sunday they qucstkxH ed Arabs and other foreignen at Athens airport about the TWA jetliner bombín* that killed four Americans, but that a Lebanese woman remained their only suspect."
110,3,8,"TXT","2",0,0,"Athanassios Zafeiris, security poUoe chief for the Athens area, said the airport interrogatioos were part of a general- inquiry ud stressed: “We're not searching for any specUic people or investigating any specific actions. No one has been anested or is being held."""
111,3,8,"TXT","3",0,0,"Police said they still suspected that a Lebanese woman named May Elias' Mansur i^ted the bomb on the Trans World Airlines Boeing 727 on a flight Wednesday from Cairo to Athens. The plane went on to Rome. The bomb exploded as the plane was flying back to Athens and Cairo, and was 15,000 feet over southern Oreeoe."
112,3,10,"HL","0",0,0,"Feds join in fíre investigation"
113,3,10,"TXT","1",0,0,"SAN FRANCISCO (AP) — Federal agents joined the investigation Sunday of an explosion and fire that destroyed an industrial complex, and firefighters continued pumping out water that blocked their search for seven missing people."
114,3,10,"TXT","2",0,0,"A federal official said the blast may have been touched off by accidental ignition of lacquer spray."
115,3,10,"TXT","3",0,0,"Fire officials said 7 million gallons of water was sprayed onto the fire that injured at least 20 people Friday and left the three-story Bayview Industrial Park a pile of charred debris. Water stood up to five feet deep in paru of a basemoit area that had been underneath the complex."
116,3,10,"TXT","4",0,0,"Damage was estimated at SIO million to the complex, which conuined 126 small businesses, ranging from sheet metal shops and artists’ studios to a photography lab and carpentry shops."
117,3,0,"AT","0",0,1,"WESTERN DANCE CLASS"
118,3,0,"AT","0",0,1,"-Partners not necessary-"
119,3,0,"AT","0",0,1,"■poowd by ASI Rac SporU CALPOLT Tuesday, Bag.: 6:30-8 pin"
120,3,0,"AT","0",0,1,"M./Adv : 6-9:30 pm"
121,3,0,"AT","0",0,1,"O UnbwsSy Union's Mustang Loungo. Ctwsss start 4/S and 6/6 wWi Suanna and Data."
122,3,0,"AT","0",0,1,"SLO"
123,3,0,"AT","0",0,1,"Wednesdays, Beg.: 7-6:30 pm"
124,3,0,"AT","0",0,1,"im./AlK.: 8:30-10 pm"
125,3,0,"AT","0",0,1,"RMwOw rVIt NK. HOORI, cMJ RiMOQw SH."
126,3,0,"AT","0",0,1,"Classes start 4/30 «4th Rohin. ^"
127,0,0,"NA","0",0,0,"it'Crir'tr'ir'ir'trtrtr'ififititirifiriririrtcir"
128,3,0,"AT","0",0,2,"^ ^ Get A Running J"
129,3,0,"AT","0",0,2,"Start On Your j}-Fall Housing.,,"
130,0,0,"NA","0",0,0,"xv"
131,3,0,"AT","0",0,2,"Closeat off can^Nis housiii^ ^ toCalPdy j4"
132,3,0,"AT","0",0,2,"• Security and Comfort jt"
133,3,0,"AT","0",0,2,"• Pool, recreation and ^"
134,3,0,"AT","0",0,2,"meetingrooma ^"
135,3,0,"AT","0",0,2,"• AUreaerved parking ^"
136,3,0,"AT","0",0,2,"• Five laundry faeflidea ^"
137,3,0,"AT","0",0,2,"• Creekaide balooniea ^"
138,3,0,"AT","0",0,2,"• A place to atudy"
139,3,0,"AT","0",0,2,"• Convenient to banka and ahopping centera"
140,3,0,"AT","0",0,2,"Houra: ^"
141,3,0,"AT","0",0,2,"Mon, Wed, Fri, Sat 9am-^pm ^ Tue, Thura dam-^pm ^"
142,3,0,"AT","0",0,2,"Under New Management jA"
143,3,0,"AT","0",0,2,"^ IMlWlAWiGVILLAgEi ^"
144,3,0,"AT","0",0,2,"^0^ Mustang Dr, SIX) 543^1950 ^"
145,3,9,"HL","0",0,0,"Video camera set up in bookstore"
146,3,9,"BL","0",0,0,"■yRrtBCcaHaaacr"
147,3,9,"BL","0",0,0,"auftwnsK"
148,3,9,"TXT","1",0,0,"In an effort to control the increasing number of backpack thefts at El Corral Bookstore, a video camera has been installed to monitor the backpack locker area at the front of the store."
149,3,9,"TXT","2",0,0,"Public Safety Investigator Ray Barrett hopa the video camera, which was installed by the Cal Poly Public Safety Pepartment about two-weeks ago uid ctm-dnuaUy monitors the backpack storage area, will aid the department in catching backpack thieves."
150,3,9,"TXT","3",0,0,"Aooordiiig to Berrett, the video camera has been very successful in awisting the department in its"
151,3,9,"TXT","3",0,0,"efforts to control such thefts."
152,3,9,"TXT","4",0,0,"In a four-day period between March 28 and 31, four backpacks were reported stolen from the bookstore and an additional one was reported taken from the Snack Bar."
153,3,9,"TXT","5",0,0,"But according to Berrett, many more backpacks are stolen from these areas on campus, yet students often will report sudi incidents only to the bookstore and not inform the Public Safety Department."
154,3,9,"TXT","6",0,0,"To reduce the chance of having their backpacks stolen, Berrett suggests students check their packs into the check-in booth in front of the bookstore during the first week of the new quarter or"
155,3,9,"TXT","6",0,0,"put them into the coin-operated lockers."
156,3,9,"TXT","7",0,0,"Berren reminds studenu that ■-the locker space is free, and although students must put a quarter in the locker to get the key out to lock it, 'the money is returned when the key is reined."
157,3,9,"TXT","8",0,0,"If students leave . their backpacks umttended anywhere on campus, Berrett warned, the odds are the packs will be stolen."
158,3,9,"TXT","9",0,0,"Students should take their backpadts with them or have someone they know watch the packs while they’re gone, said Berrett."
159,3,11,"HL","0",0,0,"Reagan ends vacation; set to work against terrorism"
160,3,11,"TXT","1",0,0,"WASHINGTON (AP) — President Reagan ended a 10-day California vacation Sunday, returning to work on a renewed campaign against international terrorism in the wake of another wave of atucks aimed at Americans."
161,3,11,"TXT","2",0,0,"While stopping short of blaming Libyan leader Moammar Khadafy for two attacks last week in which Americans were killed, an administration ofTicial"
162,3,11,"TXT","2",0,0,"accused Khadafy of sponsoring “a master plan ... to cause terrorist inddenls worldwide.’’"
163,3,11,"TXT","3",0,0,"Reagan, who spent a working vacation at his mountaintop ranch near Santa Barbara doing chores and horseback riding, was briefed on the explosions on a TWA airliner approaching Athens and in a West Berlin discotheque popular among U.S. soldiers."
164,3,11,"TXT","4",0,0,"Earlier in the week, the White"
165,3,11,"TXT","4",0,0,"House responded cautiously to placing blame on Libya as the pouible agent behind the bomb that killed four Americans on the TWA fhght bound from Rome to Athens on Wednesday."
166,3,11,"TXT","5",0,0,"In Thursday’s news briefing, however. White House spokesman Larry Speakes stressed the Reagan administration was not ruling out Khadafy as a possible suspect."
167,3,0,"AT","0",0,3,"Super Savings at:"
168,3,0,"AT","0",0,3,"□KANEY"
169,3,0,"AT","0",0,3,"the product center"
170,3,0,"AT","0",0,3,"Cash ‘n’ carry division"
171,3,0,"AT","0",0,3,"American Brand"
172,3,0,"AT","0",0,3,"Hamburger Patties"
173,3,0,"AT","0",0,3,"0 g03lb.bao"
174,3,0,"AT","0",0,3,"""extra lean"""
175,3,0,"AT","0",0,3,"12 patties per bag Not to exceed 22% fat"
176,3,0,"AT","0",0,3,"Stouffers"
177,3,0,"AT","0",0,3,"Meat or Vegetable"
178,3,0,"AT","0",0,3,"Lasagna"
179,3,0,"AT","0",0,3,10.99
180,3,0,"AT","0",0,3,"• V."
181,3,0,"AT","0",0,3,"W "","
182,3,0,"AT","0",0,3,"96 oz."
183,3,0,"AT","0",0,3,"Serves 12-14"
184,3,0,"AT","0",0,3,"Special Events, Parties, or Just alot of people to feed—"
185,3,0,"AT","0",0,3,"Shop at Kanay’s for leataurant Quality Foods"
186,3,0,"AT","0",0,3,"Rnata"
187,3,0,"AT","0",0,3,"Red chili -Beef & Bean"
188,3,0,"AT","0",0,3,"Burritoe"
189,3,0,"AT","0",0,3,429
190,3,0,"AT","0",0,3,"_ 24pk."
191,3,0,"AT","0",0,3,"Heat n’ Serve or Microwave"
192,3,0,"AT","0",0,3,"Rent Your Equipment Early for Poly Royal"
193,3,0,"AT","0",0,3,"Msosavaon:"
194,3,0,"AT","0",0,3,"MMts • DeN • Frozen Foods Canned Foods • Soft Drinks Cigarettes • Candy • Pastas Paper Products • Office Supplies Janhortal • Food Service Equipment"
195,3,0,"AT","0",0,3,"PUBLIC WELCOME"
196,3,0,"AT","0",0,3,"203 SutMirban Rd., 8an Lirit Obispo Mon. - Fri. 8 a.m. - 6 p.m. Sat. 9 a.m. • 5 p.m."
197,3,0,"AT","0",0,3,".5^7603"
198,4,0,"PI","0",0,0,"Monday. ApcM 7.1966MuilangDaly"
199,4,12,"HL","0",0,0,"Sdoillsts predict"
200,4,12,"HL","0",0,0,"euthquake Id Soatbcm CiUf omia"
201,4,12,"TXT","1",0,0,"LOS ANGELES (AP) — Southern CaUfomia should expect major earthquake soon, say two local scientists who suggest that the gravitatioaai pull of the sun and moon nmy have helped trigger great quakes here in the past."
202,4,12,"TXT","2",0,0,"Astronomer Steven Kilston and geophysicist Leon Knopoff say Southern CaUfomia has entered a time when the puU of tun and moon is greatest on the San. Andreas Fault, and the most vulnerable time appears to be November 19f7."
203,4,12,"TXT","3",0,0,"“But sre’re not predicting an carthquakf in November of I9C7,'* Knopoff empbasiz-ed."
204,4,12,"TXT","4",0,0,"They said 10 of the 13 major earthquakes in the area in the last five decades occurred near sunrise or sunset, when there is a strong influence of solar gravity. Also, most oo-curred in nearly 11.6-year intervals that coincide with, the northernmost posUioa of the amon."
205,4,12,"TXT","5",0,0,"Their findings were puMkhed in a 1903 article in Nature, a British science JoansaL aad have generated several studies since then."
206,4,13,"HL","0",0,0,"Ag-science building is project of I^oly grads"
207,4,13,"BL","0",0,0,"ByTtaiRoMuoB staff UMlw"
208,4,13,"TXT","1",0,0,"...AJocal architecture firm made up almost entirely of Cal Poly graduates has finished designs on the new agricukure-sdenoe building scheduled to begin construction later this month."
209,4,13,"TXT","2",0,0,"Venture Architects, a conglomeration of two local Arms, was given the contract last December. It marks the first time in Cal Poly history that a local firm has been given a nujor design project."
210,4,13,"TXT","3",0,0,"The new building will be located in the parking lot in front of the Campus Store, near the Robert E. ~ Kennedy Library. It will cost an estimated S3.5 million and incorporate a 'nostalgic, look to Mend in wteh tome of the older structures on"
211,4,13,"TXT","4",0,0,"**We were anxious to do a building that wouldf' attempt to tie in the traditional architectural ekmenti, such as sloping roofs, making our building fit in what we caO a particular architectural vocabulary,** said MacIntyre. He added that Georgs Hasslein, a professor in the architecture department, was instrumental in getting the contract for his firm."
212,4,13,"TXT","5",0,0,"MacIntyre added that his l*s proposal is S300,000 lower the SS.I million allocated by the state."
213,4,13,"TXT","6",0,0,"""We*rt real bulbah in wanting peopk to know that the low bidder oa the project wm ^00,000"
214,4,0,"AT","0",0,1,"Our Doors Are Always Open To You!"
215,4,0,"AT","0",0,1,"Are you looking for htmeing far your confsrsnoes, fraternity or eorority akimni or club meetIngsT"
216,4,0,"AT","0",0,1,"Now your group can stay dosar to Cal Pi^ than ever before"
217,4,0,"AT","0",0,1,"MUSflANG VlUAgE"
218,4,0,"AT","0",0,1,"... now affare a haaals free way for your groupe to stay togsthir for the weak, wuehand or semmar. We weieome al those who daelro to stay ks the doaast off campus hoaeteg te Cal Poly. It’s a short wafc toreaba and convoniant to downtown. Whlo Is 8LO Uve In eomfortabla. ftimished earround^ whh many eaneaftiee each ae a ewknadag poet SMOtteg roonm, park aroae oad wooded hOy iiHlagi 10mtsa»sstothsboach.aoeeonei^ Se drive to Mono Bay, San Staooa, Gnmkria, ote."
219,4,0,"AT","0",0,1,"cel no or atop by oar afBee If yea hove oay"
220,4,0,"AT","0",0,1,
221,4,0,"AT","0",0,1,"1 Musting Dr« San Luis Obispo {"
222,4,0,"AT","0",0,1,"543-4950"
223,0,0,"B","0",0,0,
224,0,0,"NA","0",0,0,"■jiÆâSmià"
225,0,0,"B","0",0,0,
226,0,0,"B","0",0,0,
227,0,0,"NA","0",0,0,"Thai"
228,0,0,"NA","0",0,0,"I of that"
229,0,0,"NA","0",0,0,".The balding wM 4"
230,4,13,"TXT","6",0,0,"below our budget, so k nukes us look like real heroes,** said MacIntyre."
231,4,13,"TXT","7",0,0,"Among the other Cal Poly graduates to work oa the project is Daniel Clark, who graduated in 1971. Clark was the project coordinator in charge of the actual drawing of the design. He worked for a Los Angeles-based firm for six years before coming bock to San Luis Obispo two years ago."
232,4,13,"TXT","8",0,0,"Another Cal Poly graduate, Andrew Blasjo, and a current Cal Poly student, Tim Schulze, were responsible for doing the brimt of the drawings. Blasjo, a 1980 graduate, said training at Cal Poly gave them a good foundation for understanding some of the particular aspeett of the bunding."
233,4,13,"TXT","9",0,0,"However, Schulze, who is expecting to graduate next year, added that there should be more"
234,4,13,"TXT","9",0,0,"emphasis put on actual work experience essential for al working architects."
235,4,13,"TXT","10",0,0,"**I think more people should be involved in actually working in the field while they’re going to"
236,4,13,"BQT","0",0,0,"The bid is $300,000 lower than the $5.8 million allocated by the state"
237,4,13,"TXT","10",0,0,"school, so they can see what it*s about rather than graduating and being totally disenchanted with what they’re doing.**"
238,4,13,"TXT","11",0,0,"Several other Cal Poly gradu-"
239,0,0,"NA","0",0,0,"I Inaa la la In srili Urn aroMteeturo of"
240,0,0,"NA","0",0,0,"h JM^^^maa^nasa^hA I^Sm"
241,0,0,"NA","0",0,0,"P «HV MOIItll«"
242,4,13,"TXT","11",0,0,"ates mere instnimental in helping with the design. Rod Levin, a 1938 graduate and George"
243,4,13,"TXT","11",0,0,"Stewart, a 1973 graduate, are also owners of the firm along with BBI Maul. They, along with MacIntyre, have taught at Cal Poly in recem years."
