"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text; SH = section heading",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
47,1,3,"TXT","5",0,0,"Mandela himself joined in the jubilation with Coretta Scott King, widow of U.S. civil rights leader Martin Luther King Jr., and former Zambian President Kenneth Kaunda. A choir sang the praises of “Madiba,” Mandela’s traditional clan name."
48,,3,"TXT","6",0,0,"Earlier, President F.W. de Klerk of the National Party acknowledged defeat in South Africa’s first democratic elections. He praised Mandela as “a man of destiny” and pledged to work with him in the new government of national unity scheduled to be installed in eight days."
49,1,3,"TXT","7",0,0,"Mandela in turn congratulated de Klerk “for the many days, weeks and months and the four years that we have worked together, quarreled, addressed sensitive problems, and at the end of our heated exchanges were able to shake hands and to drink coffee.”"
50,1,3,"TXT","8",0,0,"The two leaders navigated the country through an extraordinary transition in which an oppressive white"
51,1,3,"ME","0",5,0,"See SOUTH AFRICA, page 5"
52,1,0,"SH","0",0,0,"INSIDE TODAY'S MUSTANG DAILY"
53,1,4,"BL","0",0,0,"By Brian Volk and Joy Nieman"
54,1,4,"BL","0",0,0,"Daily Staff"
55,1,4,"TXT","1",0,0,"In an effort to increase ethnic diversity in the College of Agriculture, Cal Poly announced in late April plans for an Equity Leadership Program to attract young minority students to careers in agriculture and natural resources management."
56,1,4,"TXT","2",0,0,"The program was initiated in response to a proposal authored by Natural Resources Management Department Head Norman Pillsbury and natural resources management professor Richard Thompson."
57,1,4,"TXT","3",0,0,"Their proposal described a need to attract potential leaders from a wider"
58,1,4,"TXT","3",0,0,"source of ethnic backgrounds. Thompson said national statistics from the U.S. Department of Education show an overall lack of minorities in programs related to agriculture and natural resources management."
59,1,4,"TXT","4",0,0,"“Part of it comes from misleading images of what these careers involve,” Thompson said. “I’m convinced that several ethnic groups don’t believe there are ... professions to be had in these fields because they have bad images of them.”"
60,1,4,"TXT","5",0,0,"The program is the result of a joint partnership between Cal Poly, the Soil Conservation Service, the Bureau of Land Management and the U.S. Forest Service, Together, they will provide the $100,000 needed to co-"
61,1,4,"TXT","5",0,0,"fund a liaison office and enact the program."
62,1,4,"TXT","6",0,0,"The purpose of the program is to get a diverse population interested in agricultural and natural resource careers, according to Associate Dean of Agriculture Wally Mark."
63,1,4,"TXT","7",0,0,"“There are a lot of stigmas about careers in agriculture and natural resources,” Mark said. “We have to overcome (them) in order for them to become interested.”"
64,1,4,"TXT","8",0,0,"Animal Science sophomore Antonio Gutierrez, president of Latinos in Agriculture, said certain stigmas exist in terms of what kind of agriculture-related jobs are available."
65,1,4,"TXT","9",5,0,"“I think it’s because a lot of people. See EQUITY, page 5"
66,1,0,"OT","0",0,0,"1 1"
67,1,0,"OT","0",0,0,"OPIHIOH"
68,1,0,"OT","0",0,0,"Lori Wilmer says there are more elements than race to affirmative action"
69,1,0,"OT","0",0,0,"Spouts"
70,1,0,"OT","0",0,0,"One neighborhtKxl, two different stories of student/ resident relations"
71,1,0,"OT","0",0,0,"ill Women’s tennis lil gets permission to attend seventh Nat’l Tournament"
72,1,0,"OT","0",0,0,"Reaching Uv_ _"
73,1,0,"OT","0",0,0,"Graphic Arts, 226 Cal Poly San Lub Orbpo, CA 93407"
74,1,0,"OT","0",0,0,"Advertising: 756-1143 Editorial:	756-1796"
75,1,0,"OT","0",0,0,"Fax:	756-6784"
76,2,0,"PI","0",0,0,"2 TUESDAY, MAY 3,1994"
77,2,0,"PI","0",0,0,"RGENDfl"
78,2,0,"OT","0",0,0,"MUSTANG DAlij"
79,2,0,"OT","0",0,0,"AAAY"
80,2,0,"OT","0",0,0,"TUESDAY"
81,2,0,"OT","0",0,0,"OF"
82,2,0,"OT","0",0,0,"WEEK 6"
83,2,0,"OT","0",0,0,"28 school (Jays left in term."
84,2,0,"OT","0",0,0,"TODAY'S WEATHER:"
85,2,0,"OT","0",0,0,"Mostly sunny"
86,2,0,"OT","0",0,0,"Expected high/low: 69 / 46"
87,2,0,"OT","0",0,0,"TODAY"
88,2,0,"OT","0",0,0,"County Gov. • Board of Supervisors meeting, Board Chambers, (^)unty Government Cxnter, 8:30 a m."
89,2,0,"OT","0",0,0,"Campus Gov. • Academic Senate meeting, U.U. 220,"
90,2,0,"OT","0",0,0,"3 p m."
91,2,0,"OT","0",0,0,"ASI • Outings Committee Leadership workshop,"
92,2,0,"OT","0",0,0,"U.U. 204, 3:13 p.m."
93,2,0,"OT","0",0,0,"ASI • Outings (xunmittce mtx-ting, U.U. 220, 7 p.m."
94,2,0,"OT","0",0,0,"WEDNESDAY"
95,2,0,"OT","0",0,0,"Seminar • Nutrition and fitness with Idlen Cxileman, MA, MPH, RD, Chumash,"
96,2,0,"OT","0",0,0,"3 p m."
97,2,0,"OT","0",0,0,"Performance • Xicano Teatro Ciroup, Sandwich Plant,"
98,2,0,"OT","0",0,0,"6	p.m."
99,2,0,"OT","0",0,0,"Cheerleading • i\x>tball and basketball season tryout info meeting, U.U. 219, 7 p.m. info: 349-0494"
100,2,0,"OT","0",0,0,"UPCOMINO"
101,2,0,"OT","0",0,0,"Gnco de Mayo • Carlebration with pinata, ntusic and dance, .May 3, U.U Plaza, 1 1 a.m. WriterSpeok • Gloria Velasquez., .May 3, Science 13-3,"
102,2,0,"OT","0",0,0,"7	p.m."
103,2,0,"OT","0",0,0,"Seminar • ""Lessons from the Northridge Larthquake,"""
104,2,0,"OT","0",0,0,"May 6, R(H)m 03-105, 9 a m. info: 756-1314 Dinner/Doncing • CSA Senior Banquet, May 6, Marie Ciiallendar's, Pismo Beach,"
105,2,0,"OT","0",0,0,"8:30 p.m. / 543-5946 ACLU Social • "" Lhe War on Crime: Death Knell for Civil Liberties?,"" ILimona Ripston, .May 8, Community Room, City/C^unty Library,"
106,2,0,"OT","0",0,0,"2:30 p.m. / 544-0142 Conference • ""Keeping Current in the 1990's,"" May 13 For reservations: 543-0369 Seminar • ""The Concept of the Person: India and the West,"" Dr. Ninian Smart, May 13, U.U. 220, 3 p.m. Roily • ""Take Back the Night,"" May 19, Chumash Auditorium, 6:30 p.m. info: 756-2600 Discussion • League of Women Voters on the June State Ballot, May 20, 944 San Adriano St., 9:30 a.m. info: 543-2220 WriterSpeok • Glenn Irvin and Paula Huston, June 1, Sciencx B-5, 7 p.m."
107,2,0,"OT","0",0,0,"Mountain Bike Race * Real Riders' Rendezvous, May 15, 1-ake San Antonio / 238-4343 WriterSpeok * J ane Hirshfield and Kim Addonizio, May 18, U.U. 204,7 p.m."
108,2,0,"OT","0",0,0,"Agenda Items: Fax: 756-6784, or c/o Len Arends, Graphic Arts 226, Cal Poly 93407"
109,2,0,"OT","0",0,0,"CnhPus Logbook"
110,2,0,"OT","0",0,0,"IfyouTuveonylnfo^^ these crimes, contact Public Safety at:"
111,2,0,"OT","0",0,0,"756-2281"
112,2,0,"OT","0",0,0,"• Bicycle theft:"
113,2,0,"OT","0",0,0,"April 30 —"
114,2,0,"OT","0",0,0,"Yoscmite Hall, Tower 6: Purple Schwinn mountain bike;"
115,2,0,"OT","0",0,0,"Serial number: S2l 1115%"
116,0,0,"B","0",0,0,
117,2,0,"HL","0",0,0,"A look at one SLO neighborhood that Poly students andpermanern residents both call home. When i\ comes to living in harmony..."
118,0,5,"B","0",0,0,
119,0,0,"B","0",0,0,
120,0,0,"NA","0",0,0,"ri'd"
121,0,0,"B","0",0,0,
122,0,0,"NA","0",0,0,"aiOES OF"
123,0,0,"NA","0",0,0,"/ ■"
124,0,0,"NA","0",0,0,"yj"
125,0,0,"B","0",0,0,
126,0,0,"NA","0",0,0,"Si"
127,0,0,"B","0",0,0,
128,0,0,"B","0",0,0,
129,0,0,"B","0",0,0,
130,2,5,"TXT","1",0,0,"On the quiet street of Balboa near Laguna Lake, Cal Poly students live next to a retired couple."
131,2,5,"TXT","2",0,0,"But the two households’ occupants don’t like each other much, and Alvin and Norma Rogers say that’s because the students lack basic respect."
132,2,5,"TXT","3",0,0,"Two blocks over, on Coral Court, a similar living arrangement exists. But Ed and Gladys Fraund say their student neighbors are considerate."
133,2,5,"TXT","4",0,0,"The two stories are on opposite sides of a spectrum of student-neighbor relations in San Luis Obispo that ranges from civility to outright enmity."
134,2,5,"TXT","5",0,0,"Many Cal Poly students live in homes in residential areas because they like the freedom from the rules that go along with dorm and apartment living."
135,2,5,"TXT","6",0,0,"Usually, students can live harmoniously with the families in their neighborhood."
136,2,5,"TXT","7",0,0,"But sometimes things go wrong. Some say this is because many students don’t realize that living in a home has its limitations too."
137,2,5,"TXT","8",0,0,"The Laguna Lake area is a neighborhood that only in recent years has acquired many student residents. With the influx, it has become a cross-section of San Luis Obispo, characterizing the gamut of neighborhoods’ attitudes toward students and the students’ own attitudes toward neighborhoods."
138,2,5,"ME","0",3,0,"See AGENDA, page 3"
139,2,5,"BL","0",0,0,"STORY BY DAILY STAFF WRITER CYNTHIA BUIZER • DAILY PHOTOS BY JUAN MARTINEZ AND MICHAEL DeMARTINI"
140,2,0,"PH","0",0,0,"Meanwhile, Ed and Gladys Fraund get along well with student neighbors Melissa Nelson and Jenna Thompson, and their pets."
141,3,0,"PI","0",0,0,"MUSTANG DAILY"
142,3,0,"PI","0",0,0,"TUESDAY, MAY 3, 1 994	3"
143,3,5,"HL","0",0,0,"AGENDA: On some SLO streets, every day is Good Neighbor Day — and then there are others..."
144,3,5,"ME","0",-2,0,"From page 2 Fostering resentment"
145,3,5,"TXT","1",0,0,"Alvin and Norma Rogers have lived in their family home on Balboa for nearly 30 years. Everything was fine until about five years ago when a Cal Poly student’s parents from the Bay Area purchased the home next door for their son to rent with his friends."
146,3,5,"TXT","2",0,0,"At first the students living next door weren’t a problem. Then, the owners’ son moved out. Since then, it has been a matter of luck from quarter to quarter."
147,3,5,"TXT","3",0,0,"The couple feels “most students are good, self-respecting people” and that they have had “some neat students next door.” But a few bad experiences, including their current situation, have made them averse to having students as neighbors."
148,3,5,"TXT","4",0,0,"They said they have had problems with parties, noise, garbage, parking, unkempt yards, loud motorcycles and lights kept on all night."
149,3,5,"TXT","5",0,0,"“If Cal Poly students continue to move into this area, we’ll be forced to move out,” said Norma Rogers. “And we don’t think that’s fair.”"
150,3,5,"TXT","6",0,0,"The two don’t entirely blame students for their situation, though."
151,3,5,"TXT","7",0,0,"“It’s a combination of factors,” said Alvin Rogers. “It’s not just the students, it’s the out-of-town landlords. And the city, too.”"
152,3,5,"TXT","8",0,0,"The couple said if landlords cared about their property as more than just revenue, maybe their tenants would respect the property, too."
153,3,5,"TXT","9",0,0,"They also said that the city should require landlords to maintain their rentals’ yards to avoid property devaluation. Much of the Rogers’ problem with students is that they don’t keep up their lawn."
154,3,5,"TXT","10",0,0,"“The (grass) was four-feet high (recently),” said Norma Rogers."
155,3,5,"TXT","11",0,0,"Their neighbors. Cal Poly students Randy Schultz, Gail Weaver, Buck Chow and Jason Curtis, agree:	Since their"
156,3,5,"TXT","11",0,0,"landlord doesn’t care about the look of the property, they don’t either."
157,3,5,"TXT","12",0,0,"“We can see where (our neigh-"
158,3,5,"TXT","12",0,0,"bors) are coming from,” Curtis said. “Since we don’t own the house, we have a different mentality (about caring for it)."""
159,3,5,"TXT","13",0,0,"“The yard is our responsibility,” Schultz said. “But we didn’t have $200 to $300 for a lawnmower. And the one the landlord provided doesn’t work.”"
160,3,5,"TXT","14",0,0,"Last month, they borrowed some weed-eaters from friends and mowed the lawn. “We like it short, too, “ Curtis said."
161,3,5,"TXT","15",0,0,"The students said they don’t dislike Alvin and Norma Rogers. “But we feel we were already on their s-----list before we intro-"
162,3,5,"TXT","15",0,0,"duced ourselves,” Weaver said."
163,3,5,"TXT","16",0,0,"“I wanted to make a good relationship with our neighbors, but I feel that there’s no way we’ll ever win because we’re students.”"
164,3,5,"TXT","17",0,0,"Chow agreed."
165,3,5,"TXT","18",0,0,"“If they would have asked us nicely instead of saying, ‘Hey, you’re students, and we know you don’t think about things,’ maybe we would try harder,” Chow said."
166,3,5,"TXT","19",0,0,"But the Rogers feel they are reasonable because they didn’t approach the students with their concerns until there was a problem."
167,3,5,"TXT","20",0,0,"Alvin and Norma Rogers feel that it’s the city’s responsibility to pass ordinances and enforce them."
168,3,5,"TXT","21",0,0,"“The students need to made aware of the laws, too,” Norma Rogers said. “Maybe the city could publish handbooks for people living in single-family dwellings” which outline guidelines for cooperative and legal living, she said."
169,3,5,"TXT","22",0,0,"Residents for Quality Neighborhoods has often lobbied the City Council to implement various restrictions in San Luis Obispo neighborhoods, often successfully. Its projects have ranged from overnight parking ordinances to restricting the number of people allowed to share a dwelling."
170,3,5,"TXT","23",0,0,"“The people in RQN are not against students.” said RQN Co-Chair Tom Kay. “They’re against having their rights infringed upon.” He said the group realizes it’s a small percentage of the students that reinforce negative"
171,3,5,"BQT","0",0,0,"wanted to moke a good relationship with our neighbors, but I feel that there^s no way well ever win because we^re students."""
172,3,5,"BQA","0",0,0,"Gail Weaver"
173,3,5,"BQA","0",0,0,"Cal Poly student"
174,3,5,"BQT","0",0,0,"The people in (Residents for Quality Neighborhoods) are not against students. They^re against having their rights infringed upon."
175,3,5,"BQA","0",0,0,"Tom Kay"
176,3,5,"BQA","0",0,0,"RQN Chair"
177,3,5,"TXT","23",0,0,"stereotypes of all the others."
178,,5,"TXT","24",0,0,"Kay said he thinks Week of Welcome is a good time to give guidelines to new students about how to be good neighbors."
179,3,5,"TXT","25",0,0,"“Maybe we could have a speaker come and discuss what’s acceptable behavior away from home,” he said."
180,3,5,"TXT",,0,0,"A better understoncfitig"
181,3,5,"TXT","26",0,0,"Not all situations where students live next door to family residences are unpleasant."
182,3,5,"TXT","27",0,0,"'Two blocks over from Balboa, on Coral Court, Ed and Gladys Fraund live next door to Cal Poly students Melissa Nelson, Jenna Thompson, Cathy Bandy and Stephanie Boda. The students also have two dogs, a cat and a bunny."
183,3,5,"TXT","28",0,0,"The students said they feel they have a good relationship with their neighbors because they try hard to be considerate."
184,3,5,"TXT","29",0,0,"'The students said that the previous renters were problematic, and their landlord was rather skeptical about renting to students because of past"
185,3,5,"TXT","29",0,0,"disasters."
186,3,5,"TXT","30",0,0,"“They even tried to sell the house because they'didn’t want to rent to students,” Thompson said."
187,3,5,"TXT","31",0,0,"But the Fraunds showed them the house for the owner and took a chance."
188,3,5,"TXT","32",0,0,"“We’ve had no problems whatsoever with our neighbors,” Nelson said, “because we try to be courteous.”"
189,3,5,"TXT","33",0,0,"“We are polite and don’t have huge parties. (The Fraunds) don’t mind as long as we don’t wake them up.”"
190,3,5,"TXT","31",0,0,"The students said they get along with the Fraunds so well that they have fed their dogs and parked a car in their driveway when no one was home."
191,3,5,"TXT","32",0,0,"The Fraunds agp-eed that the students next door are considerate. “But then, we don’t go looking for trouble,” said Gladys Fraund."
192,3,5,"TXT","33",0,0,"“The girls next door are very nice,” she said. “We don’t even know they’re there usuallv.”"
193,3,5,"TXT","34",0,0,"“You only hear about the bad kids, not the good ones,” said Ed Fraund. “On the whole, (students) have been in and out of the area for 10 to 12 years, and about 90 percent of them were fine.”"
194,3,5,"TXT","35",0,0,"The Fraunds said when they have had problems with student neighbors, it was usually because of parties, noise and parked cars which filled the cul-de-sac so they couldn’t get out."
195,3,5,"TXT","36",0,0,"“If the students and the people in the neighborhood talk with each other, usually they can work things out,” said Ed Fraund. “When students move in, we introduce ourselves.”"
196,3,5,"TXT","37",0,0,"The Fraunds agreed with Norma and Alvin Rogers that responsibility does not lie entirely with the students."
197,3,5,"TXT","38",0,0,"“The landlords or real estate people ought to take care of the yard maintenance. I don’t mind lending my mower and rakes and things to the students, but they should really take care of that for them,” Ed Fraund said."
198,3,5,"TXT","39",0,0,"“I think students and residents can work together (living in the same neighborhood),” he added. “But you have to have consideration for each other.”"
199,3,6,"HL","0",0,0,"Campus to take note of disabled students today"
200,3,6,"BL","0",0,0,"By Jeffrey Jen and Joy Nieman"
201,3,6,"BL","0",0,0,"Doily Staff_____________________"
202,3,6,"TXT","1",0,0,"Celebrating the achievements of students with disabilities is the purpose planners say is behind today’s Disabled Awareness Day."
203,3,6,"TXT","2",0,0,"“We’re really going for broke this year,” said architecture graduate student Michael Shannon, publicity chair for the event. “We want to set the precedent for new things in the future. We’re tired of just a token celebration of disabilities. We are going to have a lot of activities going on.”"
204,3,6,"TXT","3",0,0,"The theme for this year’s Awareness Day is “The Seven Intelligences.” Diane Dempwolf, a staff development coordinator at the Oxnard School District, will speak on the theory by Harvard University professor Howard Gardner, who says people inherently have seven intelligent ways of learning."
205,3,6,"TXT","4",0,0,"“It’s not just the traditional verbal and linguistic approach to learning taught in college,” Shannon said."
206,3,6,"TXT","5",0,0,"The theory fits well into the message which DSS and the students it serves say they are trying to get across."
207,3,6,"TXT","6",0,0,"“We all have different abilities and skills that we’re good at,” said Chris Parker-Kennedy, a Deaf Services Specialist with DSS. “With Awareness Day, we’re trying to promote all the ways people can be talented.”"
208,3,6,"TXT","7",0,0,"DSS Coordinator Harriet Clendenen said Awareness Day also will help increase awareness in the campus community."
209,3,6,"TXT","8",0,0,"“It gives (students with disabilities) an opportunity to demonstrate their abilities,” Clendenen said."
210,3,6,"TXT","9",0,0,"As part of Awareness Day, Disabled Student Services has speakers, videos, displays and paintings."
211,3,6,"TXT","10",0,0,"Landscape architecture junior Leo Simone, one of the coordinators of Awareness Day, said panel discussions also will be held regarding how people view disabilities."
212,3,0,"AT","0",0,1,".Voir thru Muy 8"
213,3,0,"AT","0",0,1,"Buy 2 Panties Get 1 Free!"""""
214,3,0,"AT","0",0,1,"Wappen"
215,3,0,"AT","0",0,1,"54.V0185 799 Higuera Street San Luis Obispo"
216,3,0,"AT","0",0,1,"*<>/ i'i/Híi/ »r lí'sser valué"
217,3,0,"AT","0",0,2,"APPLE POWERDAYS '94"
218,3,0,"AT","0",0,2,"May 18 & 19 9am-4pm Dexter Lawn"
219,3,0,"AT","0",0,2,"ofEvo^^^"
220,3,0,"AT","0",0,2,"Trade-in your old computer for a new one"
221,3,0,"AT","0",0,2,"See the latest in Power PC technology & Native Applications"
222,3,0,"AT","0",0,2,"Purchase software & computer accessories at a discount"
223,3,0,"AT","0",0,2,"EIG>rroJ"
224,3,0,"AT","0",0,2,"Bookstore"
225,3,0,"AT","0",0,2,"El Corral Bookstore Computer Department invites you to drop by!"
226,4,0,"PI","0",0,0,"4 TUESDAY, MAY 3, 1994"
227,4,0,"MH","0",0,0,"MusiangDaiiy"
228,4,0,"MH","0",0,0,"Ve hue you. Long ùnte."
229,4,0,"MH","0",0,0,"Eurocui B<mm)"
230,4,0,"MH","0",0,0,"John Hubbell,£^i/or/ii Cbtef Mula R. Van ScìWìy^ttt.ManagingUUor Len Vends, Amstant Managing UUor Joy Nieinan, Auistanl .Managing Editor Silas Lyons, intiestigative Editor Cabe Joynl, Opinion Editor Bayne $ Takemolo,d>fs Editor Brad Hamdlon, Sports Editor Troy Pelersen, Assistant Iports Editor"
231,4,0,"MH","0",0,0,"Aivber Marvin Sosna Bisbesszxj Schuennann,Bu^nessM9 ,Jeff HolUsier, Ad Dir,Dan Burke, AdlYod Dir , Lisa Mutile:, Nall Ad Mgr, MlcheOe Bishop, Dedii.Mgr. Adiertsingl^presmtiltves Nrk Enney, Heather Miller, Andy Price, Mary Kay Duffy, Brendan Ebason, Marianne Ouuen, Kalle Portillo, Rodney Blaco, Tamera Kourkos QassiiMs: TeresBOarcia, Amy Huiiunei, Jane Wooding bidyc George (3ien,Edilotlal Deagn Editor, Oalg Stout, Assoc Design Editor, Vis; Sieve Mortensen, Editorial Illustrator, George Oien, Jason Silva, DJ Taylor, Layne B Lev. Danid Chacon, Mike Ritiary, Ross Gecrdes, Nl Designerv"
232,4,0,"MH","0",0,0,"Scott Robtnson, Bditoc, Chrt Laansky, Baine Taylor, Cole Stephens, Mlchul DeMaruni, Allyson Still, Mark Gewerli, Alex Oirtstensen, Juvi MarUne:, Lorena Vnold, Rioiographers.John iIvTdd, Amie Smith, Hans Mess, Lab Technicians Caoiput« Db: Oiris Edwards. PradoslUa: Amy Hooper. Prod. .Mgr, Al StalU, Larry Rodenborn, Jane Wooding, Malt Hoy, Lori Winner, Sieve Tanasse, Prod Assistants CbtultlltK Scon Karle"
233,4,0,"HM","0",0,0,"1 dH»«i Ofites (vaili im ?26, Cd Pdi, Sontui GUx«;, (A, 93i07 Idiuid (001) 714-1796. Mwiians (001) 7141 lii ►« 7166704 >ji -TQia a C 1994 Moiang OoA hmtai tu llfivy»t> 6mh( Simms"
234,4,0,"SH","0",0,0,"EDITORIALS"
235,4,7,"HL","0",0,0,"‘Sousaphone’ decision just won’t do"
236,4,7,"TXT","1",0,0,"If Cal Poly’s Judicial Affairs office is going to continue legislating on free speech issues, it had better start taking them seriously."
237,4,7,"TXT","2",0,0,"The Daily recently reported the punishments handed to several Cal Poly Marching Band members for their part in a raunchy newsletter that ridiculed several other students. For their offensive comments and drawings attacking fellow band members, the editors of the “Swinging Sousaphone” had to answer to the university’s administrative justice system — and we question the “justice” they’ve been dealt."
238,4,7,"TXT","3",0,0,"The offending students, our aiiministration says, will remunerate their offenses by performing such trivial tasks as writing a two-page paper on what they learned from the incident and attend a seminar on gay and lesbian issues."
239,4,7,"TXT","4",0,0,"What a joke!"
240,4,7,"TXT","5",0,0,"We have trouble swallowing the idea that Judicial Affairs should even be serving judgement in this case, and, regardless, we think its solution is ludicrous."
241,4,7,"TXT","6",0,0,"If what those band members wrote was obscene, libelous, or indecent, why can’t the dispute be settled in a public court? If it must be settled on campus, and libel or obscenity is shown, why did Judicial Affairs hand down such silly punishments?"
242,4,7,"BQT","0",0,0,"Bui the perverted minds that created the ‘Sousaphone’ were adult minds — at least legally. Why shouldn 7 they be treated like adults? Why aren’t adult laws and norms appropriate?"
243,0,0,"B","0",0,0,
