"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
97,2,7,"TXT","2",0,0,"Company spokesman James Kenyon said Thursday no accidents or injuries have been attributed to the problem. But if the bolt breaks, steering control could be lost, he said."
98,2,7,"TXT","3",0,0,"Affected vehicles include Plymouth Sundance and Acclaim; Dodge Daytona, Shadow, Dynasty and Spirit; Chrysler LeBaron, Imperial and New ""Vbrker and some minivans. The recall covers vehicles built in late October."
99,2,7,"TXT","4",0,0,"Owners will be notified by mail and repairs will be performed for free."
100,2,8,"TXT","1",0,0,"SACRAMENTO (AP) — A 61-year-old San Francisco man has been sentenced U) 16 months in state prison for delivering a letter threatening Gov. Pete Wilson to the state Capitol last month."
101,2,8,"TXT","2",0,0,"David Canter pleaded guilty Wednesday to threatening a state elected official and asked Superior Court Judge Gary Ransom to sentence him immediately."
102,2,8,"TXT","3",0,0,"“He just wanted to get it over with,” said his public defender, Karol Martin."
103,2,8,"TXT","4",0,0,"State police say Canter told officers he also sent a letter bomb to the governor, but no such bomb was ever found. Police say Canter is not linked to a package bomb found in the Capitol mail room on Dec. 28."
104,2,9,"HL","0",0,0,"Police suspect teacher failed to report rape"
105,2,9,"TXT","1",0,0,"SAN JOSE, Calif. (AP) — A high school teacher was arrested on suspicion of failing to report the alleged rape of a 15-year-old student."
106,2,9,"TXT","2",0,0,"Police said the student reported she was assaulted on two consecutive days last December in a boys’ bathroom at Santa Teresa High School. The physical education teacher was told about the alleged incident by the victim’s best friend on the day of the second assault."
107,2,9,"TXT","3",0,0,"It was not clear whether the teacher was told after or before the second assault, said police."
108,2,9,"TXT","4",0,0,"The teacher, 48-year-old Harry Garcia Jr., told police he was not told of the allegations."
109,2,9,"TXT","5",0,0,"The alleged victim is developmentally disabled. The two youths involved in the attack-s were 16 and 15 and were attending the school from a home for troubled youths."
110,2,10,"HL","0",0,,"Fat substitutes reduce calories, complement diet"
111,2,10,"BL","0",0,0,"Christine Tutt Special to the Daily"
112,2,10,"TXT","1",0,0,"A new generation of food additives is now appearing on American market shelves — fat substitutes."
113,2,10,"TXT","2",0,0,"They were developed by the food industry in response to public concern about fat, cholesterol and calories in our diets. However, many people are wondering whether fat substitutes are a dieter’s dream, or just another marketing gimmick."
114,2,10,"TXT","3",0,0,"It is important to realize that we do need some fat in our diet. Unfortunately, the average American eats much more fat than the body needs."
115,2,10,"TXT","4",0,0,"The excess fat we eat contributes to health dangers such as obesity, diabetes and heart disease. Tb help avoid these problems, many health experts recommend that we reduce or fat intake from our average 37 percent of calories down to 30 percent or less."
116,2,10,"TXT","5",6,0,"Fat substitutes in a variety See NUTRITION, page 6"
117,2,0,"AT","0",0,1,"CAREER OPPORTUNITIES"
118,2,0,"AT","0",0,1,"CO-OPS"
119,2,0,"AT","0",0,1,"INTERNSHIPS"
120,2,0,"AT","0",0,1,"SUMMER JOBS"
121,2,0,"AT","0",0,1,"VOLUNTEER"
122,2,0,"AT","0",0,1,"OPPORTUNITIES"
123,2,0,"AT","0",0,1,"A PRE-CAREER JOB FAIR"
124,2,0,"AT","0",0,1,"Come to EXPO ’92 Tuesday, February 25 at the Chumash Auditorium from 9:00 - 1:30 p.m."
125,2,0,"AT","0",0,1,"More than 65 organizations will be there!"
126,2,0,"AT","0",0,1,"Pick up the EXPO Bulletin in:"
127,2,0,"AT","0",0,1,"•	Career Services"
128,2,0,"AT","0",0,1,"•	Student Community Services"
129,2,0,"AT","0",0,1,"•	Recreation Administration"
130,2,0,"AT","0",0,1,"Some of the Employers"
131,2,0,"AT","0",0,1,"California Department of Forestry & Fire"
132,2,0,"AT","0",0,1,"CA State Parks/Hearst Castle"
133,2,0,"AT","0",0,1,"California University Painters"
134,2,0,"AT","0",0,1,"Cal Poly Conference and Housing"
135,2,0,"AT","0",0,1,"Camp Hammer"
136,2,0,"AT","0",0,1,"Camp Max Strauss"
137,2,0,"AT","0",0,1,"Camp Wayne for Boys"
138,2,0,"AT","0",0,1,"Central Coast Neurobehavior"
139,2,0,"AT","0",0,1,"City of Santa Maria Parks & Recreation"
140,2,0,"AT","0",0,1,"Del Monte Foods, U.S.A."
141,2,0,"AT","0",0,1,"Environmental Care Exact Communication Forest Home Harvey’s Resort Hotel Hotline"
142,2,0,"AT","0",0,1,"J.C. Penney Company Kings River Expeditions K-Mart Apparel Corporation Landscape Contractors Association"
143,2,0,"AT","0",0,1,"represented are:"
144,2,0,"AT","0",0,1,"Lifescan"
145,2,0,"AT","0",0,1,"Mental Health Association Pacific Choice Brands Pacific Coast Producers Rehabilitation Institute of Santa Barbara Roughing It Day Camp SLO City Fire Department SLO County Child Protective Services San Luis Obispo Mozart Festival SLO Recreation & Parks Dept."
146,2,0,"AT","0",0,1,"Santa Barbara Cottage Hospital Santa Cruz Seaside Company Scicon"
147,2,0,"AT","0",0,1,"Student Community Services Student Painters, Inc."
148,2,0,"AT","0",0,1,"Sunny Country Radio"
149,2,0,"AT","0",0,1,"The Southwestern Company"
150,2,0,"AT","0",0,1,"Thistleberry Preschool"
151,2,0,"AT","0",0,1,"U.S. Dept, of Agriculture Forest Service"
152,2,0,"AT","0",0,1,"1)	Dress appropriately to schedule afternoon interviews."
153,2,0,"AT","0",0,1,"2)	Bring many copies of your resume."
154,2,0,"AT","0",0,1,"3)	Talk to as many employers as you wish. (No advance sign-ups required.)"
155,2,0,"AT","0",0,1,"4)	Arrange interviews for the afternoon!"
156,2,0,"AT","0",0,1,"Finding the ideai work has never been easier!"
157,2,0,"AT","0",0,1,"Sponsored by: ASI-Student Community Services Liberal Arts Student Council Rec Administration Career Services"
158,3,0,"PI","0",0,0,"Mustang daily"
159,3,0,"PI","0",0,0,"Friday, February 21, 1992"
160,3,11,"HL","0",0,0,"Seminar addresses race, gender"
161,3,11,"HL","0",0,0,"Speaker explores African-women’s studies"
162,3,11,"BL","0",0,0,"By Christy Rinauro"
163,3,11,"BL","0",0,0,"Staff Writer"
164,3,11,"TXT","1",0,0,"The Women’s Studies Lecture Series will feature one of Cal Poly’s own at its lunchtime seminar on Monday."
165,3,11,"TXT","2",0,0,"Willi Coleman, coordinator of the Center for Women and Ethnic Issues, will speak on black women’s studies programs throughout the country at the noon to 1 p.m. meeting in staff dining room 3."
166,3,11,"TXT","3",0,0,"Coleman also will discuss literature focusing on African-women’s studies and will explore why black women’s history has separated from women’s history in general."
167,3,11,"TXT","4",0,0,"Born in New Orleans, Coleman earned her masters degree in social welfare from UC Berkeley. She also holds a bachelors degree in comparative culture from UC Irvine."
168,3,11,"TXT","5",0,0,"In addition to teaching Women’s History at Cuesta College at night, Coleman is developing a course on California history through the eyes of women, beginning with indigenous women."
169,3,11,"TXT","6",0,0,"Coleman, who has been at Cal Poly for 12 years, said she has been pleased with the long-overdue implementation of women’s studies and ethnic studies curricula."
170,3,11,"TXT","7",0,0,"She also said she is surprised by the enthusiasm and support for the programs from the student body and feels the canrrpus is beginning to"
171,3,11,"TXT","7",0,0,"respond to issues more quickly and energetically than in the past."
172,3,11,"TXT","8",0,0,"Coleman said that by ignoring issues or letting them pass, a campus forfeits its right to call itself a true university and said that she is ecstatic that Cal Poly students have begun to challenge what they’ve been spoon-fed."
173,3,11,"TXT","9",0,0,"“There really has been an epiphany of some kind. Now is the time for us on campus to go with the energy that is flowing so beautifully at this point,” she said."
174,3,11,"TXT","10",0,0,"Coleman would like to see students correct her own generation’s mistake of separating gender and race."
175,3,11,"TXT","11",0,0,"“We need to formulate better questions around the issues of gender and race so we can get to some clarity,” Coleman said. “We need to look at ideas behind what we mean when we say ‘women’ and ‘minorities.’ ”"
176,3,11,"TXT","12",0,0,"Coleman believes that in order for the ethnic studies program to become a thorough one, it must address the gender issue."
177,3,11,"TXT","13",0,0,"“As we see women’s studies and ethnic studies gear up as a reality, it’s important that both programs are reminded that they still need to broaden their bases of inquiry,” Coleman said."
178,3,11,"TXT","14",0,0,"Coleman said the lecture series is one part of the whole picture that is broadening students’ ways of thinking."
179,0,0,"B","0",0,0,
180,3,11,"PH","0",0,0,"KALI BLOMSTROM/MusUng Dally"
181,3,11,"PH","0",0,0,"Willi Coleman"
182,3,11,"TXT","15",0,0,"“I’m excited about this series. It’s absolutely wonderful. It’s dovetailing with some exciting things happening on campus, like ethnic studQes,” she said."
183,3,11,"TXT","16",0,0,"Margaret Camuso, office administrator for the Academic Senate and co-chair of the Women’s Lecture Series, said the seminars were created to introduce faculty, staff and students to women’s scholarship. She said each session’s lecturer speaks to a packed room."
184,3,11,"TXT","17",0,0,"“The seminars have given exposure to new perspectives to education issues. New feminist perspectives are being brought to curriculum matters in areas of women’s studies,” Camuso said."
185,3,11,"TXT","18",0,0,"The free lectures are held every three weeks."
186,3,12,"HL","0",0,0,"Storms cause minimal Cal Poly crop damage"
187,3,12,"BL","0",0,0,"By Rick Shandley"
188,3,12,"BL","0",0,0,"Staff Writer"
189,3,12,"TXT","1",0,0,"Recent rainstorms caused minimal damage to crops and flelds on campus and at Cal Poly’s Chorro Creek Ranch. That’s how Gary Ketcham, general fann superintendent for the School of Agriculture, sized up the situation Wednesday."
190,3,12,"TXT","2",0,0,"On the main campus, the rain did nothing but good, Ketcham said. The rain washed salts out of the ground, and water percolated down into the underground system, he said."
191,3,12,"TXT","3",0,0,"At the Chorro Creek Ranch near Cuesta College, the creek broke through its boundaries for the third time since 1971, Ketcham said. The errant creek washed out a culvert bridge crossing, sending the section oi culvert pipe 200 yards up a field toward Hollister Peak."
192,3,12,"TXT","4",0,0,"Water flowed through parts of several fields and created at least one sink hole where an old stand pip>e was mounted on a concrete base."
193,3,12,"TXT","5",0,0,"The actual location where the creek jumped the bank has not been determined yet, Ketcham said. By the time equipment and labor costs have been added up, it could cost almost $10,000 to repair the damage."
194,3,12,"TXT","6",0,0,"“You take care of the things you can, but if Chorro Creek is going to run, it’s going to run,” he said."
195,3,12,"TXT","7",0,0,"More than 11 inches of rain fell in the area between Feb. 8 and Feb. 15, Ketcham said."
196,3,12,"TXT","8",0,0,"After the first rain, all the hay crops absorbed the water and germinated. That first rain allowed the rangeland grass to take root and be a value to the cattle."
197,3,12,"TXT","9",0,0,"“The rangeland is coming back real nice,” he said. “Any more rain we get will be a plus.”"
198,3,12,"TXT","10",0,0,"The rains created only minor problems for crops raised on campus."
199,3,12,"TXT","11",0,0,"“We were actually pretty well prepared for it,” said James Greil, a crop science professor. “Even though it was really muddy, we harvested cauliflower.”"
200,3,12,"TXT","12",0,0,"The broccoflower crop was affected by lack of oxygen due to waterlogged soil. “This is the first time I’ve seen such waterlogged conditions,” Greil said."
201,3,12,"TXT","13",0,0,"The crop is salvageable, but quality will be lower, Greil said. Because broccoflower is in such large demand in the market, it will still sell, he said."
202,3,12,"TXT","14",0,0,"Almonds are blooming in the orchard, Greil said. If rain comes during a full bloom, fungicide will need to be sprayed, he said."
203,3,12,"TXT","15",0,0,"“We have some mildew showing up on broccoli now, but it won’t be affected if the weather stays sunny and warm,” Greil said."
204,3,0,"AT","0",0,1,"Always"
205,3,0,"AT","0",0,1,"curious..."
206,3,0,"AT","0",0,2,"MUSTANGI DAILY"
207,3,0,"AT","0",0,2,"VICTORIA'S SECRET • LIMITED • TWEEDS • SMYTHE & CO."
208,3,0,"AT","0",0,2,"(D"
209,3,0,"AT","0",0,2,"CD"
210,3,0,"AT","0",0,2,"CD"
211,3,0,"AT","0",0,2,"LU"
212,3,0,"AT","0",0,2,"CLOTHING OUTLET"
213,3,0,"AT","0",0,2,"SALE"
214,3,0,"AT","0",0,2,"SLO Vets Hall 801 Grand Ave. San Luis Obispo 528 - 2975"
215,3,0,"AT","0",0,2,"50% - 80% Off Retail"
216,3,0,"AT","0",0,2,"TWO DAYS ONLY"
217,3,0,"AT","0",0,2,"FRIDAY, FEBRUARY 21 SATURDAY, FEBRUARY 22"
218,3,0,"AT","0",0,2,"10am to 6 pm"
219,0,0,"B","0",0,0,
220,3,0,"AT","0",0,2,"(H & G Sales Outlet Clothing)"
221,3,0,"AT","0",0,2,"CD"
222,3,0,"AT","0",0,2,"CD"
223,3,0,"AT","0",0,2,"m"
224,3,0,"AT","0",0,2,"CD"
225,3,0,"AT","0",0,2,"CD"
226,3,0,"AT","0",0,2,"m"
227,3,0,"AT","0",0,2,"JEWELRY-SILKS* MEN'S AND WOMEN'S CLOTHING"
228,4,0,"SH","0",0,0,"Opinion"
229,4,0,"PI","0",0,0,"Friday, February 21, 1992"
230,4,0,"PI","0",0,0,"Mustang Daily"
231,4,0,"SH","0",0,0,"REPORTER'S NOTEBOOK"
232,4,13,"HL","0",0,0,"The battle over car alarms: taking it to the streets"
233,4,13,"BL","0",0,0,"By John Hubbell"
234,4,13,"TXT","1",0,0,"Let’s have some fun today by talking about car alarms and, specifically, how exactly we should torture those who own them."
235,4,13,"TXT","2",0,0,"Quid pro quo, dear readers. For years on end, car alarm owners have been waking us up morning, noon and night, selfishly stealing the serenity of a good b<K)k, compact disc or simple peace and quiet. Whenever the world seems too much, the car alarm’s whining mating call is the final straw that sends us teetering onto the edge of insanity."
236,4,13,"TXT","3",0,0,"“Wee-uh wee-uh wee-uh,” it says."
237,4,13,"TXT","4",0,0,"we say back."
238,4,13,"TXT","5",0,0,"Finally, after years of complacency and suffering, the Andy Rooney side of me is fed up. It’s time to take action."
239,4,13,"TXT","6",0,0,"First, a brief history, as this invasion of car alarms is not a new phenomenon."
240,4,13,"TXT","7",0,0,"My earliest memories of them go back to a “TJ. Hooker” episode in which Romano (Adrian Zmed) bought a snazzy sports car equipped with all the latest gadgets. He was then able to gain the adoration of several Heather Locklear stunt doubles by standing 20 feet away from the car outside a nightclub and, with one beep-beep of his key ring gizmo, putting a near-kryp-tonite shield around it. Sneezing five blocks away set off something similar to the Diablo Canyon sirens, which kept Romano’s car plenty safe while he was inside catching Dance Fever and, presumably, a host of"
241,4,13,"TXT","7",0,0,"other diseases."
242,4,13,"TXT","8",0,0,"That was 1983, and since, car alarms — as well as Adrian Zmed — have both outlived their usefulness. Instead of alerting us to a possible theft in progress, car alarms most often do nothing more than hurt our ears. What do we say when we hear rorne-one’s alarm going off.^ “Uh-oh! I’d better rush to the police and report this!” Perhaps."
243,4,13,"TXT","9",0,0,"Nope. “There goes someone’s stupid car alarm again,” THAT’S what we say."
244,4,13,"TXT","10",0,0,"So how do we rid the planet of these things? Fear not. While it is improbable lawmakers will soon ban these devices, there are a few handy things you, the reader, can do to indirectly shut these things up."
245,4,13,"TXT","11",0,0,"In a word: PAM."
246,4,13,"TXT","12",0,0,"“Pam,” suggested an acquaintance on Tuesday, referring to that fun all-purpose kitchen spray. “Put it on their windshield. It’ll come off with some soap and water.”"
247,4,13,"TXT","13",0,0,"I’m starting to feel better already, ni even do my part now by providing a paragraph you can stick into the windshield wiper:"
248,4,13,"TXT","14",0,0,"Dear Inconsiderate Car Owner,"
249,4,13,"TXT","15",0,0,"On behalf of everyone within a three-mile radius, I have temporarily defaced your windshield with a nonstick kitchen spray commonly used for eggs and muffins. It can be removed with soap, water and a bit of elbow grease. This will happen again and again until your"
250,4,13,"TXT","15",0,0,"car alarm has ceased to disrupt the natural beauty of the Central Coast."
251,4,13,"TXT","16",0,0,"Undoubtedly, a few of you will give this a quick read and take to putting SPAM on windshields of yelping cars. This is also acceptable. Both are certainly a shade less harmful than the ’ol tator-in-the-tailplpe trick. It may sound cruel now, but let’s see how you feel the next time someone’s alarm trips off at 3 a.m."
252,4,13,"TXT","17",0,0,"There are more diplomatic means to pursue, I guess. How about a separate lot for alarm-equipped cars on campus located further into the hills behind the sheep unit? Or maybe little plastic window triangles that say"
253,4,13,"TXT","17",0,0,"“Car alarm on board” so we’ll know which cars to spray. Car alarms and plastic window triangles may be a dangerous combination, though. What if they were to breed?"
254,4,13,"TXT","18",0,0,"In reality, I suggest some ground rules be put into play:"
255,4,13,"TXT","19",0,0,"—	Car alarm owners should use their systems sparingly, making sure to turn them off on windy or rainy nights. Unlike in Los Angeles, the rights of human beings still supersede those of cars here."
256,4,13,"TXT","20",0,0,"—	If you have an ugly car, don’t buy a car alarm. If you have an American car, see above."
257,4,13,"TXT","21",0,0,"—	If you’ve had your car longer than five years, get rid of"
258,4,13,"TXT","22",0,0,"your alarm. Rare are the stories which begin: “Police today caught a ring of thieves who preyed exclusively on 1984 Ford Fairmonts and Pintos.” Think of your well-traveled car as an aged pet. When it’s time to let go, it’s time to let go."
259,4,13,"TXT","23",0,0,"So there you have it. It’s time to enter the battle against these little buggers, which will go on to elect their own president and declare war on US if not soon stopped. The fight is ours to be won, and sleep is ours to be had."
260,4,13,"TXT","24",0,0,"John Hubbell is a journalism sophomore trapped in the body of a history junior. This is his first quarter reporting for the Daily."
261,0,0,"B","0",0,0,
262,0,0,"NA","0",0,0,"y\ '.vi"
263,0,0,"B","0",0,0,
264,0,0,"NA","0",0,0,"o"
265,0,0,"B","0",0,0,
266,0,0,"NA","0",0,0,"I.	. ' ‘"
267,0,0,"B","0",0,0,
268,0,0,"B","0",0,0,
269,0,0,"NA","0",0,0,"IV''"
270,0,0,"B","0",0,0,
271,0,0,"B","0",0,0,
272,0,0,"B","0",0,0,
273,0,0,"NA","0",0,0,"#"
274,0,0,"B","0",0,0,
275,0,0,"NA","0",0,0,"N"
276,0,0,"B","0",0,0,
277,0,0,"NA","0",0,0,"\"
278,0,0,"B","0",0,0,
279,0,0,"B","0",0,0,
280,0,0,"NA","0",0,0,"v\'"
281,0,0,"NA","0",0,0,"\ v"""
282,0,0,"NA","0",0,0,"?5."
