"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
80,2,0,"MH","0",0,0,"Circulation Managar: Royce Rippere"
81,2,0,"MH","0",0,0,"Circulation: Cindy Fowler"
82,2,0,"MH","0",0,0,"Computar Operations: Dan Malone"
83,2,0,"MH","0",0,0,"University Graphic Systems: Bill Kennedy, General Manager, Derek Richmond, Production Manager, Mike Beaulieu, Paste-up Manager; Chuck Oey, Electronic Imaging Manager Robert O'Hara, Camera^Stripping Manager, Jeff Pappas, Sheetfed Manager; Steve Avery, Web Publications Manager, Laura Lawton, Sales Manager, Marby Zacuto, Estimator; Red Heesch, Adviser."
84,2,0,"MH","0",0,0,"The Mustang Daily is published Monday through Friday during Fall, Winter and Spnng quarters by the Journalism Depeu^tment. Unsigned editorials represent the majority view of the Editorial Board. Advertising is solely for informational purposes and does not represent an endorsement by the publisher or university. The Mustang Daily offices are located in Room 226 of the Graphic Arts Building, Cal Poly University, San Luis Obispo, CA 93407. Telephone; (805) 756-1143."
85,2,0,"MH","0",0,0,"The newspaper for Cal Poly. Since 1916."
86,2,4,"TXT","1",0,0,"Before addressing Jeff Coffman’s attempt at an argument (Jan, 22 commentary, “M.L. King undeserving of honor”), it may be pertinent for us to remember the words of a French philosopher who said: “No man is strong unless he bears within his character antitheses strongly marked,” This means even the greatest men have weaknesses they wrestle with."
87,2,4,"TXT","2",0,0,"Martin Luther King Jr. was foremost a man. He was not perfect, but his accomplishments overshadow whatever faults his detractors will allege."
88,2,4,"TXT","3",0,0,"King graduated from Morehouse College with honors at 19, earned a second bachelor’s degree from Crozier and was at the top of his class by age 22, flew through the master’s and Ph.D. programs at the prestigious Boston University to earn his doctorate at 26."
89,2,4,"TXT","4",0,0,"He also founded the Southern Christian Leadership Conference and was its first president, led the nation’s largest activist gathering ever, wrote five books, published more than 60 articles, had more than 3,000 speaking engagements and was the youngest winner ever of the Nobel Peace Prize."
90,2,4,"TXT","5",0,0,"King’s accomplishments were cut short by his assassination at 39, but in those years, he single-handedly revolutionized American social and political life."
91,2,4,"TXT","6",0,0,"Coffman constructed a three-stage scaffolding upon which I can hang his argument. Two criticisms don’t address aspects of King’s public life and moral philosophy, which ideally should be the only debatable subjects. They instead resort to speculations about King’s personal life and to guilt by association by giving his aides the hackneyed communist label. A third argument contains quotes so badly misconstrued they reveal Coffman’s malicious intent."
92,2,4,"TXT","7",0,0,"As to King’s alleged extramarital affairs, Coffman erred in stating he should be classified"
93,2,4,"TXT","7",0,0,"with Jimmy Swaggart and Jim Bakker because, unlike these ministers. King isn’t alive to deny or affirm the charges, he had a public life apart from his Christian ministry and should be judged on the basis of that, and finally. King’s widow and children firmly believe in his moral goodness on this count."
94,2,4,"TXT","8",0,0,"Coffman targets some of King’s aides as associates of communism. It is not illegal nor necessarily un-American to associate with individuals who have communist ties; nevertheless, King was always anticommunist. He said, “Communism forgets that life is individual.” And King and the SCLC were both cleared in the FBI’s report to President Johnson."
95,2,4,"TXT","9",0,0,"As to Coffman’s erroneous perception of King’s moral philosophy, his blatant misuse of quotes from “I Have a Dream” is despicable. The “whirlwinds of revolt” statement and all others King made of that nature show when he mentioned violence, he was only stating the fact of its already present existence — for example, in Watts or Detroit. King never condoned rioting or violence of any form. His notion of power was bound up inextricably in a doctrine of love and intrinsic unity of the human race."
96,2,4,"TXT","10",0,0,"King deserves to be recognized each year because he was our first national leader to envision an America in which all of us thrive harmoniously. George Washington, Thomas Jefferson, Abraham Lincoln and other American presidents were great men who rendered priceless contributions to our way of life, but their visions were exclusive of some, not inclusive of all."
97,2,4,"TXT","11",0,0,"Because King recognized all of America so completely and unconditionally, it seems right the people of the United States recognize him and the truth of his message in the same spirit."
98,2,4,"BL","0",0,0,"Andrew Davis is a political science junior."
99,2,0,"SH","0",0,0,"Opinion"
100,2,0,"SH","0",0,0,"Commentary"
101,0,0,"NA","0",0,0,"•A"
102,0,0,"B","0",0,0,
103,0,0,"B","0",0,0,
104,0,0,"B","0",0,0,"	"
105,2,1,"HL","0",0,0,"Rebuttal	By Andrew Davis"
106,2,5,"HL","0",0,0,"Month salutes black heritage"
107,2,5,"BL","0",0,0,"By David DeLuz"
108,2,4,"HL","0",0,0,"King deserves recognition for work"
109,2,5,"TXT","1",0,0,"Black History Month is almost upon us once again. This is a time for all black Americans, and indeed all Americans, to salute the accomplishments of Afro-Americans	past	and	present. But"
110,2,5,"TXT","1",0,0,"why is this necessary? Why must this seemingly useless information	be	“crammed	down our"
111,2,5,"TXT","1",0,0,"throats” every February?"
112,2,5,"TXT","2",0,0,"For those of you who may not understand, imagine your particular culture not having a heritage. What would it be like to be Italian, English, French, or anything	for	that	matter, without a"
113,2,5,"TXT","2",0,0,"sense of who you are and w here you came from?"
114,2,5,"TXT","3",0,0,"I can	assure	you it is a feeling	of	total"
115,2,5,"TXT","3",0,0,"uselessness	and	embarassment. Where	do	you"
116,2,5,"TXT","3",0,0,"come from? Why should you be proud of who you are? These questions	I’m	sure	most	people inter-"
117,2,5,"TXT","3",0,0,"nally ask themselves, and most can answer for themselves with almost no hesitation."
118,2,5,"TXT","4",0,0,"Except the Afro-American. When Africans were sold into	slavery	and brought to North	America,"
119,2,5,"TXT","4",0,0,"they were	cut off	from the knowledge of	their	own"
120,2,5,"TXT","4",0,0,"kind, cut off from the knowledge of their own language, religion and past culture until the African-American was the only race on earth that had absolutely no knowledge of its true identity."
121,2,5,"TXT","5",0,0,"The African-American “Negro” was invented in this country by the frequent trips massa made to the slave quarters to cool down his burning libido. This weakening of the bond between the Negro of America and the African caused prejudice and hatred among this group that was enslaved as a whole."
122,2,5,"TXT","6",0,0,"After several generations, when almost all that was African about the black man was either killed off or forgotten, massa began to teach his uncouth animals they did indeed come from Africa — where they were plucked from the jungle, swinging from vines like monkeys and killing tigers with their bare hands — and were saved from the uneducated, uncultured primitive societies of Africa."
123,2,5,"TXT","7",0,0,"And when they wanted to worship God, they could not even think of worshipping a god in their likeness. God is black? Nonsense. Could never be."
124,2,5,"TXT","8",0,0,"The black man eventually would do anything to be like the white man — bleach his skin, straighten his hair, lighten his eyes — because the white man was seen as superior to the black man. The sad part about all this is not only did whites feel this way, but many blacks felt the same way, too. Being lighter complexioned meant a black could “pass” for being white. Being black was a curse."
125,2,5,"TXT","9",0,0,"When a young boy by the name of Malcolm Little, who later would become known to the world as"
126,2,5,"TXT","9",0,0,"Malcolm X, was in the eighth grade, a section on black history was introduced in his history class. He was discouraged to find the entire history of black Americans was exactly one paragraph long. The entire history of a people who had been in this country for more than 300 years was one paragraph."
127,2,5,"TXT","10",0,0,"This experience has been shared by many blacks across the nation when they were young, including myself. Imagine the feeling that as a people your culture had accomplished nothing. Many Americans know nothing of the accomplishments of Louis Lattimer, Dr. Charles R. Drew, George Washington Carver and Benjamin Banneker. 1 know I never read, in a state-issued text, much more than a few pages of scribble about the accomplishments of these and other black Americans."
128,2,5,"TXT","11",0,0,"Growing up without a sense of pride in who you are is difficult. Being denied access to the heritage of the black man, many blacks grow up thinking they are little more than what they saw on television just 10 years ago — television where blacks were portrayed as pimps, street whores and hustlers, killers and criminals. People — especially young, impressionable black and white youths — believe what is seen on television."
129,2,5,"TXT","12",0,0,"Ignorance of peoples’ cultures is one problem of all Americans, We as a country are so ethnocentric we have created a Berlin Wall of sorts by not allowing others’ ideas to penetrate our little world. This “Berlin W'all” is even more opposing than the actual one in Germany was, for this wall is of the mind. Physical barriers are easy to overcome; mental barriers take much more of an earnest effort to rise above."
130,2,5,"TXT","13",0,0,"So the purpose of Black History Month is not to force blackness onto everyone who might cross the path of a parade or speech, but to enhance the knowledge of a culture that was and still is denied to its people. In order for people to respect us, and indeed to respect ourselves, we must know who we are and where we come from. One month out of a year isn’t going to erase 371 years of denial, but it must start somewhere. And to my brothers and sisters. Black History Month for us must go on year-round, so we may continue to educate our unknowing brothers and sisters, and bring to them the light of knowledge, and a ray of hope for the future."
131,2,5,"BL","0",0,0,"David DeLuz is a journalism junior and vice president of Phi Beta Sigma fraternity."
132,2,0,"SH","0",0,0,"Letter to the Editor"
133,2,6,"HL","0",0,0,"Perfection not key to becoming great"
134,2,6,"TXT","1",0,0,"F^ilor — It seems to me, after reading last week’s Mustang Daily, if someone is going to be great, famous and remembered, he or she must be perfect in every way, shape and form."
135,2,6,"TXT","2",0,0,"While I might not like Martin Luther King Jr. for his values or infidelities, I do like what he represented as a symbol. King is not alone in his infidelities and hidden beliefs. Thomas Jefferson"
136,2,6,"TXT","2",0,0,"was unfaithful to his wife; when he died, he left his estate to one of his slaves, his mistress. Abraham Lincoln wasn’t perfect; while giving his Emancipation Proclamation, he was smuggling slaves to a secret island."
137,2,6,"TXT","3",0,0,"I could go on, but it is not my point to batter American immortals. King was not as perfect as we might think, but he was not alone either. These men all did great things for America and stupid, hypocritical, immoral acts in their private lives."
138,2,6,"TXT","4",0,0,"Where I do not think I could"
139,2,6,"TXT","4",0,0,"like these men as individuals, 1 do like what they have done for America. Jefferson gave us freedom in the Declaration of Independence. Lincoln stopped slavery through the Emancipation Proclamation. King made giant steps in the civil rights movement and the equality of man. I feel we should remember these men for what they did for us. They did give us something, didn’t they?"
140,2,6,"BL","0",0,0,"Kyle Dewar"
141,2,6,"BL","0",0,0,"Metallurgical/Materials Engr."
142,3,0,"PI","0",0,0,"Mustang Daily Monday, Jan. 29, 1990	3"
143,0,0,"NA","0",0,0,"' i"
144,0,0,"NA","0",0,0,"'"
145,3,7,"HL","0",0,0,"No beef about it..."
146,3,7,"HL","0",0,0,"Prof finds cattle meaty subject"
147,3,7,"BL","0",0,0,"By Leo Shiffrar"
148,3,7,"BL","0",0,0,"Staff Writer"
149,3,7,"TXT","1",0,0,"As a youngster, Jack Algeo lived on a cattle ranch in eastern San Diego. Today, Jack Algeo is the head of the animal science and industry department at Cal Poly."
150,3,7,"TXT","2",0,0,"""It’s interesting to come back to the university after having years of experience in the industry under your belt,” Algeo said. ‘Tve spent most of my working life in the industry (animal science) doing work in 11 western states,” he said."
151,3,7,"TXT","3",0,0,"Algeo’s first job was teaching animal science and nutrition at Cal Poly in 1949."
152,3,7,"TXT","4",0,0,"Algeo graduated from Washington State with a master’s degree in Animal Science Nutrition and a bachelor’s degree in Animal Science."
153,3,7,"TXT","5",0,0,"Before returning to Cal Poly about four years ago, Algeo worked in the animal science industry in many capacities. He worked as a resident nutritionist for a Santa Maria company, where he was responsible for livestock nutrition and research. He said people in this company were innovators in the mechanized feeding of livestock. From there he opened his own consulting firm working as an animal scientist in nutrition."
154,3,7,"TXT","6",0,0,"Algeo then decided to sell his firm and return to Cal Poly after taking “a 30-year sabbatical.” Algeo said the animal science and industry department at Cal Poly is unequaled by any in the country."
155,3,7,"TXT","7",0,0,"“Cal Poly and our system is absolutely the best for"
156,3,7,"PI","0",0,0,"John Algeo"
157,3,7,"TXT","7",0,0,"undegraduate training,” he said. “The Cal Poly Foundation makes the system go.”"
158,3,7,"TXT","8",0,0,"Algeo is also working on the Beef Safety Assurance Task Force. This task force, which has representatives throughout the United States, is a means to assuring that store owners and consumers have safe and wholesome beef products."
159,3,7,"TXT","9",0,0,"Algeo said the animal science industry has been a mature and stable industry."
160,3,7,"TXT","10",0,0,"“You will see better products on the market that are consumer oriented — a product that’s as safe as humans can make it,” he said."
161,3,7,"TXT","11",0,0,"Algeo said one of the most important things in the industry in years is to breed a leaner animal."
162,3,7,"TXT","12",0,0,"“We produce a leaner, more healthier product than we have ever before,” Algeo said. “Today, there’s 2 to 7 percent fat content within a loin steak. In years past"
163,3,7,"TXT","12",0,0,"there’s been 20 to 25 percent fat content. There’s a push to produce a nutritionally dense product that’s high in vitamins, iron and protein.”"
164,3,7,"TXT","13",0,0,"Throughout his travels across the United States, Algeo has noticed that the one big question the consumer asks him is,“How come you use hormones and antibiotics in cattle?” Algeo said people are misinformed when told that the hormone estrogen could cause cancer."
165,3,7,"TXT","14",0,0,"Estrogen production in the human male is 130,000 parts per billion (ppb) daily, said Algeo. In the nonpregnant female it’s from 200,000 to 1 million ppb’s daily. A steak from a non-implanted animal is about 2.4 ppb, and 3.2 for an implanted animal."
166,3,7,"TXT","15",0,0,"“How can it be any big thing when a steer has only 3.2 ppb?” he said. “There’s a lot of false information on this. It is safe.”"
167,3,7,"TXT","16",0,0,"He said that less than 5 percent of beef producers are feeding antibiotics to their cattle."
168,3,7,"TXT","17",0,0,"“There’s more effective ways than feeding antibiotics to cattle,” Algeo said."
169,3,7,"TXT","18",0,0,"Antibiotics are used mainly when animals are sick, he said, adding that antibiotics are used to keep the animal alive. In addition, it costs too much to always feed the animals antibiotics. Algeo said the industry tries hard to meet stringent FDA and USDA standards."
170,3,7,"TXT","19",0,0,"Algeo said he’s enjoyed working at Cal Poly and in the industry."
171,3,7,"TXT","20",0,0,"“I tell my students to do something they like to do,” he said. “When you do something you like to do, you invariably do it well.”"
172,3,8,"HL","0",0,0,"Management conference to feature alumni"
173,3,8,"BL","0",0,0,"By Glenn Horn"
174,3,8,"BL","0",0,0,"Staff Writar"
175,3,8,"TXT","1",0,0,"A human resource management conference scheduled for Friday is the senior project of three Cal Poly business majors."
176,3,8,"TXT","2",0,0,"Christopher Bradbury, John Butler and Tracy Westnedge, who felt the business department needed a more specialized seminar, planned “The New Age of Human Resource Management” conference. The conference is sponsored by the School of Business, and will take place Feb. 2, from 9 a.m. to 4:30 p.m."
177,0,8,"B","0",0,0,
178,3,8,"TXT","2",0,0,"at the Shore Cliff Lodge in Pismo Beach."
179,3,8,"TXT","3",0,0,"Human resource management “is a growing field, and it’s going to be more important in the next decade,” said Westnedge. “We want to make it a little bit more well known.”"
180,3,8,"TXT","4",0,0,"Working in the Alumni Relations Office, the students began the project in September by searching the data base of more than 8,000 business alumni to find panelists experienced in personnel or resource management departmants of large- or"
181,3,8,"TXT","4",0,0,"medium-sized companies. Other experts were found through acquaintances and inquiries."
182,3,8,"TXT","5",0,0,"More than 100 students, businessmen and local representatives are expected to turn out for the event."
183,3,8,"TXT","6",0,0,"“It’s generating quite a bit of interest on and off campus,” said Stephen L. Hughes, from alumni relations for the School of Business. Several banks and local agencies are also planning to send teams to the conference."
184,3,8,"TXT","7",8,0,"If the senior project is sue Sec CONFERENCE, page 8"
185,3,0,"AT","0",0,1,"BURGER MONDAY"
186,3,0,"AT","0",0,1,"4-9pm"
187,3,0,"AT","0",0,1,"Burger w/fries $2.95"
188,3,0,"AT","0",0,1,"Monday Nights!"
189,3,0,"AT","0",0,1,"Country Music"
190,3,0,"AT","0",0,1,"9pm-lam No Cover"
191,0,0,"B","0",0,0,
192,3,0,"AT","0",0,1,"990 Industrial Way SLO"
193,3,0,"AT","0",0,1,"541-0969"
194,3,0,"AT","0",0,2,"KODAK"
195,3,0,"AT","0",0,2,"PH01OGR4PHIC"
196,3,0,"AT","0",0,2,"JOIN US ON THE PATH TO BETTER PICTURES"
197,3,0,"AT","0",0,2,"Presented by Eastman Kodak Company and"
198,3,0,"AT","0",0,2,"Jim’s Campus Camera"
199,3,0,"AT","0",0,2,"Join Kodak Photographic Specialist Donald W. Chamberlin in a multi-media 3 hour Photo Seminar on Thursday, February 1 from 7-10 pm at the City/County Library in San Luis Obispo."
200,3,0,"AT","0",0,2,"Imagine a sea of soaked grass in a mountain meadow set ablaze by the first rays of morning. Imagine, too, discovering that you can capture some of that magnificence in your own way with your own camera. Helping others perform some of that magic is what Don Chamberlin does."
201,3,0,"AT","0",0,2,"Mr. Chamberlin, a 22 year employee of Eastman Kodak, coordinates his companies activities with the National Park Service. His travels have taken him to every state in the U.S. and internationally, presenting Kodak Seminars and spectacular Multimedia Travel Shows."
202,3,0,"AT","0",0,2,"Join the thousands of people each year that enjoy his conversational approach to photography. Enjoy the many illustrations for Kodak’s programs for parks and instruction that come from Don’s sharp eye."
203,3,0,"AT","0",0,2,"TICKETS $10 IN ADVANCE $12 AT THE DOOR"
204,3,0,"AT","0",0,2,"Koom size will limit number of tickets."
205,3,0,"AT","0",0,2,"Advance purchase recommended"
206,3,0,"AT","0",0,2,"Jim’s Campus Camera 766 Higuera San Luis Obispo 543-2047"
207,4,0,"AT","0",0,1,"ASI SPECIAL EVENTS WANTS YOU!"
208,4,0,"AT","0",0,1,"Join The Club That Brings You:"
209,4,0,"AT","0",0,1,"*Comedy Shows *Bands In The Plaza ♦HYPNOTISTS ♦Circus Var^us ♦Films like..."
210,4,0,"AT","0",0,1,"-Dead Poets Society -Indiana Jones Trilogy ♦And Much. Much, More!"
211,4,0,"AT","0",0,1,"We Want Your Input;"
212,4,0,"AT","0",0,1,"Wednesdays - 6:00 p.m., U.U. 216"
213,4,0,"PI","0",0,0,"Monday, Jan. 29, 1990 Mustang Daily"
214,4,0,"AT","0",0,2,"ONE PICTURE IS WORTH A THOUSAND WORDS!"
215,4,0,"AT","0",0,2,"AVOODSTOCK’S"
216,4,0,"AT","0",0,2,"(NEED WE SAY MORE?)"
217,4,0,"AT","0",0,2,"1015 Court St."
218,4,0,"AT","0",0,2,"541-4420"
219,4,0,"AT","0",0,2,"PRETTY FAST. FREE DELIVERY"
220,4,9,"HL","0",0,0,"Committee seeks to change image, emphasis of Poly Royal weekend"
221,4,9,"HL","0",0,0,"9-step plan may downplay parties, alcoholic activities"
222,4,9,"BL","0",0,0,"By Larre Sterling"
223,4,9,"BL","0",0,0,"Staff Writar"
224,4,9,"TXT","1",0,0,"This year’s Poly Royal Committee has decided to change the image and focus of the 58-year-old Poly Royal weekend."
225,4,9,"TXT","2",0,0,"There is a growing concern that past Poly Royal weekends have focused more on “party royal” than on exhibiting Cal Poly’s educational achievements."
226,4,9,"TXT","3",0,0,"“Among the alumni, there’s an appreciation for the tradition and the eTthibits, but among many students and prospective students, it’s a party,” said Scott Hublou, superintendent of Poly Royal. “Many other university students come because San Luis Obispo turns into one big party.”"
227,4,9,"TXT","4",0,0,"In 1988, Cal State Chico’s 75-year-old Pioneer Days were canceled by the university’s president due to excessive parties and troublemaking. There is"
228,4,9,"TXT","4",0,0,"a concern by the Poly Royal Committee that this may someday be Poly Royal’s fate."
229,4,9,"TXT","5",0,0,"“I’ve had two, if not three, meetings with President Baker, and it’s an issue he is concerned about,” said Hablou."
230,4,9,"TXT","6",0,0,"The Poly Royal Committee is implementing a nine-step plan in an effort to change the focus of Poly Royal."
231,4,9,"TXT","7",0,0,"•There will be no alcohol paraphernalia, such as beer mugs, shot glasses and T-shirts, sold on or off campus during Poly Royal."
232,4,9,"TXT","8",0,0,"•There was a meeting with beer distributors to stop* the printing of “party royal” advertisements, and to increase a “Drink Responsibly” campaign,"
233,4,9,"TXT","9",0,0,"•ASI is producing a calendar of events to be passed out to guests. The phone number for Tipsy Taxi and an explanation of the Drink Responsibly campaign will be printed on the calendar."
234,4,9,"TXT","10",0,0,"•There will be an increase in night-time activities sponsored by on-campus organizations."
235,4,9,"TXT","11",0,0,"•The Committee proposed to the City of San Luis Obispo that"
236,4,0,"AT","0",0,3,"BREAK OUT OF THE HAMBURGER RUT..."
237,4,0,"AT","0",0,3,"COME TO STREET SUB'"
238,0,0,"B","0",0,0,
239,0,0,"B","0",0,0,
240,0,0,"NA","0",0,0,"""TTt"
241,0,0,"B","0",0,0,
242,0,0,"B","0",0,0,
243,4,0,"AT","0",0,4,"AVœDSTOCKS"
