"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
16,1,1,"TXT","7",0,0,"“I come home really late, and noticed his light on late every night,” he said. “It was weird to just see the same light on.”"
17,1,1,"TXT","8",0,0,"Tblley said Coles’ body was discovered when a roommate was “checking on Saturday afternoon, not elaborate further."
18,1,1,"TXT","9",0,0,"Police said Coles may have been “somewhat despondent over a girl” in the days preceding his death."
19,1,1,"TXT","10",0,0,"'Tlie Valencia resident characterized Coles as a “loner.”"
20,1,1,"TXT","11",0,0,"“He spent a lot of time sitting"
21,1,1,"TXT","11",0,0,"out in front of the apartment on the steps,” he said. “A week ago, he was just sitting out there for hours.”"
22,0,0,"NA","0",0,0,"him” late He would"
23,1,1,"TXT","12",0,0,"While police were called to Valencia on Saturday at 5:25 p.m., they made no details public until Wednesday morning, and then would not release Coles’ name."
24,1,1,"TXT","13",0,0,"TVaditionally, names of the deceased are routinely released in homicide and suicide cases after relatives are notified. Their names also become public record once a coroner’s report is filed."
25,1,1,"TXT","14",9,0,"“We don’t usually do press releases at all on suicides,” Tblley said. “The only reason we did"
26,1,1,"ME","0",0,0,"Sec SUICIDE, page 9"
27,1,1,"BQT","0",0,0,"Police said Coles may have been ^^somewhat despondent over a girl in the days preceding his death."
28,0,0,"NA","0",0,0,"»»"
29,1,0,"PH","0",0,0,"A thunderous break"
30,0,0,"B","0",0,0,
31,0,0,"B","0",0,0,
32,0,0,"B","0",0,0,
33,0,0,"B","0",0,0,
34,0,0,"B","0",0,0,
35,1,0,"PH","0",0,0,"CESAR SANCHEZ/Mustang Dally"
36,1,0,"PH","0",6,0,"San Luis resident Shane Cummings works a table. For the complete story on SLO billiards, see page 6."
37,1,2,"HL","0",0,0,"Academic Senate expects fee hike"
38,1,2,"BL","0",0,0,"By Amy Hooper"
39,1,2,"BL","0",0,0,"Staff Writer"
40,1,2,"TXT","1",0,0,"Academic Senate members predicted a fee increase for CSU students at 'Ibesday’s meeting."
41,1,2,"TXT","2",0,0,"The state budget situation made a guest appearance during the Senate’s regular meeting. Although it was not on the agenda, the CSU budget led the discussion of items."
42,1,2,"TXT","3",0,0,"Academic Senate members reported information from a recent meeting between CSU Chancellor Barry Munitz, campus presidents and other senators from throughout the state."
43,1,2,"TXT","4",0,0,"Senator 'Timothy Kersten, an economics professor, said he predicts a 10 percent reduction"
44,1,2,"TXT","4",0,0,"to the CSU system as a result of what he called Gov. Pete Wilson’s “unrealistic” budget."
45,1,2,"TXT","5",0,0,"“Because the governor’s proposal on welfare and budget reform failed last November,” Kersten said, “the assumptions upon which the budget were built were suddenly out of whack with reality.”"
46,1,2,"TXT","6",0,0,"Kersten said that because welfare cutbacks are not likely, the leg^islature decided to reduce the education budget and tax provisions."
47,1,2,"TXT","7",0,0,"“'Thejr’re also going to request a billion and a half dollars from the Clinton administration,” he said."
48,1,2,"TXT","8",0,0,"Kersten said if all those elements come together, the CSU"
49,1,2,"ME","0",9,0,"See INCREASE, page 9"
50,1,3,"HL","0",0,0,"Donns make discussing assault issue top priority"
51,1,3,"HL","0",0,0,"Inter-Hall leaders’ responses a reaction to December attack"
52,1,3,"BL","0",0,0,"By Dawn Sievers"
53,1,3,"BL","0",0,0,"Staff Writer"
54,1,3,"TXT","1",0,0,"In reaction to December’s attack in Cal Poly’s Sierra Madre residence hall, hall leadership teams are beginning a campaign to inform students about sexual assault."
55,1,3,"TXT","2",0,0,"TTie Inter-Hall Council, a group of 15 residence hall student leaders, feels that dealing with the issue of sexual assault should be their number-one priority, said Cindy Webb, a member of the council."
56,1,3,"TXT","3",0,0,"“'The efforts are a reaction to what happened over the break in Sierra Madre,” Webb said."
57,1,3,"TXT","4",0,0,"Webb was referring to a Dec. 12 incident in which a student awoke in her room to find a man lying on top of her, trying to kiss her. The man fled after she bit his tongue, according to police reports."
58,1,3,"TXT","5",0,0,"Webb said there is a lack of communication between Public Safety and students on the issue of sexual assault."
59,1,3,"TXT","6",0,0,"“I don’t think they’re doing all they can,” she said. “They need to be more vocal on this issue.”"
60,1,3,"TXT","7",0,0,"Interim Chief of Police Steve Schroeder, however, said feels that Public Safety is doing enough to inform students."
61,1,3,"TXT","8",0,0,"He said campus crime statistics were distributed during WOW week and are always available at the parking office."
62,1,3,"TXT","9",0,0,"He said Public Safety frequently offers classes and seminars to inform students about sexual assault."
63,1,3,"TXT","10",0,0,"He said the problem with communication is a lack of student interest."
64,1,3,"TXT","11",0,0,"“We can’t force the information on people,” he said. “'There has to be a desire to want to be informed.”"
65,1,3,"TXT","12",0,0,"Schroeder said students need to be more responsible about locking their doors."
66,1,3,"TXT","13",0,0,"Webb said the Inter-Hall Council has ordered posters with messages such as “It could happen to you” and There’s people to talk to.” 'These will be displayed in the residence halls in February, she said, adding that the IHC is planning to show videos and host seminars in the halls to “heighten awareness” of the sexual assault issue."
67,1,3,"TXT","14",0,0,"Webb said the IHC and residence hall councils are working to implement programs in every hall. 'Those involved in hall council will encourage students to keep their doors locked, she said."
68,1,3,"TXT","15",0,0,"“It will be mostly a vocal campaign,” she said."
69,1,3,"TXT","16",0,0,"Webb said the message that students should be more careful is especially important when people start to feel safe."
70,1,3,"TXT","17",0,0,"“In a community like the dorms, there is a sense of feeling like there will always be someone there if anything happens,”"
71,1,3,"TXT","17",0,0,"Webb said."
72,1,3,"TXT","18",0,0,"Webb, a journalism freshman from San Diego, felt at first that she would be safer here them at home."
73,1,3,"TXT","19",0,0,"“I thought living in a small town would be different from"
74,1,3,"TXT","19",0,0,"living in a city, but it’s not,” she said. “After the attack, Tm definitely more aware and cautious.”"
75,1,3,"TXT","20",0,0,"TTie IHC would also like to increase students’ awareness of"
76,1,3,"ME","0",10,0,"See ASSAULT, page 10"
77,1,4,"HL","0",0,0,"Healing scars of sexual abuse: A Poly student tells her story"
78,1,4,"BL","0",0,0,"By Monique McCarty"
79,1,4,"BL","0",0,0,"Staff Writer"
80,1,4,"BL","0",0,0,"Editor’s note: The name of the woman in this story has been changed at her request."
81,1,4,"TXT","1",0,0,"'Twenty-two-year-old Danielle Smith, a Cal My senior, lived the first part of her life in the shadow of a secret. Now she is trying to bring her life into the light."
82,1,4,"TXT","2",0,0,"Danielle was 4 years old when her 19-year-old male baby sitter began sexually abusing her."
83,1,4,"TXT","3",0,0,"She has only fleeting recollections of the attacks."
84,1,4,"TXT","4",0,0,"“For me, it’s snapshot memories, like I am flipping through pictures where nothing moves or is whole,” she said. “I cannot say what I was wearing, what time of day it was or where I was."
85,1,4,"TXT","5",0,0,"“It’s like watching a movie because I do not see it as feelings. I see it as outside events.”"
86,1,4,"TXT","6",0,0,"For years she struggled to remember if those events really occurred and wondered how her life could have been affected."
87,1,4,"TXT","7",0,0,"Being molested was her big secret; it was something she felt she had to hide."
88,1,4,"ME","0",10,0,"See DANIELLE, page 10"
89,0,0,"B","0",0,0,
90,0,0,"NA","0",0,0,"Nation"
91,0,0,"NA","0",0,0,"i^auvii"
92,1,0,"OT","0",0,0,"President Clinton has chosen a prominent lesbian attorney for a highdevel post / page twO"
93,1,0,"OT","0",0,0,"City"
94,1,0,"OT","0",0,0,"The City Council on Tuesday began informing itself about SLO’s next budget / page three"
95,1,0,"OT","0",0,0,"Sports"
96,1,0,"OT","0",0,0,"This Daily’s Athletes of the Week: Seth Woodhill and Carrie Schmidt / back page"
97,1,0,"OT","0",0,0,"* FAITH NO MORE AT POLY: NO URINE, BUT STILL IMPRESSIVE / SEE OUR A&E SECTION ★"
98,2,0,"PI","0",0,0,"2 Thursday, January 28. 1993"
99,2,0,"PI","0",0,0,"MUSTANG Daily"
100,2,0,"SH","0",0,0,"World ★Nation-State"
101,0,0,"NA","0",0,0,"--"
102,2,5,"HL","0",0,0,"Clinton picks SF supervisor for housing job"
103,2,5,"SH","0",0,0,"San Francisco. Calif."
104,2,5,"TXT","1",0,0,"Supervisor Roberta Achtenberg, a prominent lesbian civil rights attorney, has been tapped for a national housing post in the Clinton administration, San Francisco newspapers reported Wednesday."
105,2,5,"TXT","2",0,0,"Achtenberg has been selected as assistant secretary for fair housing and equal opportunity in the Department of. Housing and Urban Development, the San Francisco Chronicle and the San Francisco Examiner reported."
106,2,5,"TXT","3",0,0,"If confirmed by the Senate, Achtenberg would be the highest-ranking openly gay member of the Clinton administration."
107,2,5,"TXT","4",0,,"Official word of her selection could"
108,2,5,"BQT","0",0,0,"“She has experience and initiative that will be a great asset in important national work.”"
109,2,5,"BQA","0",0,0,"Unidentified HUD official"
110,2,5,"T","4",0,0,"week, sources told the Achtenberg’s office"
111,2,5,"TXT","4",0,0,"come later this newspapers."
112,2,5,"TXT","5",0,,"Meanwhile, declined comment."
113,2,5,"TXT","6",0,0,"“We are not saying anything,"" legislative aide Alex Clemens said Wednesday."
114,2,5,"TXT","7",0,0,"An unidentified HUD official told the Chronicle that Achtenberg was a “great choice” for the job."
115,2,5,"TXT","8",0,0,"“She has experience and initiative that will be a great asset in important national work,” the official said."
116,2,5,"TXT","9",0,0,"Her appointment to the $115,700-a-year HUD post requires Senate confirmation."
117,2,5,"TXT","10",0,0,"If she is confirmed, Achtenberg would oversee HUD’s fair housing and equal opportunity programs, be responsible for"
118,2,5,"TXT","10",0,0,"developing affirmative-action programs for the department and work to help increase job opportunities for HUD project residents."
119,2,5,"TXT","11",0,0,"FBI background checks began last week, the newspapers said, citing unidiin-tified Senate sources."
120,2,5,"TXT","12",0,0,"Achtenberg, 42, was an early backer of Clinton and was on the 1992 Democratic Platform Committee. She was elected to the San Francisco Board of Supervisors in 1990."
121,2,5,"TXT","13",0,0,"She has been one of six board members making up a slim liberal majority on the 11-member board. Should she go to Washington, Mayor Prank Jordan would appoint a replacement."
122,2,0,"SH","0",0,0,"NEWS Briefs"
123,2,6,"HL","0",0,0,"Urban League sends message"
124,2,6,"HL","0",0,0,"Washington. D.C."
125,2,6,"TXT","1",0,0,"The nation’s oldest civil rights group declared Tuesday that President Clinton must back up his promises to black Americans with billions of dollars in economic help for inner cities and strict enforcement of civil rights laws."
126,2,6,"TXT","2",0,0,"Black people must do their part to rebuild their communities and the power base that slipped away as federal social programs were dismantled in the last 12 years, the Urban League concluded in its 18th annual report, “The State of Black America.”"
127,2,6,"TXT","3",0,0,"The picture for black Americans, the report said, is not a rosy one. It cited steep increases in black unemployment, at more than 14 percent in third quarter of 1992, and warned of economic devastation for black Americans as jobs are cut in auto manufacturing, the military, defense and service-oriented industries;"
128,2,6,"TXT","4",0,0,"Expectations for Clinton are high, said Urban League President John E. Jacob."
129,2,6,"TXT","5",0,0,"“Black America in 1992 turned a hopeful, expectant face to the future, even as the terrible conditions of the present led to despair and rebellion,” he said."
130,2,9,"HL","0",0,0,"Tokyo kids have toys aplenty"
131,2,9,"T","1",0,0,"A study of children in Tokyo found many could stock their own toy shop — the kids averaged 411 toys that"
132,2,7,"HL","0",0,0,"College degree' worth extra pay"
133,2,7,"BL","0",0,0,"Washington. D.C."
134,2,4,"TXT","1",0,0,"A college diploma is worth $1,039 a month in extra pay."
135,2,4,"TXT","2",0,0,"On average, people with bachelor’s degrees earn $2,116 a month, a Census Bureau study said. Highschool graduates earn $1,077 a month."
136,2,4,"TXT","3",0,0,"T\iition, books, room and board for four years at a public university averaged $19,880 in 1990, a survey found. The cost of education has risen to more than $23,000."
137,2,4,"TXT","4",0,0,"“As my job search threatens — I’ve gotten four rejections already — it’s kind of depressing, especially considering how much education costs today,” said Don Modica, a Notre Dame senior who pays more than $18,000."
138,2,4,"TXT","5",0,0,"People with degrees in engineering, computer science and other technical fields can get well-paying jobs. Miller said. Everyone else is “out there in the job market competing with the high-school grads.”"
139,2,4,"TXT","6",0,0,"“If they have no work experience, they’re clueless,” Miller said. “We see college grads starting as receptionists.”"
140,2,9,"TXT","1",0,0,"t(^ether cost $1,530."
141,2,9,"TXT","2",0,0,"The study of children up to the sixth grade was limited to 59 volunteer families, so the results were not scientific."
142,2,9,"TXT","3",0,0,"The institute’s chief researcher, Keiko Nagata, attributed the numbers to Japanese women averaging a"
143,2,9,"TXT","3",0,0,"record low 1.53 children each. That means there are fewer children to be doted on by the generous “six pockets” of the typical child’s parents and four grandparents, he said."
144,2,8,"HL","0",0,0,"Republican ambassador picked"
145,2,8,"BL","0",0,0,"Washington. D.C."
146,2,8,"T","1",0,0,"President Clinton today named former United Nations Ambassador Thomas Pickering to be ambassador to Russia. It was Clinton’s first high-profile appointment of an official from the Bush administration."
147,2,8,"T","2",0,0,"Pickering “has distinguished himself and his nation in a number of challenging assignments,” seud White House communications director George Stephanopoulos."
148,2,8,"T","3",0,0,"Pickering, 62, is a career foreign service diplomat who has served in a variety of posts under various presidents, including serving as ambassador to Israel, Jordan, El Salvador and Nigeria."
149,2,8,"T","4",0,0,"“As U.S. ambassador to the United Nations, Mr. Pickering led the diplomatic effort to seek Security Council solidarity in opposition to Iraq’s illegal occupation of Kuwait,” StephanofKjulos said."
150,2,8,"T","5",0,0,"Pickering met with Clinton in Little Rock, Ark., last month and Clinton was “deeply impressed by his knowledge and wisdom,” Stephanopoulos said."
151,2,8,"T","6",0,0,"The professional diplomat was an assistant secretary of state in the Carter administration and head of the Executive Secretariat under Secretary of State Henry A. Kissinger."
152,2,8,"T","7",0,0,"He also played a brief role in the Iran-Contra affair."
153,2,0,"OT","0",0,0,"Compiled from Associated Press Reports"
154,2,0,"AT","0",0,1,"Every Monday,	SPORTS"
155,2,0,"AT","0",0,1,"a sports page	MONDAY"
156,2,0,"AT","0",0,1,"that gives	"
157,2,0,"AT","0",0,1,"you a	"
158,2,0,"AT","0",0,1,"comprehensive	"
159,2,0,"AT","0",0,1,"report on all	"
160,2,0,"AT","0",0,1,"there is to know	"
161,2,0,"AT","0",0,1,"c about	"
162,2,0,"AT","0",0,1,"Cal Poly	"
163,2,0,"AT","0",0,1,"athletics. . t .	MUSTANG DAILY"
164,2,0,"AT","0",0,1,"★ ★ ★ ★ ★ -I..	★ ★ ★ ★ ★"
165,2,0,"AT","0",0,2,"Quality custom framing - Sameday service available"
166,2,0,"AT","0",0,2,"SUPER SALE"
167,2,0,"AT","0",0,2,"50% off"
168,2,0,"AT","0",0,2,"•	Photo Frames"
169,2,0,"AT","0",0,2,"•	Framed Display Art"
170,2,0,"AT","0",0,2,"•	Dry mounts with Framing"
171,2,0,"AT","0",0,2,"January 27-Feb.4"
172,2,0,"AT","0",0,2,"«gitó picture framing"
173,2,0,"AT","0",0,2,"1115 Santa Rosa Rd. S.L.O. 541-3455"
174,2,0,"AT","0",0,2,"Posters-Prints- Mounting-iVlatting-Lamination"
175,2,0,"AT","0",0,3,"WE HAVE SAN LUIS OBISPO COUNTY'S LARGEST SELECTION OF MOUNTAIN a ROAD"
176,2,0,"AT","0",0,3,"CYCLERY"
177,2,0,"AT","0",0,3,"Bontrager Kona Bikes Ritchey FUSO"
178,2,0,"AT","0",0,3,"SCHWINN"
179,2,0,"AT","0",0,3,"EUHa"
180,2,0,"AT","0",0,3,"Keslrel"
181,2,0,"AT","0",0,3,"SPECIALIZED"
182,2,0,"AT","0",0,3,"l'*i SKITkS"
183,2,0,"AT","0",0,3,"diamond back"
184,2,0,"AT","0",0,3,"' kit' iculitOur cOKpetitors couftons! * kit Uv't tkt bt^tjoriet^I"
185,2,0,"AT","0",0,3,"SLO	LOS OSOS"
186,2,0,"AT","0",0,3,"198 SOUTH ST. 2179 lOTH S 543-4416	528-5115"
187,0,0,"NA","0",0,0,"□ ^	r>»] pm nwn"
188,3,0,"PI","0",0,0,"MUSTANG Daily"
189,3,0,"PI","0",0,0,"Thursday, January 28, 1993"
190,3,10,"HL","0",0,0,"SLO attorney says law tougher on students"
191,3,10,"BL","0",0,0,"Chris Brandi"
192,3,10,"BL","0",0,0,"Staff Writaf"
193,3,10,"TXT","1",0,0,"Sheila McCann knows what it’s like to stand up for people she knows are wrong. As a public defender for San Luis Obispo County, she does it everyday."
194,3,10,"TXT","2",0,0,"On a recent Monday morning in the County Courthouse, the"
195,3,10,"PH","0",0,0,"STEVE PIERCE/Mustang Dally"
196,3,10,"PH","0",0,0,"Sheila McCann"
197,3,10,"TXT","2",0,0,"out-of-custody defendants had just finished watering a movie explaining their rights."
198,3,10,"TXT","3",0,0,"Out-of-custody defendants are those whose legal infractions are not serious enough to require them to be put in jaul."
199,3,10,"TXT","4",0,0,"“This is where you are going to find a lot of the students,” the 29-year-old McCann said. “Most of the students that get into trouble we will only see once. They seem to have an easier time taking care of the court requirements.”"
200,3,10,"TXT","5",0,0,"Being a student, though, is something that McCann feels may sometimes work against a person."
201,3,10,"TXT","6",0,0,"“The judge may have higher expectations from a student as opposed to someone who didn’t have a good upbringing.”"
202,3,10,"TXT","7",0,0,"As everyone settled into their seats, the bailiff walked over to assert his authority over the crowd — “Sir, you need to remove your hat,” he directed. “Has everyone seen the movie?”"
203,3,10,"TXT","8",0,0,"McCann, a San Diego Law School graduate, said, “I have no desire to go on to be a district attorney or an}rwhere else for that"
204,3,10,"TXT","8",0,0,"matter,” she said. “I make a good-enough living."
205,3,10,"TXT","9",0,0,"“For me there is no other feeling in the world than when you truly believe someone is innocent and they are found not guilty. But it’s tough, because you are not supposed to have to prove someone’s innocence,” said McCann, who has been a public defender for two years."
206,3,10,"TXT","10",0,0,"“Most people are ve^^ appreciative of what we do for them. There are even those that want to give you money or presents. But that’s not what it’s all about,” she said. “If I can help some people, then it’s all worth it.”"
207,3,10,"TXT","11",0,0,"A story about a Cal Poly student she had once helped immediately popped into her head."
208,3,10,"TXT","12",0,0,"“He sent me a card telling me how appreciative he was about what I diii for him. He said he was now thinking about studying law,” she said."
209,3,10,"TXT","13",0,0,"“Another time I received a letter from a hard-core prison guy. He told me I had a good reputation (in the jails) for being fair. To me, that’s what it’s all about."
210,3,10,"TXT","13",0,0,"I mean, who cares about the Joe Blow private attorney?"
211,3,10,"TXT","14",0,0,"“There are also those who feel that they should give me some sort of pay for my services,” she said. “There was a lady once who sent me a $100 bill in the mail. Luckily, I was able to find her address and give it back to her."
212,3,10,"TXT","15",0,0,"“I just wouldn’t want to do anything that was shady. My bar license is the world to me.”"
213,3,10,"TXT","16",0,0,"McCann spends the first part of her day defending individuals whose crimes were serious enough to land them in jail."
214,3,10,"TXT","17",0,0,"Monday morning, the bailiff led four men dressed in faded orange jumpsuits and sandals into the courtroom for arraignment."
215,3,10,"TXT","18",0,0,"As they were seated it became apparent that these were in-custody inmates, and this being Monday, all were showing the weariness of having spent the weekend in jail."
216,3,10,"TXT","19",0,0,"From across the room McCann listened intently as the charges against the first inmate were explained. The man faced one count of assault on his grandmother. After probing"
217,3,10,"BQT","0",0,0,"“The judge may have higher expectations from a student as opposed to someone who didn’t have a good upbringing.’’"
218,3,10,"BQA","0",0,0,"Sheila McCann SLO Public Defender"
219,3,10,"TXT","19",0,0,"through his files. Judge Donald G. Umhofer also discovered a petty theft charge had been filed against the individual for a Christmas Eve crime."
220,3,10,"TXT","20",0,0,"Showing no sigpis of apprehension, McCann led the man into a conference room."
221,3,10,"TXT","21",0,0,"Upon her return to the courtroom, she explained how sorry her client was and that he was seeking help. As McCann spoke it became evident that, for the next few minutes, she was the best friend that man had."
222,3,10,"TXT","22",10,0,"“It’s hard sometimes,” said See DEFENDER, page 10"
223,3,11,"HL","0",0,0,"City Council starts contemplating 1993-95 budget"
224,3,11,"BL","0",0,0,"By Liz Weber Staff Writer"
225,3,11,"TXT","1",0,0,"The San Luis Obispo City Council began informing and preparing itself for the 1993-95 budget Tuesday night."
226,3,11,"TXT","2",0,0,"The special study session was the kickoff to a series of meetings, occurring approximately every two weeks until the budget is approved. City Clerk Diane Gladwell said the final budget is expected at the June 22 meeting."
227,3,11,"TXT","3",0,0,"City department heads from areas such as the police, fire, personnel and recreation departments told the council what their divisions do and where their money goes."
228,3,11,"TXT","4",0,0,"Although most said the meeting was a tedious process, council members agreed it was"
229,3,11,"TXT","4",0,0,"necessary and informative."
230,3,11,"TXT","5",0,0,"“The idea is that this will be what is the basis for the development of decisions being made further down the line,” said Mayor Peg Pinard. “It’s sometimes mundane to go through it, but it’s absolutely imperative that we understand where the organizations are coming from.”"
231,3,11,"TXT","6",0,0,"Council member Bill Roal-man said finding a workable budget will be difficult, although it may prove profitable in the long run."
232,3,11,"TXT","7",0,0,"“While this is going to be a soul-searching experience, it will be difficult because it forces us to look at (finances) in different ways,” Roalman said. “... We’re going to learn to do more with less ... so I think there can be a silver lining.”"
233,3,11,"TXT","8",0,0,"City Administrator John Dunn presented an eight-point strategy for narrowing the city’s revenue-expenditure gap. Among other things, the plan recommends:"
234,3,11,"TXT","9",0,0,"•	Reducing services and personnel and other cost savings"
235,3,11,"TXT","10",0,0,"•	Increasing revenues"
236,3,11,"TXT","11",0,0,"•	Using specified portion of reserve"
237,3,11,"TXT","12",0,0,"•	Reducing capital improvement program"
238,3,11,"TXT","13",0,0,"Dunn said lean financial times call for everyone to work together and achieve “big bank for the buck.”"
239,3,11,"TXT","14",0,0,"The next meeting will be an all-day, goal-setting session and will be held Feb. 6 in the City-County Library Community Room."
240,3,11,"PH","0",0,0,"STEVE McCRANK/Mustang Dally"
241,3,11,"PH","0",0,0,"Vice Mayor Bill Roalman and Mayor Peg Pinard listen to a speaker during Tuesday night’s meeting in the City Hall chambers."
242,0,0,"B","0",0,0,
243,0,0,"B","0",0,0,
244,0,0,"NA","0",0,0,"% :• •*"
245,0,0,"NA","0",0,0,"•	‘	^ y :	Í / • y Í i:	:•"
246,0,0,"NA","0",0,0,"is/	S.À Í ^	❖•s**’ ;. .XA.A"
247,0,0,"B","0",0,0,
248,3,0,"OT","0",0,0,"MUSTANG DAILY"
249,3,0,"OTT","0",0,0,"Mustang Daily is the only student run daily newspaper in the United States of America produced entirely on campus."
250,3,0,"OT","0",0,0,"To Advertise Call 805-75H143 Fax 805-75M784"
251,0,0,"B","0",0,0,
252,3,0,"AT","0",0,1,"' grocery"
253,3,0,"AT","0",0,1,"t)\£ moven..., the shaken...,^ à\e iímdtiÁch makm"
254,3,0,"AT","0",0,1,"Fine Deli Sandwiches ■ Breasted Chicken Groceries ■ Garden Patio Seating Budwiser on Tap"
255,3,0,"AT","0",0,1,"Free Delivery From 11 am to 2 pm"
256,3,0,"AT","0",0,1,"1638 Osos St., San Luis Obispo 543-8684"
257,3,0,"AT","0",0,1,"Mxfetang Dally	exp. 2/4/93"
258,3,0,"AT","0",0,1,"2 Piece Chicken Special"
259,3,0,"AT","0",0,1,"■ Mojo Potatoes"
260,3,0,"AT","0",0,1,"^7 only $2.59"
261,3,0,"AT","0",0,1,"1638 Osos St., San Luis Obispo 543-8684"
262,3,0,"AT","0",0,2,"CAR RACKS"
263,3,0,"AT","0",0,2,"TNUI"
264,3,0,"AT","0",0,2,"Let Mountain Air Experts fit your car with a rack to carry all your sports related toys..."
265,3,0,"AT","0",0,2,"_	Bikes"
266,3,0,"AT","0",0,2,"Skis Kayaks Snowboards Canoes"
267,3,0,"AT","0",0,2,"10% off"
268,3,0,"AT","0",0,2,"Complete Rack Systems"
269,3,0,"AT","0",0,2,"Bar set. locks, and at least one accessory"
270,3,0,"AT","0",0,2,"San Luis Obispo 667 Marsh Street 543-1676 (Corner of MARSH & BROAD free parking)"
271,3,0,"AT","0",0,0,
272,3,0,"AT","0",0,2,"MOUNTAIN AIR"
273,3,0,"AT","0",0,2,"SPORTS"
274,4,0,"SH","0",0,0,"Opinion"
275,4,0,"PI","0",0,0,"Thursday, January 28, 1993"
276,4,0,"PI","0",0,0,"Mustang Daily"
277,4,0,"SH","0",0,0,"COMMENTARY"
278,4,12,"HL","0",0,0,"Up, up, and awaaaay..."
279,4,12,"BQT","0",0,0,"“Look — up in the sky!"
280,4,12,"BQT","0",0,0,"It’s a bird!"
281,4,12,"BQT","0",0,0,"It’s a plane!"
282,4,12,"BQT","0",0,0,"It’s...”"
283,4,12,"BQA","0",0,0,"— Superman serial of the late 1950s."
284,4,12,"TXT","1",0,0,"Ves, Superman — stremge visitor from another planet, yet somehow uniquely American."
285,4,12,"TXT","2",0,0,"Everyone’s idea of the perfect neighbor. The quintessential hero, the epitome of fitness both mental and physical."
286,4,12,"TXT","3",0,0,"Leaps tall buildings, outruns trains and all that jazz. No prejudices, no faults. I mean, this guy was incredible, right? If there was a prc^lem, hey, call for Superman and he’d hear you, even if you were using a dog-whistle."
287,4,12,"TXT","4",0,0,"He stood for truth, justice and the Americem Way. That’s capital A, American, and capital W, way. For over 50 years, this guy was the definition of patriotic goodwill, a symbolic ambassador to the world via the young kids and even the adults in the United States."
288,4,12,"TXT","5",0,0,"He was a hero."
289,4,12,"TXT","6",0,0,"He was an ideal."
290,4,12,"TXT","7",0,0,"He’s dead."
291,4,12,"TXT","8",0,0,"The man who could bend steel in his bare hands, change the course of mighty rivers and have bullets bounce off his chest, has died. Killed by an arch-villain whom most of the population hasn’t even heard of."
292,4,12,"TXT","9",0,0,"Of course, the time for an epitaph is long gone. Superman died quite a little while before some clown named “Doomsday"" offed him in battle."
