"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text; SH = section heading; OT = other text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
131,2,7,"TXT","3",0,0,"And the world turned. The women evolved, and the men dealt with it. It was survival of the fittest during the 21st century. Those who couldn’t deal were dealt out."
132,2,7,"TXT","4",0,0,"We have legends about radical feminist and chauvinist groups who waged war in our 21st century, creating the coldest cold war ever known to man."
133,2,7,"TXT","5",0,0,"Extremists polarized our people. They hacked and whacked at the world, stubbornly in the name of humanity. Meanwhile, a society of spectators let their television sets tell the story."
134,2,7,"TXT","6",0,0,"Back then, couch potatoes had been planted everywhere. The world spun upside-down, and people lived inside-out. Nobody liked it, but nobody talked about it, either."
135,2,7,"TXT","7",0,0,"The 21st century, later referred to by sociologists as the Human Ice Age, was a human stalemate, because the men and women couldn’t live together."
136,2,7,"TXT","8",0,0,"According to the legend, only frostbitten emotions, icy stares, and cold words were cultivated. (Like a snowstorm from hell, it’s hard to imagine.)"
137,2,7,"TXT","9",0,0,"But all that is ancient history, and we have a better understanding of each other, here and now, in the 22nd century. We’re thawed-out, although some tales are still told ..."
138,2,7,"TXT","10",0,0,"There were a few radical feminist groups back then, like the F.F. (Fascist Feminists), the Sex-tremists, and the Manhandicrs, all too revolutionary for the general public. But this was Free America, and they spoke out."
139,2,7,"TXT","11",0,0,"One time they marched through the streets, carrying signs and shouting ..."
140,2,7,"TXT","12",0,0,"•'CHIVALRY IS CHAUVINISM... OFF THE PIGS!!!”"
141,2,7,"TXT","13",0,0,"Militant male-chauvinists sprung up in reaction to radical feminists, and everybody got way too self-righteous."
142,2,7,"TXT","14",0,0,"Humanity started snowballing downhill, and every year the little children saw bigger snowballs."
143,2,7,"TXT","BL",0,0,"By"
144,2,7,"TXT","BL",0,0,"A.J. Schuermann"
145,2,,"TXT","14",0,0,"A snowball fight was inevitable, but no one cared."
146,2,7,"TXT","15",0,0,"One chauvinist extremist group, the Sons of Bitches, went too far."
147,2,7,"TXT","15",0,0,"In 2026, during International Women’s Week, some S.O.B. suggested a Men’s W'eek. There were riots. Even in San Luis Obispo people got out of control."
148,2,7,"TXT","17",0,0,"The Cal Poly F.F. chapter claimed that every week was Men’s Week, and therefore a Men’s Week was unnecessary."
149,2,7,"TXT","18",0,0,"But the Cal Poly Sons of Bitches protested, and they forced a Men’s Week upon the academic community."
150,2,7,"TXT","19",0,0,"So no one shaved, and the dining hall served meat and potatoes for seven days."
151,2,7,"TXT","20",0,0,"That’s how it all started. The rest is recorded in the history books. We look back at the 2020s and the 2030s, and we laugh at our great, great-grandparents."
152,2,7,"TXT","21",0,0,"What insanity! How could men and women live that way?"
153,2,7,"TXT","22",0,0,"Talk about a misunderstanding."
154,2,7,"TXT","23",0,0,"But why? They certainly didn’t know why, because they couldn’t communicate. Maybe it was impossible for them to understand each other, and too easy not to give a damn."
155,2,7,"TXT","24",0,0,"We’re lucky to have the hindsight that history gives us. It’s a silly world we live in."
156,2,7,"BL","0",0,0,"A .J. Schuermann is a senior English major."
157,2,9,"TXT","2",0,0,"independent black state/culture. I call upon him now, and all those who read his opinion, to carefully consider what he is saying and proposing. Consider the following:"
158,2,9,"TXT","3",0,0,"An independent black state seems like a good escape from too many years of abuse, humiliation, and discrimination. But, it is a regeneration and perpetuation of the same ignorance which created the state of ""blackness” today."
159,2,9,"TXT","4",0,0,"It calls for conquest, separatism, the exclusion of other races from black culture, and depriving the rest of us of their input to our culture. This is quite clearly the oppv>site of what Dr. King would have proposed, and the opposite of what those who strive for equality would like to see."
160,2,9,"TXT","5",0,0,"Not only is it a continuation of racism in a new form, it is the primary cause of failure in the fight for equality. It shares the same failure of the ERA and gay-rights movements. Each of these groups have worked toward their own liberation, failing to understand the concept ""equality.” Equality in the eyes of the law, and, more importantly, in our minds, must come to mean equality for human beings, regardless of their attributes. This is the equality which Dr. King wanted."
161,2,9,"TXT","6",0,0,"The future along Thomas’ path would be one of conquest."
162,2,9,"TXT","6",0,0,"counter-conquest, and counterconquest, continuing in a never-ending fashion as in the middle cast. The future along a path of equality is bleak at first, but comes out nice in the end. The bleakness comes out of the question of ""how?” How do we achieve change in the minds of bigots? Working together, all the oppressed and enlightened members of the oppressing groups, we can change the culture as a whole. As a function of time, this world will become one culture, as we are one creature."
163,2,99,"TXT","7",0,0,"The question of ""how?” brings us back to integration. Certainly as an institution it has been far from ideal. But to call it the ""slave philosophy of self hate” is equally far from accurate. It was an attempt to begin the process of the concept of “integration” — also known as accommodation. The legal bans on discrimination are but one front of many in the war for equality of humans. Working toward integration is working toward a common culture, toward everlasting peace among mankind."
164,2,9,"TXT","8",0,0,"To become one culture, yours must admit that of mine, and mine must admit that of yours. If you choose to go your own way, excluding me (or vice-versa) how can we come together? Bigotry is borne of ignorance, of lack of knowledge of one another. Separatism perpetuates bigotry"
165,2,9,"TXT","8",0,0,"— see South Africa and its separate black nation states. To work toward distinct cultures based on the color of the skin (or any other attribute) is counter-productive and working toward everlasting hell."
166,2,9,"TXT","9",0,0,"I hope that the views of Mr. Thomas are not that of the Afro-American Student Union. I hope they do not support separatism, counter-racism, and ignorance as he does. If they do, then they have a nice counterpart in the white bigot culture known as the KKK."
167,2,9,"TXT","10",0,0,"Finally, Thomas gives halfhearted praise of Dr. King. His opinion was less a discussion of King than a discussion of his own fanaticism. King was clearly a great leader of our nation (not just one race), a man way ahead of his time. He was a man dedicated not to overcoming the white man, but rather to overcoming ignorance and discrimination. He believed in the goodness of the white man only as part of his belief in the goiKiness of mankind. He was a man who lived to improve his world rather than just to turn the tables. He lived by a philosophy of forgiveness, and love for mankind — in all its forms. King’s dream can be expressed as ""one world, one people.”"
168,2,9,"BL","0",0,0,"Karl Eberhard Architecture"
169,2,9,"CN","0",0,0,"BLOOM COUNTY"
170,0,0,"BL","0",0,0,
171,2,0,"BL","0",0,0,"by Berke Breathed"
172,2,0,"NA","0",0,0,"untmaiinaNe"
173,2,0,"NA","0",0,0,"violerre."
174,2,0,"B","0",0,0,
175,2,0,"MH","0",0,0,"Mustang Daily is published daily by the Cal Poly journalism department Unsigned editorials reflect the majonty view of the the Editonal Board Advertising is solely lor informational purposes and does not represent an endorsement by the publisher or the university. Mustang Daily office is located in Room 226 of the Graphic Arts Bldg. S L O., CA 93407 (805)756-1143 Advertising Director: A J. Schuermann Jr."
176,2,0,"MH","0",0,0,"AssL Business Director: Bret (Goodman"
177,2,0,"MH","0",0,0,"Account Executives' John Alexiou, Mark Azevedo, Katie Bartlebaugh,"
178,2,0,"MH","0",0,0,"Chuck Bartunek, Kim Carlson, Marisa Fujikake, Lysa Francis, Hope Hennessy, Michelle Hertig,Chris Hewitt"
179,2,0,"MH","0",0,0,"Classified Advertising: Kathy Conlan; Manager,Tracy Fowler, Dan Malone Business Directory: Dani CXjittner Circulation Staff: Darin Hershberger Computer Operations: Dan Malone Production Manager: Sandy Koibe, Ron Same University Graphic Systems: Laura Sjoberg, General Mgr.Bill Kennedy, Production Mgr,Isabel Nunes, Mgr Paste up.Usa Wong, Mgr Electronic lmaging;Derek Richmond. Mgr Camera/Stripping;Gary Wood, Mgr Sheetfed Rich Berry, Mgr Web Publications"
180,3,0,"PI","0",0,0,"Mustang Daily Wednesday, January 18,1989	3"
181,3,0,"HL","0",0,0,"Tennis Previews"
182,3,0,"SH","0",0,0,"Sports"
183,3,10,"HL","0",0,0,"Lady Mustangs have youthful maturity"
184,3,10,"BL","0",0,0,"By Dave Pagan"
185,3,10,"BL","0",0,0,"statt Writer"
186,3,10,"TXT","1",0,0,"The Cal Poly women’s tennis team has a problem that most other teams wish they had."
187,3,10,"TXT","2",0,0,"With only two seniors and one junior, Head Coach Miguel Phelps is faced with the problem of having a very young team. “We are a very young team but we are very mature in the sense of having experience,” Phelps said."
188,3,10,"TXT","3",0,0,"Last year’s team set a Cal Poly record for winning 21 matches in a row en route to a second place finish at the NCAA Division II Championships."
189,3,10,"TXT","4",0,0,"Phelps lost two seniors to graduation and added four freshman to round out this year’s team. Phelps has had to change his strategy in response to the makeup of this year’s squad.“Since the team is young and all the players are talented, many of them will play a lot,” Phelps said."
190,3,10,"TXT","5",0,0,"This year the team will play tougher opponents in the preseason to prepare them for the CCAA Conference matches. The team will take on seven Division I schools."
191,3,10,"TXT","6",0,0,"With the exception of Fresno State, the women will have to play these schools on the road."
192,3,10,"TXT","7",0,0,"With the tougher schedule, Phelps doesn’t expect the team to dominate the opposition as they did last year. “Though our record may not show our strength, our confidence and experience throughout the season"
193,3,0,"AT","0",0,1,"UNITED STATES HANG GLIDING ASSOC."
194,3,0,"AT","0",0,1,"Ch. 154"
195,3,0,"AT","0",0,1,"Hang Gliding Club"
196,3,0,"AT","0",0,1,"Beginner Certification Clinic"
197,3,0,"AT","0",0,1,"Location: Guadalupe Sand Dunes"
198,3,0,"AT","0",0,1,"Fee: $79"
199,3,0,"AT","0",0,1,"CALL 962-8999"
200,3,0,"AT","0",0,1,"All Equipment And Test Material Included"
201,3,0,"AT","0",0,2,"DRKAMSCAPK Graphics Specializes in Student Graphic Needs!"
202,3,0,"AT","0",0,2,"•	Résumés"
203,3,0,"AT","0",0,2,"•	Placement Center Interview Forms"
204,3,0,"AT","0",0,2,"•	Mac*»IBM Software/"
205,3,0,"AT","0",0,2,"Disk (Conversions"
206,3,0,"AT","0",0,2,"•	Senior Project Formatti ng/Printing"
207,3,0,"AT","0",0,2,"•	Graphs & Charts for Class Presentauons"
208,3,0,"AT","0",0,2,"•	Club Shirts & Graphics"
209,3,0,"AT","0",0,2,"541-Ó234"
210,3,0,"AT","0",0,3,"Students, faculty & staff can"
211,3,0,"AT","0",0,3,"RIDE FREE On SLO Transit buses ANYWHERE In San Luis Obispo!"
212,3,0,"AT","0",0,3,"SHOW YOUR ID &"
213,3,0,"AT","0",0,3,"For more information CALL 541-BUSS"
214,3,11,"HL","0",0,,"Men favored to win title"
215,3,10,"TXT","7",0,0,"should lead us to success in the nationals,” Phelps said."
216,3,10,"TXT","8",0,0,"One player who leads the team with her experience and talent is sophomore Vicki Kanter. Last season Kanter was the lOth ranked singles player in the nation."
217,3,10,"TXT","9",0,0,"When asked what she hoped to achieve this season, Kanter replied, “I want the team to win the National Championships.”"
218,3,10,"TXT","10",0,0,"“After losing five games to four last year, I know our team can win it this year,” Kanter said."
219,3,10,"TXT","11",0,0,"When asked what team will be the toughest to play this year, Kanter replied, “UC Davis is the team to beat.”"
220,3,10,"TXT","12",0,0,"Another member of Phelps’ youth brigade is freshman Allison Lean. Phelps said. Lean was among the top ten junior players in Northern California last year."
221,3,10,"TXT","13",0,0,"When asked what the goal of this years team was. Lean agreed with Kanter by saying, “winning nationals is our goal.”"
222,3,10,"TXT","14",0,0,"Phelps says the team will definitely get better as the year goes on. “With our season lasting four months long the important thing to remember is not to burn out too early in the year,” he said."
223,3,10,"TXT","15",0,0,"To avoid burning out, Phelps structures the season so the players will be at their peak during the final part of the season."
224,3,11,"TXT","16",0,0,"With the youth and depth of his team, Phelps expects to have a very successful year."
225,3,11,"BL","0",0,0,"By Dave Pagan"
226,3,11,"BL","0",0,0,"staff Writer_____"
227,3,11,"TXT","1",0,0,"After finishing second in the nation last season, the Cal Poly men’s tennis team is a strong favorite to take the NCAA Division II crown this year."
228,3,11,"TXT","2",0,0,"First-year Head Coach Kevin Platt said he feels his team has what it takes to be a national champion. “We have quite a few players who are nationally ranked,” Platt said."
229,3,11,"TXT","3",0,0,"In addition to their ranking, the team has veteran players who understand the pressures of playing in a national tournament."
230,3,11,"TXT","4",0,0,"While the team is powerful and experienced, the loss of their number one player has made this season a tougher challenge. Neal Berryman, ranked third in the nation last season, is out for the year with a torn rotator cuff."
231,3,11,"TXT","5",0,0,"One player who Platt is coun-"
232,3,11,"TXT","5",0,0,"ting on to lead the team is Brendan Walsh. Walsh is currently ranked nationally in the top 20."
233,3,11,"TXT","6",0,0,"When asked what effect the loss of Berryman would have on the team, Walsh said, “hopefully it won’t greatly effect the team, but when you lose your number one player, you have to work that much harder.”"
234,3,11,"TXT","7",0,0,"Berryman may be injured, but he is still there for the team. “He’s like an assistant coach, the players respect his opinion,” Walsh said."
235,3,11,"TXT","8",0,0,"Another player Platt expects to lead the team is Tim Fresenius, who was ranked 11th in a preseason poll. When asked what his goal for the team was, Fresenius replied, “to get to the Nationals and win it! It will be tougher this year, the teams are better and we don’t have Neal (Berryman), but we can do it.”"
236,3,11,"TXT","9",0,0,"The team is focused on the championships but they know that it is too early to look ahead. “We have a tough conference, and many of the teams we play are extremely talented,” Platt said."
237,3,11,"TXT","10",0,0,"Platt sees a three-way battle between Cal Poly, UC Riverside, and Chapman College for control of CCAA. “These teams can be beat, but it will take a strong team effort to win,” Platt said."
