"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text; SH = section heading; OT = other text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
25,1,1,"TXT","12",0,0,"Florists, caterers and musicians pulled up to the house and told reporters surrounding the estate that they were there"
26,1,1,"TXT","12",0,0,"for a celebration."
27,1,1,"TXT","13",0,0,"“Last June 13, *94 (the day he learned of his son’s death), was the worst nightmare of my life. This is the second,” Goldman’s father, Fred, said at a prosecution news conference. This prosecution team didn’t lose today. I deeply believe this country lost today. Justice was not served.”"
28,1,1,"TXT","14",0,0,"At a defense team news conference, Cochran insisted the issue of race, which he played heavily in the trial, did not overcome the facte."
29,1,1,"TXT","15",0,0,"“This verdict speaks justice,” Cochran said. “This was a case based upon the"
30,1,1,"ME","0",2,0,"See O J. page 2"
31,1,2,"HL","0",0,0,"Verdict draws mixed responses from Poly crowd glued to sets"
32,1,2,"BL","0",0,0,"ly Fawn DaroHIo"
33,1,2,"BL","0",0,0,"Daly Staff Repcxtei"
34,1,2,"TXT","1",0,0,"Students crowded together in the San Lt^is Lounge as millions around the world anxiously awaited the O.J. Simpson verdict."
35,1,2,"TXT","2",0,0,"By 9:20 a.m., 40 minutes before the jury was to read its verdict, dozens of students stared anxiously at the lounge’s large-screen television."
36,1,2,"TXT","3",0,0,"On the screen, KTLA reporters discussed possible verdicts, crowd control and other issues surrounding the case."
37,1,2,"TXT","4",0,0,"By 9:30 a.m., the flow into the lounge was at a dead stop. That is, no more people could fit."
38,1,2,"TXT","5",0,0,"Those not lucky enough to grab a seat, stood or sat on tables and the floor. Some faces were anxious, others dimly attentive. Many had opinions about the case."
39,1,2,"TXT","6",0,0,"“I think the verdict will probably be ‘not guilty,’ though it’s not my opinion that O.J. isn’t guilty,” said physical education senior lyier Wiggins. “I think money can basically buy freedom. It makes me question our judicial system. Two people got murdered — who’s going to pay for that?*"
40,1,2,"TXT","7",0,0,"While those ‘ in San Luis Lounge got caught up in the excitement of the trial, many Pbly students and staff seemed disgusted."
41,1,2,"TXT","8",0,0,"“I think it doesn't matter because the media turned it into such a circus,” said architecture senior Mike Campos. “It’s all about ratings and making money.”"
42,1,2,"TXT","9",0,0,"Andrea Kerns, the department secretary for Student Life and Activities, shared the same view."
43,1,2,"TXT","10",0,0,"“People get murdered every day,” she said. “I^ven firemen died the day this all happened; you didn’t hear about them. Those firemen ... matter.”"
44,1,2,"TXT","11",0,0,"Back in the lounge and minutes before the reading of the verdict, students and staff — disgusted and not — waited."
45,1,2,"TXT","12",0,0,"One could hear the breaths of the people crowded in the lounge when the verdict was read — not guilty."
46,1,2,"ME","0",2,0,"See REACTION page 2"
47,1,3,"HL","0",0,0,"Noisy parties get S.N.A.P. response"
48,1,3,"BL","0",0,0,"By Val ásoIm"
49,1,3,"BL","0",0,0,"Daly Staff Wrifef"
50,0,0,"B","0",0,0,
51,0,0,"B","0",0,0,
52,0,0,"NA","0",0,0,"M."
53,1,3,"PH","0",0,0,"SNAP members like these help police and students by responding to complaints in San Luis Obispo / Daily photo by Dawn Kainxir"
54,1,3,"PH","0",0,0,"noise"
55,1,3,"TXT","1",0,0,"Noisy parties have kept the San Luis Obispo Police Department busy the first two weekends of the quarter."
56,1,3,"TXT","2",0,0,"Police received over 90 noise complaints the first weekend, and over 60 more last weekend, said Chief Jim Gardiner."
57,1,3,"TXT","3",0,0,"The overabundance of complaints is not a new problem for the police department. In fact, three years ago the city of San Luis Obispo, ASI and Cal Poly formed a collaborate program called Student Neighborhood Assistance Program (S.N.A.P.) to assist the Pclice department in responding to these calls."
58,1,3,"TXT","4",0,0,"According to Gardiner, a SJ4A.P. team of two people help"
59,1,3,"TXT","4",0,0,"police handle routine noise complaints on Thursday, Friday and Saturday nights from 8 p.m. to 3 a.m."
60,1,3,"TXT","5",0,0,"“They are the first respondents to noise complaints,” Gardiner said. “The S.N.A.P. person is the first (contact) and should be treated seriously.”"
61,1,3,"TXT","6",0,0,"Once the team arrives at the scene, they have the authority to issue a verbal warning or a Disturbance Advisement Card (DAC) as a warning."
62,1,3,"TXT","7",0,0,"A DAC is a 24-hour warning. If a second visit is made within 24 hours, a police officer may issue a noise citation, which could result in a fine of $80 to $100, Gardiner said."
63,1,3,"TXT","8",0,0,"The person cited can also be billed for the officer’s time, he added. This amount may vary"
64,1,3,"TXT","8",0,0,"because of the time the officer spends at the cite but it averages about $50 an hour."
65,1,3,"TXT","9",0,0,"Noise violations not only affect those living at the residence, but the landlords as well."
66,1,3,"TXT","10",0,0,"The SLO City Council passed the Nuisance Abatement Ordinance around four years ago because of the high number of rentals, Gardiner said."
67,1,3,"TXT","11",0,0,"With the ordinance, if two DACs are issued to a tenant within 60 days, the landlord is sent a nuisance letter describing the disturbances and the consequences the landlord will face if this continues."
68,1,3,"TXT","12",0,0,"If a third DAC or citation is issued in the 60 days, the landlord will face criminal char-"
69,1,3,"ME","0",2,0,"***'	See S.N.A.P. page 2"
70,2,0,"PI","0",0,0,"2 WEDNESDAY, COOBER 4, 1995"
71,2,0,"PI","0",0,0,"MUSTANG DAILY"
72,2,0,"SH","0",0,0,"Oct."
73,2,0,"SH","0",0,0,"Wednesday"
74,2,0,"OT","0",0,0,"35 school days remaining in fall quarter."
75,2,0,"OT","0",0,0,"TODAY'S WEATHER: Fair skies , warmer temperatures TOMORROW'S WEATHER: Fair skies, coastal morning clouds Today's high/low: high 80s/mid 50s Tomorrow's high/tow: high 80s/mid 50s"
76,2,0,"OT","0",0,0,"Hate violence is an act of intimidation, harassment or violence motivated by a perceived difference between people. If you are a victim of hate violence, call the SLO County Hate Violenc^Prevention Coalition (""HAVE PEACE"") at 541-7616"
77,2,0,"OT","0",0,0,"The Newman Catholic Center invites students to participate in scriptures and social events at 7:30 p.m. in the Newman Center (located behind the Health Center). For more information, call 543-4105."
78,2,0,"OT","0",0,0,"Upcoming"
79,2,0,"OT","0",0,0,"Psychological Services/Student Affairs will be meeting in building 124, room 227 Oct. 5 to discuss reactions to the O.J. Simpson trial. The meeting will begin at 9 a.m. For more information, coll 756-2600."
80,2,0,"OT","0",0,0,"A half-day conference on obesity will take place Oct. 7 at Sierra Visto Regional Medical Center beginning at 8:30 a.m. The cost of the conference is $40 and preregistration is requested. For more information, or to register, call 781-5940."
81,2,0,"OT","0",0,0,"A one-day consumer seminar designed to create greater awareness about the pitfalls of building a house is being offered ot Cal Poly on Oct 7. The program will be held in Engineering West, B-lab at 9 a.m."
82,2,0,"OT","0",0,0,"SCS's Environmental Council needs volunteers for tree watering and litter remaval Oct. 7 and Oct. 8. For more information, call 756-5834."
83,2,0,"OT","0",0,0,"Agendo Items: c/o Notosho Collins, Graphic Arts 226, Col Poly 93407 — Phone:746-1796 Fax:756-6784"
84,2,0,"OT","0",0,0,"***Pleose submit information at least three days prior to the event***"
85,2,1,"HL","0",0,0,"O.J.: Cochran denies using race to sway jury,‘This verdict speaks justice.’"
86,2,3,"HL","0",0,0,"S.N.A.P.: cooperation of local landlords sought"
87,2,3,"ME","0",-1,0,"From page 1"
88,2,3,"TXT","13",0,0,"*We need absentee landlords to be more responsible,” Gardiner said. ”We really want to work with the property owners. But the issue is to get the disturbances to stop.”"
89,2,3,"TXT","14",0,0,"S.NA.P. member Ray FVigil-lana thinks the program is successful in stopping disturbances and in most cases people quiet down."
90,2,3,"TXT","15",0,0,"*A lot of the people we talk to are real cooperative toward us,” FVigillana said. *We haven’t met much resistance.”"
91,2,3,"TXT","16",0,0,"Frigillana estimates that 90 percent of the noise disturbance calls are student-party related, and that SJ4A.P. has decreased police responses by about 50 percent."
92,2,3,"TXT","17",0,0,"This gives police time to respond to more important calls."
93,2,1,"TXT","13",-1,0,"From page 1 evidence.”"
94,2,1,"TXT","14",0,0,"He denied playing ”the race card,” saying instead that credibility had won out."
95,2,1,"TXT","15",0,0,"‘Race plays a part in everything in America,” he said. ""But this stuff about playing a race card is preposterous.”"
96,2,1,"TXT","16",0,0,"The bitter differences that were known to be racking the defense team diiring the trial finally erupted after the verdict when defense attorney Robert Shapiro, original architect of the Simpson strategy, blasted two Dream Team colleagues."
97,2,1,"TXT","17",0,0,"He said Cochran ii\jected race as an issue over his objections. ”Not only did they play the race card, but we dealt it from the bottom of the deck,” he told Barbara Walters in an interview for ABC News."
98,2,1,"TXT","18",0,0,"Shapiro, who is Jewish, also said he was deeply offended by Cochran’s comparison of a detective to Adolf Hitler and told Cochran so."
99,2,1,"TXT","19",0,0,"He said he would not work with Cochran again and his longtime friendship with F. Lee Bailey was shattered by the case and they would never speak again."
100,2,1,"TXT","20",0,0,"Cochran said he hoped the Los Angeles Police Department would alter shoddy investigative practices exposed in the trial."
101,2,1,"TXT","21",0,0,"As the words setting Simpson free were spoken in court, his elderly mother, Eunice, seated in"
102,0,0,"B","0",0,0,
103,2,1,"PH","0",0,0,"Fred Goldman and his wife Patti after hearing the not-guilty verdicts Tuesday / Associated Press photo courtesy of the San Luis Obispo County Telegram-Tribune"
104,2,1,"TXT","21",0,0,"a wheelchair, wiped her eyes, held up her hands prayerfully and murmured words of thanks."
105,2,1,"TXT","22",0,0,"*I was always in prayer. I knew my son was innocent,” she said at the defense meeting with reporters."
106,2,1,"TXT","23",0,0,"Across the room, Goldman mouthed the word ‘murderer” as the verdict was announced. Kim Goldman, who spent most of a year in court honoring her dead brother’s memory, doubled over and sobbed along with a younger brother and sister."
107,2,1,"TXT","24",0,0,"At the courthouse, Simpson’s older son, Jason, read a statement from his father:"
108,2,1,"TXT","25",0,0,"”My first obligation is to my young children, who will be raised the way that Nicole and I had always planned. ... But when things have settled a bit, I will pursue as my primary goal in life the killer or killers who slaughtered Nicole and Mr. Goldman. They are out there somewhere. Whatever it takes to identify them and bring them in, I will provide somehow.”"
109,2,2,"HL","0",0,0,"REACTION: Poly students, staff expected best, worst from trial of century"
110,2,3,"TXT","17",0,0,"he said."
111,2,3,"TXT","18",0,0,"‘If they’re dealing with a loud party, they can’t apply themselves to more important issues,” Gardiner said."
112,2,3,"TXT","19",0,0,"The program benefits students as well, Frigillana added."
113,2,3,"TXT","20",0,0,"‘It’s students talking to students to take care of the problem,” he said. ‘It gives them a chance to (avoid) a ticket."
114,2,3,"TXT","21",0,0,"‘An officer doesn’t have to give a warning,” he continued. ‘He can cite a person for the first call. I’d rather not see students get records — it could make it difficult for them to get a job in the future.”"
115,2,3,"TXT","22",0,0,"SJ4A.P. is always looking for people interested in joining, and is tidung applications at the ASI office, Frigillana said."
116,2,2,"ME","0",-1,0,"From page 1"
117,2,2,"TXT","13",0,0,"Some in the lounge smiled, others frowned. Soon students and staff trailed out of the lounge."
118,2,2,"TXT","14",0,0,"Some students, while they feel O.J. is guilty, said they expected he would be acquitted."
119,2,2,"TXT","15",0,0,"‘I thought he was guilty, but I knew he was going to walk,” said architectru*al engineering senior Ibm Lopez. ‘After listening to the Mark Fuhrman testimony, there was a lot of doubt.”"
120,2,2,"TXT","16",0,0,"‘Money is a wonderful thing,” said physical education senior Kenny Craig. ”I kind of thought they would let him off.”"
121,2,2,"TXT","17",0,0,"Others said they were pleased with the verdict, believing the jury did its best with the evidence presented to them."
122,2,2,"TXT","18",0,0,"Director of the Multicultural Center Everado Martinez-Inzun-za said he views the verdict as the judicial system going through its process."
123,2,2,"TXT","19",0,0,"”Having not had the opportunity to have sat through all of the trial and having listened to all the media, I ^1 Fm too biased to make a judgment call,” he said. “Twelve jurors sat"
124,2,2,"TXT","19",0,0,"through the whole thing and weighed out that evidence. Justice has been done.”"
125,2,2,"TXT","20",0,0,"‘I’m kind of happy,” said engineering senior Leonard Pimen-til. “I believe the evidence found was too circumstantial. Hopefully people can realize the problem racism is in the LAPD and something will be done.”"
126,2,2,"BQT","0",0,0,"I think more than anything the LAPD messed up what seemed to be an open and shut case."
127,2,2,"BQA","0",0,0,"Mike Flippin"
128,2,2,"BQA","0",0,0,"biochemistry senior"
129,2,2,"TXT","21",0,0,"Others disagreed, however, and weren't as happy with the verdict"
130,2,2,"TXT","22",0,0,"“Who else would have killed them?” said engineering sophomore Doug Cox. “This is just an example of how the system fails.”"
131,2,2,"TXT","23",0,0,"There were mumbles from students about reverse racism"
132,2,2,"TXT","23",0,0,"and other references to racism within the LAPD. With few exceptions, people didn’t feel race had much to do with the verdict."
133,2,2,"TXT","24",0,0,"‘I’m not happy,” said business senior Patric ^gong. “I just think high-prohle celebrities tend to get off. It’s like they flash a gold card at the jury and they're off. Race doesn’t have anything to do with it.”"
134,2,2,"TXT","25",0,0,"Many students were more surprised that the verdict was reached so soon."
135,2,2,"TXT","26",0,0,"‘I was surprised it was ’not guilty* * as opposed to a hung jury,” said biochemistry senior Mike Flippin. *1 think more than anything the LAPD messed up what seemed to be an open and shut case.”"
136,2,2,"TXT","27",0,0,"Biology freshman Darcy Johnson summarized one feeling that most students, staff and many of tho;o involved the trial seem to have."
137,2,2,"TXT","28",0,0,"*TYie media has publicized the trial so much,” she caid. “It’s just weird that it’s over.”"
138,0,0,"B","0",0,0,
139,2,0,"AT","0",0,1,"SIGMA cm..."
140,2,0,"AT","0",0,1,"mn look v^here I am now"
141,2,0,"AT","0",0,1,"-David Lcllcrmaii, Ball State '69"
142,2,0,"AT","0",0,1,"EX FALL RUSH SCHEDULE"
143,2,0,"AT","0",0,1,"Tonight, Oct.4 Dessert with ^ FOB House 7:30 Thursday, 0«.5 Fight Night @ ZX House 7:30 Saturday, Ort.7 Open House @ ZX House 1:00 Monday, Oct.9 Smoker @ Sandwich Plant 7:30"
144,0,0,"B","0",0,0,
145,0,0,"B","0",0,0,
146,2,0,"AT","0",0,1,"For rides and info call Kevin @ 546-8746"
147,2,0,"AT","0",0,2,"Wednesday 6:oo - 9:oo Suds n Slides ( 1\ House Casual attire"
148,2,0,"AT","0",0,2,"Thursday 6:Oo - 9:oo Pizza and Bowling McPhee s Casual attire"
149,2,0,"AT","0",0,2,"Friday 4;oo - 7.00 LUAUW/\()||( 1\house HAWIIANj ATTIRE"
150,2,0,"AT","0",0,2,"Saturday 6:oo - 9 00 Smdker < IK Sorority House • Coat and Tie Recommended"
151,3,0,"PI","0",0,0,"MUSTANG DAILY"
152,3,0,"PI","0",0,0,"uMiLi_____________________________________________________ WEDNESDAY, OCTOBER 4, 1995"
153,3,4,"HL","0",0,0,"Depressed? Free testing for the blues in the U.U."
154,3,4,"TXT","4",0,0,"ly Gtm MaatfoU	their result«.	There’s a real movement to raise million Americans are affected oarente and fnends. Out of that"
155,3,4,"BL","0",0,0,"ly Gref MaatfeU"
156,3,4,"BL","0",0,0,"Staff Wiitx___________________"
157,3,4,"TXT","1",0,0,"With a new quarter beginning, stress and expectations for students are high, and so is the possibility of depression if the stress becomes too much and expectations are not met."
158,3,4,"TXT","2",0,0,"But how do you know if your depression is bad enough that you need help?"
159,3,4,"TXT","3",0,0,"Peer Health Educators, along with workers from Health Services, Psychological Services, and the Employee Assistance Program (EAP), will be screening for depression from 11 a.m. to 4 p.m. Thursday in the UU Plaza. The free screening is part of National Depression Screening Day (NDSD)."
160,3,4,"TXT","4",0,0,"Students, faculty and staff can take the anonymous 10 to 15 minute assessment tool — a series of questions to determine your emotional health — then go upstairs to UU 219 to go over"
161,3,4,"TXT","4",0,0,"their results."
162,3,4,"TXT","5",0,0,"*At that time they can meet with a therapist or a Peer Health educator to review their test scores,” Employee Assistance Program (EAP) Coordinator Jean DeCosta explained. ”Those that need it are referred for follow-up counseling.”"
163,3,4,"TXT","6",0,0,"There will also be a presentation on depression, including a slide show and video, at 1 p.m. in UU219."
164,3,4,"TXT","7",0,0,"NDSD began five years ago, but this is the first year Cal Poly has participated. Last year, 82,000 people attended screenings nationwide."
165,3,4,"TXT","8",0,0,"*Cal Poly wants their students to be successful,” DeCosta said. ”This is one of the programs that ensiu'es that students will do well."
166,3,4,"TXT","9",0,0,"*We know more about depression than ever before,” Def^osta continued. ”We can do more for depression as far as treatment, counseling and medical help."
167,3,4,"TXT","9",0,0,"There’s a real movement to raise awareness."
168,3,4,"TXT","10",0,0,"Depression is an illness, not a weakness. \bu can’t snap out of it like a cold,” she continued. *With early detection though, you can do something about it. You don’t have to live with it.” EAP Specialist Bob Negranti, explained an interesting aspect of the screening day."
169,3,4,"TXT","11",0,0,"It seems most programs are either just for students, or just for employees,” Negranti said. This program is for the entire campus population.”"
170,3,4,"TXT","12",0,0,"Student Affairs provides medical help, psychological help and counseling to students through Peer Health Education. Help for faculty and staff is available through EAP."
171,3,4,"TXT","13",0,0,"The screening day lets everyone know that the resources to treat depression are available on campus,” Negranti said."
172,3,4,"TXT","14",0,0,"According to the National Institute of Mental Health, over 17"
173,3,4,"TXT","14",0,0,"million Americans are affected by depression each year, but only half actually receive treatment. Twice as many women suffer from depression than men."
174,3,4,"TXT","15",0,0,"Some of the warning signs that someone may be depressed include: a significant change in appetite, sleep disturbances, fatigue and feelings of worthlessness."
175,3,4,"TXT","16",0,0,"The major difference between just feeling down and having the blues has to do with the intensity and longevity of the sadness. When someone is depressed, it affects the entire body. The way in which they eat, sleep and think may change."
176,3,4,"TXT","17",0,0,"DeCosta explained that even when something positive happens to someone, depression can strike."
177,3,4,"TXT","18",0,0,"Sometimes when something good happens, like getting into Cal Poly, it can cause you to get depressed,” DeCosta said. Lots of freshman feel the loss of their"
178,3,4,"TXT","18",0,0,"parents and friends. Out of that good event, you can wind up getting depressed."
179,3,4,"TXT","19",0,0,"Generally, depression runs in the family,” she continued. If parents or close family suffer from depression, then they may have a higher propensity to be depressed.”"
180,3,4,"TXT","20",0,0,"For anyone who does not feel comfortable taking the assessment test at the screening booth, an appointment can be made with counseling services for assessment and possible treatment of depression."
181,3,4,"TXT","21",0,0,"There’s nothing to be ashamed of. You’re not ashamed when you have a common cold,” DeCosta said."
182,3,4,"TXT","22",0,0,"Many times people feel bad about feeling depressed. So they wouldn’t treat themselves,” she said. If you have depression don’t be ashamed of it - we’ll try to get you the help you need.”"
183,3,5,"HL","0",0,0,"County candidates campaigning"
184,3,5,"BL","0",0,0,"ly Rsbscco Stvrkk"
185,3,5,"BL","0",0,0,"Doiy Staff WíiiBí"
186,3,5,"TXT","1",0,0,"The 1996 primary election in March may seem far away, but prospective candidates will soon begin pounding the pavement for registered voter signatures."
187,3,5,"TXT","2",0,0,"Because California is a ""big swing-vote state,” its primary is a month earlier than in previous years, said Craig Driver, San Luis Obispo County elections clerk."
188,3,5,"TXT","3",0,0,"In the past, California’s votes were among the last to get tallied, he said. But this year, the state’s primary is one of the first."
189,3,5,"TXT","4",0,0,"In a 1994 California State Senate bill, the March primary became enacted into law."
190,3,5,"TXT","5",0,0,"The new primary election date was passed on a trial period and will be effective until Jan. 1, 1998, unless another law repeals or extends it."
191,3,5,"TXT","6",0,0,"In preparation for the primary, campaigning will begin early as well, l^e first step in this year’s political joust is candidates’ declaration of intent to run for office."
192,3,5,"TXT","7",0,0,"Next, most applicants will tiy to get their candidacy filing fee waived. Credit toward the fee, which amounts to 1 percent of the candidate’s salary, is earned at the rate of 44 cents per valid signature. Candidates can start accumulating signatures Oct. 21 to Nov. 29, Driver said."
193,3,5,"TXT","8",0,0,"Congresswoman Andrea Seastrand (R-Calif.) will need over 3,000 registered voter’s signatures to get her $1,336 fee waived,” he said."
194,3,5,"TXT","9",0,0,"Perspective congressional opponent Walter Capps, who lost to Seastrand last year by less than a 1 percent margin, plans to run again and is already formulating his campaign strategy."
195,3,5,"TXT","10",0,0,"Capps, a religious studies professor at the University of California, Santa Barbara for the past 30 years, attributed his approximate 1,500-vote defeat to his late start in the race. He did not begin campaigning until February 1994."
196,3,5,"TXT","11",0,0,"lb combat last year’s campaign setbacks, Capps has already made a few low-profile visits to Cal Poly’s campus in order to make his name known to students."
197,3,5,"TXT","12",0,0,"Capps plans on making several highly-publicized visits to Pbly within the next few weeks."
198,3,5,"TXT","13",0,0,"Another candidate who plans on speaking to prospective student voters is Tbm Bordonaro. Bordonaro will lecture to several Cal Pbly business classes on Oct. 4."
199,3,5,"TXT","14",0,0,"Although campaigning is well on its way, the 1996 campaign issues are still unclear."
200,3,5,"TXT","15",0,0,"It will depend on the presidential election issues and what Congress accomplishes in welfare and Medicare and"
201,3,5,"TXT","15",0,0,"Medicaid reform,” Capps said."
202,3,5,"TXT","16",0,0,"Capps, who favors Medicare reform, feels that the Republican party is not giving FVesident Clinton legislation he will be able to approve."
203,3,5,"TXT","17",0,0,"The way the Republicans are going about it is deceptive,” he said. Integrity clearly remains the issue.”"
204,3,5,"TXT","18",0,0,"Capps aims to ""re-create the bond of trust between the people and Washington, D.C.”"
205,3,5,"TXT","19",0,0,"He urges voters to vote for what they hope will be accomplished not the lesser of two evils."
206,3,5,"TXT","20",0,0,"Balancing the budget is the top priority for incumbent Seastrand, according to her press secretary Stuart Roy."
207,3,5,"TXT","21",0,0,"In Congress, Seastrand believes she is doing the right things,” Roy said."
208,3,5,"TXT","22",0,0,"Her first priority is reducing the deficit to spur economic growth, which would in turn create more jobs, Roy said. Therefore, she is in Washington, D.C. working on Medicare reform and will not begin campaigning until January."
209,3,5,"TXT","23",0,0,"Since April, she had three town meetings in San Luis Obispo, Santa Barbara and Santa Maria targeted toward senior citizen constituents, he said."
210,3,5,"TXT","24",5,0,"Once constituents realized that Medicare reform was neces-___________See	CAMRMGN poge 5"
211,3,6,"HL","0",0,0,"Pi Kappa Alpha earns national award again"
212,3,6,"BL","0",0,0,"ly CoIsM M. Ralsy"
213,3,6,"BL","0",0,0,"Doly Staff Writef"
214,3,6,"TXT","1",0,0,"Discipline, determination and organization have earned Cal Poly’s Pi Kappa Alpha fraternity (Pikes) three national awards in the past five years."
215,3,6,"TXT","2",0,0,"According to Grant Watkins, chapter president, the fraternity is one of 10 to receive the national award this year."
216,3,6,"TXT","3",0,0,"We are the only (Pikes) in the Golden West region that received the award this year,” Watkins said."
217,3,6,"TXT","4",0,0,"The Robert Adger Smythe award is based on numerous aspects of a fraternity: rush programs, membership development, management and operations, risk management awareness, alumni relations, finance, scholarship programs, public relations and community service."
218,3,6,"TXT","5",0,0,"San Luis Obispo Mayor Allen Settle, who is the Pi Kappa Alpha faculty adviser, said winning the award for the third time was particularly impressive because the chapter is relatively new."
219,3,6,"TXT","6",0,0,"They have only been on campus since 1987,” little said. It’s"
220,3,6,"TXT","6",0,0,"highly unusual that a fraternity, in the amount of time it has been on campus, has received such recognition.”It’s like winning three Academy Awards."""
221,3,6,"TXT","7",0,0,"Settle bases the fraternity’s success on the hard work of its members."
222,3,6,"TXT","8",0,0,"This is a group of young people who have done a great job,” Settle said. ’They have the desire to get things done right the first time around.”"
223,3,6,"TXT","9",0,0,"According to Watkins, the fraternity members completed 3,400 hours of community service last year, which helped gain national recognition. The group chose to support the Dr^ Abuse Resistance Education program, their main philanthropy, and donated volunteer time and $250 from fund-raisers."
224,3,6,"TXT","10",0,0,"Pi Kappa Alpha was started in the 1860s and has since included some prominent names. Settle said."
225,3,6,"TXT","11",0,0,"You would be surprised to find out some of the people who are Pikes,” he said. *^d Koppel is a Pi Kappa Alpha. It’s a very well-recognized fraternity.”"
226,3,0,"AT","0",0,1,"in"
227,3,0,"AT","0",0,1,"TONIGHT I!"
228,3,0,"AT","0",0,1,"Casino Night at"
229,3,0,"AT","0",0,1,"the Avenue with"
230,3,0,"AT","0",0,1,"AO SORORITY"
