"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
54,1,3,"TXT",6,0,0,"Dei will be graduating next fall and has a job this summer working for Lucky’s Fluid Milk Plant, but for now he spends most of his time helping to oversee operations of the Cal Poly plant."
55,1,3,"TXT",7,0,0,"Monday, Wednesday and Friday the plant is in full operation processing fluid milk."
56,1,3,"TXT",8,0,0,"“After the milk comes down from the dairy it is stored in stainless steel tanks which hold 2,000 gallons of milk,” Dei said. The milk is picked up from the dairy every other day."
57,1,3,"TXT",9,0,0,"The milk is then drawn"
58,1,3,"TXT",9,0,0,"out of the tanks and standardized to 3.5 percent milkfat. ""To do this, cream is drawn off the top. Then the cream is used to make other things, like butter,” Dei noted."
59,1,3,"TXT",10,0,0,"""The milk is pasteurized at 161 degrees for 15 seconds. From there it is put into the tiller which puts it into cartons or bags,” Dei said."
60,1,3,"ME",0,2,0,"Ptaasa saa page 2"
61,1,4,"HL",0,0,0,"School environment affects children’s learning abilities"
62,1,4,"BL",0,0,0,"by Nancy Sringer StaH Wrllar"
63,1,4,"TXT",1,0,0,"When a child whizzes down a playground slide he s learning physics, pure and simple. And when that child studies the shap>e formed by touching his ten fingertips together, he's observing an art basic—positive form and negative space."
64,1,4,"TXT",2,0,0,"Discovering educational concepts in the physical environment, and designing effective learning environments was the topic of a slide-illustrated talk presented here Thursday by Dr. Anne Taylor, a professor of art education and architecture at the University of New Mexico."
65,1,4,"TXT",3,0,0,"For the last 15 years Taylor has worked to ""marry education with architecture."" That is, she considers architecture a medium to teach ideas."
66,1,4,"TXT",4,0,0,"In her work designing schools, Taylor pays close attention to the learning needs of children, incorporating educational concepts into every aspect of the structure and the objects tlut fill it."
67,1,4,"TXT",5,0,0,"In an optimal learning environment, Taylor said, the doors, lighting, furnishings, even the walls ""represent some of the concepts that conte right out of the curriculum that we teach from textbooks.”"
68,1,4,"TXT",6,0,0,"One illustration of this was a slide showing a snaall cubicle with mirrors on all four inside walls. It is an art"
69,1,4,"TXT",6,0,0,"center where children draw their likeness on the mirror by tracing over their image. Taylor said the children are able to draw with great detail this way and she found improvement in later artwork."
70,1,4,"TXT",7,0,0,"The mirrored space also presents the difficult concept of infinity in a way children can see."
71,1,4,"TXT",8,0,0,"Round forms are used as much as possible in the play areas Taylor designs because, she said, they permit eye contact and promote socialization."
72,1,4,"TXT",9,0,0,"To implement some of her ideas would cost more than to build a standard elementary schoolroom, but Taylor also utilizes often overlooked learning tools that are part of any schoolroom."
73,1,4,"TXT",10,0,0,"For example, thousands of dollars are spent every year on teaching aids that show children how various mechanical systems work. Taylor’s philosophy is to uncover some of those systems, such as plumbing and heating, so the students could learn by simply looking at the exposed pipe system."
74,1,4,"TXT",11,0,0,"Another design that Taylor said has been very successful in two ways is a solar greenhouse. Children, who are egocentric, learned to nurture life outside themselves in the greenhouse. The circulating heat system, she added, provided a good comparison to teach ttem about their own circulatory systems."
75,1,4,"TXT",12,0,0,"“Children learn a great many things by themselves,” Taylor said, “but the environment must be well designed and optimally provisioned.”"
76,0,0,"B",0,0,0,
77,1,4,"NA",0,0,0,"Í""'"
78,1,4,"PH",0,0,0,"Anne Taylor speaks with Interested listeners at her speech Thursday."
79,2,0,"PI",0,0,0,"MustaiiBMhr Mondi^.MaytélI"
80,2,3,"ME",0,0,0,"Dairy plant brings jobs, milk to Poly students"
81,2,2,"ME",0,0,0,"Engineers flock to minor"
82,2,3,"ME",0,-1,0,"Frompag«l"
83,2,3,"TXT",11,0,0,"The plant also produces seven different kinds of cheme, which are sold in 20-pound blocks. A typical order from the cafeteria is 400 pounds of cheese per week."
84,2,3,"TXT",12,0,0,"The cheese is also distributed to the campus store and Williams Brothers, where it is sold as Cal Poly cheese or generic brand."
85,2,3,"TXT",13,0,0,"“Our cheese is a higher quality than commercial brands because we cure it longer: we have more time,” said Dei."
86,2,3,"TXT",14,0,0,"First, a vat holding 1,000 gallons of milk is filled and cheese culture is added. This is left to ripen and rennett (an en-zymel is added to make the milk gel up. ""It gets to be the consistency of yogurt,” Dei explained."
87,2,3,"TXT",15,0,0,"“Then this mixture is cut and cooked,” he added. After this procedure the whey is drained off and cheese curd is left."
88,2,0,"AT",0,0,1,"^ÎSjjteNL"
89,2,0,"AT",0,0,1,"55 N0I7TH BROAD STREET SAN LUIS OBISPO.CAUF. PHONE 543-2ÎOO"
90,2,0,"AT",0,0,1,"ENJOYABLE LIVING"
91,2,0,"AT",0,0,1,"it All You Can Eat Meal Plans"
92,2,0,"AT",0,0,1,"* Private Living Rooms and Baths"
93,2,0,"AT",0,0,1,"* Planned Student Activities"
94,2,0,"AT",0,0,1,"★ The Freedom from Utility Costs"
95,2,0,"AT",0,0,1,"★ But...Most Importantly, CONVENIENCE"
96,2,0,"AT",0,0,2,"VACAtiON»OOilllNQ."
97,2,0,"AT",0,0,2,"Plan alvMd ailha BoeltMoia ''"
98,2,0,"AT",0,0,2,"Witti • vartoty Infomurthm traval books aiKl fteirabia luggsgs"
99,2,0,"AT",0,0,2,"IBooksIdie"
100,0,0,"B",0,0,0,
101,2,0,"NA",0,0,0,"m"
102,0,0,"B",0,0,0,
103,2,0,"NA",0,0,0,"M,?'."
104,2,3,"TXT",16,0,0,"“The cheese is vacuum sealed. This keps the air out«and gives the product a longer shelf life,” Dei said."
105,2,3,"TXT",17,0,0,"Milk cheese is cured for three months, medium cheddar is cured four to six months, and sharp cheddar is cured six months. The curing rooms are huge walk-in coolers, their shelves stocked."
106,2,3,"TXT",18,0,0,"All the products produced at the plant are product tested at the plant’s own lab. “Everything is state regulated, so you have to keep on top of it,” Dei explained."
107,2,3,"TXT",19,0,0,"“Everyone who works here is pretty responsible, everyone pitches in,” he added."
108,2,3,"TXT",20,0,0,"“We are a pretty busy little place,” said Dei. “Our pricing must be comparable to that of commercial dairies, because we compete in the same market."
109,2,3,"TXT",21,0,0,"“We have to rely on our name and quality.”"
110,2,2,"TXT",15,0,0,"wouldn’t have signed up for the minor. ’Thrfact that it can help me career-wise is just a fringe beneftt,” said Hand."
111,2,2,"TXT",16,0,0,"Hand said he reads books and writes m his free"
112,2,2,"TXT",16,0,0,"time, but taking an English class forces him to set aside the time to pursue it."
113,2,2,"TXT",17,0,0,"“You might say it gives me an excuse to take up some time with reading,” he said."
114,2,2,"TXT",18,0,0,"""Another factor is that the poeple in English classes are différait from those in engineeriqg classes, and it’s good to mingle with different kinds of people,” Hand said:"
115,2,2,"TXT",19,0,0,"Another Electronic Engineeing senior. Sean McNally, said English classes offer a nice Change"
116,2,2,"TXT",19,0,0,"of pace, and could provide him with communication skills important in his field."
117,2,2,"TXT",20,0,0,"“Tve been told by some professors that engineers in the field have trouble because they have good ' ideas but they can’t com-I munieata them. There’s a good chance that communication skills will become important in management positions 1 might want to pursue.” McNally said."
118,2,2,"TXT",21,0,0,"McNally also cited the importance of having a minor in English included on his resume."
119,2,2,"TXT",22,0,0,"“It’s better to go into an interview with a resume that shows an English i minor ratha* than just telling the interviewer I took a ' lot of English classes,” he said."
120,2,2,"TXT",23,0,0,"Stuart Allen, a| sophomore Metallurgical"
121,2,2,"TXT",23,0,0,"Engineering major, is minoriu in Philosophy m weD as English."
122,2,2,"TXT",24,0,0,"•‘Oem^ education is important to have.” Allen said. “I don’t want to look at everything from an engineering standpmnt."
123,2,2,"TXT",25,0,0,"""Phil08(^liy is a way of thinking, and English is a way of expressing myself. These . will both be necessary parts of working for myself, which I want to do, eventually.”"
124,2,2,"TXT",26,0,0,"And, of course, for Allen there is the enjoyment of reading and writing; the break from engineering classes."
125,2,2,"TXT",27,0,0,"”It’s nice to sit down and havt to read a book.” Allen said. “That’s not to say English is a bed of roses, though. I have tb work at it. too. It’s like anything else: you get out of it what you put into it.” ,"
126,2,0,"AT",0,0,3,"A SPECIAL INVITATION"
127,2,0,"AT",0,0,3,"foryoototrv pete Christie hairstyling"
128,2,0,"AT",0,0,3,"pOt0 Christ!© regrel haircuts tor guy* tk OQl*"
129,2,0,"AT",0,0,3,"hairstyling_____ 846 Higuero 544-9813"
130,2,0,"AT",0,0,4,"□ORI"
131,2,0,"AT",0,0,4,"The"
132,2,0,"AT",0,0,4,"Contest:"
133,2,0,"AT",0,0,4,"Oominda Pizza wW award free, 30 (aiga pizzas and $6000 cash «or Hqutd refrsahmanls to the group purchasino ttia moat plzaas atorttog Mayl and rurmlno through May 31"
134,2,0,"AT",0,0,4,"775A FoothlN Bfrd."
135,2,0,"AT",0,0,4,"1 FREE quart of Coke with every"
136,2,0,"AT",0,0,4,"pizz* Just Ask"
137,3,0,"NA",0,0,0,1
138,3,0,"NA",0,0,0,"t"
139,3,0,"NA",0,0,0,"i"
140,3,0,"AT",0,0,2,"THF PT77A THAT"
141,3,0,"AT",0,0,2,"TAKES YOU TO NEW HEIGHTS!"
142,3,0,"AT",0,0,2,"Call 541-4420"
143,3,0,"AT",0,0,2,"1015 Court^ Street S.L.O."
144,3,0,"NA",0,0,0,6
145,3,0,"NA",0,0,0,"i; 4ii !i^ iPl ! jR'Is"
146,3,0,"NA",0,0,0,"I"
147,3,0,"NA",0,0,0,"Î"
148,3,0,"NA",0,0,0,"!"
149,3,0,"NA",0,0,0,"e"
150,3,0,"NA",0,0,0,"I"
151,3,0,"NA",0,0,0,
152,3,0,"NA",0,0,0,"il"
153,3,0,"NA",0,0,0,1
154,3,0,"NA",0,0,0,"□1"
155,3,0,"NA",0,0,0,"□"
156,3,0,"NA",0,0,0,"!!"
157,3,0,"NA",0,0,0,"J"
158,3,0,"NA",0,0,0,6
159,3,0,"NA",0,0,0,"!"
160,3,0,"NA",0,0,0,"!"
161,3,0,"NA",0,0,0,"!"
162,3,0,"NA",0,0,0,"I"
163,3,0,"NA",0,0,0,3
164,3,0,"NA",0,0,0,"HIM"
165,3,0,"NA",0,0,0,"II"
166,3,0,"NA",0,0,0,"I"
167,3,0,"NA",0,0,0,"I"
168,3,0,"NA",0,0,0,"Î"
169,3,0,"NA",0,0,0,"i I"
170,3,0,"NA",0,0,0,"«"
171,3,0,"NA",0,0,0,"i s li"
172,3,0,"NA",0,0,0,"!"
173,3,0,"NA",0,0,0,"i ■"
174,3,0,"NA",0,0,0,"i I"
175,3,0,"NA",0,0,0,"J____L"
176,3,0,"NA",0,0,0,"U"
177,3,0,"NA",0,0,0,"! i si II"
178,3,0,"NA",0,0,0,"»1. i. i ! I. J !i! y i L. 1"
179,3,0,"NA",0,0,0,"i"
180,3,0,"NA",0,0,0,"I"
181,3,0,"NA",0,0,0,"3 !"
182,3,0,"NA",0,0,0,"I"
183,3,0,"NA",0,0,0,"y^blyi jiii! É lilji"
184,3,0,"NA",0,0,0,"Flil"
185,3,0,"NA",0,0,0,"issea"
186,3,0,"NA",0,0,0,"III"
187,3,0,"NA",0,0,0,1231
188,3,0,"NA",0,0,0,"!"
189,0,0,"B",0,0,0,
190,0,0,"B",0,0,0,
191,3,0,"NA",0,0,0,"Ir/iMNM ItvaillM III NOMI: VrMSCSAw"
192,3,0,"NA",0,0,0,"I MOV«: tim MJt M"
193,3,0,"NA",0,0,0,"bnä«’"
194,3,0,"NA",0,0,0,"fP Law SM"
195,3,0,"NA",0,0,0,"1^1 KA M CMlMt"
196,3,0,"NA",0,0,0,"lua an"
197,4,0,"OT",0,0,7,"THURSDAY"
198,4,0,"OT",0,0,7,"5/12/83"
199,4,0,"NA",0,0,0,"iviww —"
200,4,0,"NA",0,0,0,"12:M"
201,4,0,"NA",0,0,0,"itr*"
202,4,0,"NA",0,0,0,"• OaaMMlaaAtaa"
203,4,0,"NA",0,0,0,"(»vail Ula afMMy 111 mm MaHawa."
204,4,0,"NA",0,0,0,"l!^«aMaMa.Oaa."
205,4,0,"NA",0,0,0,"luvaAa lo^lTa^l^ lH/ail iaWa lar «a PaaMy"
206,4,0,"NA",0,0,0,"■ d) Awaaeara"
207,4,0,"NA",0,0,0,"■ d) UMliigM w«» Oa«M CaOaraiaa"
208,4,0,"NA",0,0,0,"• CaiMtaa"
209,4,0,"NA",0,0,0,"B AKNiaaM Oaa aa Oaa"
210,4,0,"NA",0,0,0,"■ OMeCiaaA"
211,4,0,"NA",0,0,0,"■ tava Aiaaitcaw Myla"
212,4,0,"NA",0,0,0,"lil MOW: *ClMaaar M Kaaa"
213,4,0,"NA",0,0,0,"III MOW: ytcurnl Vtelarta' la:« • MaClaiia"
214,4,0,"NA",0,0,0,"lo/aol nm iMrtaOajl^"
215,4,0,"NA",0,0,0,"l»Wil UM atiil^"
216,4,0,"NA",0,0,0,"AaSe aa"
217,4,0,"NA",0,0,0,"»fmmmm RapaiM laaa AaMiMaa MyM MOW: taalira*^ IF/Itl NMN npa l»V>il iaHa Mr Ma PaaM« IM« III MOV«: IVMav Ma IMi' Parta"
218,4,0,"NA",0,0,0,"iaa»i|rr AaaiMara ■ (Ci^/Maaaarh"
219,4,0,"NA",0,0,0,"^ A^tMaaOaa aaOaa"
220,4,0,"NA",0,0,0,"maoTmIammS«"
221,4,0,"OT",0,0,7,"SATURDAY"
222,4,0,"NA",0,0,7,"5/14/83"
223,4,0,"NA",0,0,0,"I Oaya Aflata"
224,4,0,"OT",0,0,7,"* FRIDAY 5/13/83"
225,4,0,"NA",0,0,0,"s«o"
226,4,0,"NA",0,0,0,"iiSÜmP'"
227,4,0,"NA",0,0,0,"iSÄÄ®'"
228,4,0,"NA",0,0,0,"I MOW: ‘AaMar Wavaa' iH/ail MHa Mr Am PaaMy Ul MOW: üaaa Maa Oaat"
229,4,0,"NA",0,0,0,"Msa"
230,4,0,"NA",0,0,0,"i Laaaraa A M lOlah Cava*"
231,4,0,"NA",0,0,0,"ACa."
232,4,0,"NA",0,0,0,"7«A"
233,0,0,"B",0,0,0,
234,4,0,"NA",0,0,0,"A:aA"
235,4,0,"NA",0,0,0,"7«a"
236,4,0,"NA",0,0,0,"iraa'a CaMaaay MvaA Pina O"
237,4,0,"NA",0,0,0,"MOW: Tha PMMiMiai iH/ail AaMM Mr Ma PaaMy"
238,4,0,"NA",0,0,0,"Lavaraa A AAAMy A Ca."
239,4,0,"NA",0,0,0,"DMk Cavati-'"
240,4,0,"NA",0,0,0,"fMavM CaaTA"
241,4,0,"NA",0,0,0,"Maaa/AflarM/WaaMar Mafl^aaaTd MOW: taalara' lF/iai tBAaMiWa Apart AaaA."
242,4,0,"NA",0,0,0,"lo/20l ItPN ApartaCaalar"
243,4,0,"NA",0,0,0,"iM/ailCauMct I Vaiaa al /"
244,4,0,"NA",0,0,0,"(F/isicild iM/ail Maaaa III Tira la a Aaa"
245,4,0,"NA",0,0,0,"$»Ä«irra!r"
246,4,0,"NA",0,0,0,"i A la WiMaa I Taaa TaM"
247,4,0,"NA",0,0,0,"«:M"
248,4,0,"NA",0,0,0,"11:1"
249,4,0,"NA",0,0,0,"Aiaaitea’a Tap Taa KMAÌf*a tUMAaa"
250,4,0,"NA",0,0,0,"Trala"
251,4,0,"NA",0,0,0,"(■IMMaa*a"
252,4,0,"NA",0,0,0,"IKW: 1"
253,4,0,"NA",0,0,0,"iF/ial"
254,4,0,"NA",0,0,0,"11:«"
255,4,0,"NA",0,0,0,"11:SA"
256,4,0,"NA",0,0,0,"• HaaAAVM"
257,4,0,"NA",0,0,0,"CAaM/Naw"
258,4,0,"NA",0,0,0,"I TAraa a ^Sa^apaay"
259,4,0,"NA",0,0,0,"aWKRP la OaelaaaA ar'a WM"
260,4,0,"NA",0,0,0,"7:SA SS^aaMaTaaai"
261,4,0,"NA",0,0,0,"I Tlaaa'a Caiapaay _l Taa AaàadPer A I Lavaraa A Whtm A Ca."
262,4,0,"NA",0,0,0,"I Iva aa I.A."
263,4,0,"NA",0,0,0,"^ MssMsi84ySiwc Ms^Sfl I Nouss CsHs IWIOIP la CMeMaae I O M*A*t*M iTfc Tac OanflA IlVTIl AMr TlaM III VMaa JaliaAai"
264,4,0,"NA",0,0,0,"■aa,PX"
265,4,0,"NA",0,0,0,"_ ly Mt vaiala w/ J. Daavar.,A"
266,4,0,"NA",0,0,0,"■ MOW: «Mal CavMay*"
267,4,0,"NA",0,0,0,"iSTSiissr"
268,4,0,"NA",0,0,0,"8 MOW;*«aa Aaa*"
269,4,0,"NA",0,0,0,"Ifl MOV«:‘Caaay’a AAaAavr' iF/ial Miiar u AaM AaaMaall 10/201 tAPN r III Taiaaly Piva Va Jsifv Lss**A CsIsSislIsfi abMMaAMry"
270,4,0,"NA",0,0,0,"■ OraaaAra pUaDaMctar IH/211 AaoAMr UM"
271,4,0,"NA",0,0,0,"t«0 **** **** ****"
272,4,0,"NA",0,0,0,"Sa£l® °*** **'"
273,4,0,"NA",0,0,0,"8 9*""""!** * Ataah"
274,4,0,"NA",0,0,0,"MY88SM1"
275,4,0,"NA",0,0,0,"8Sr*^P"""
276,4,0,"NA",0,0,0,"10/201 AwM Aaalafl «M OH NaaV Aacaifl liaia Paaioaa, CA"
277,4,0,"NA",0,0,0,"lH/211 Puma A AAaa 111 MOW: -PaaPaanaluai'"
278,4,0,"NA",0,0,0,"VllOTfV"
279,4,0,"NA",0,0,0,"rA«*H_ _"
280,4,0,"NA",0,0,0,"K'iSJür"
281,4,0,"NA",0,0,0,"¿encara"
282,4,0,"NA",0,0,0,"vav"
283,4,0,"NA",0,0,0,"9W: TIm APallaa"
284,4,0,"NA",0,0,0,"AMry'"
285,4,0,"NA",0,0,0,"IIV21II MarrMA Jaaa"
286,4,0,"NA",0,0,0,"ar Aora;;-/"
287,4,0,"NA",0,0,0,"I"
288,4,0,"NA",0,0,0,"MML AtaaMy Cap"
289,4,0,"NA",0,0,0,"lO^OMaaMa Am UAPL lH/211 My UAM HMiflM III HaolMr"
290,4,0,"NA",0,0,0,"ii«A|^ d) • CD • • O"
291,4,0,"NA",0,0,0,"ÌAalvrAay MgM Aaalaaai Aaport"
292,4,0,"NA",0,0,0,"la taarati at—."
293,4,0,"NA",0,0,0,"■ - ^ - -tpVvTVrvOVIV"
294,4,0,"NA",0,0,0,"88sfy"
295,4,0,"NA",0,0,0,"ICV20?TaPN I lH/2111"
296,4,0,"NA",0,0,0,"11-.AA"
297,4,0,"NA",0,0,0,"I Praaawa NaparM Mr|S8 Lssmb 8S( Laa AaflaMaalAaa 0"
298,4,0,"NA",0,0,0,"~ (BWKflPI"
299,4,0,"NA",0,0,0,"lF/ial‘Yaari 10/201 NCAA"
300,4,0,"NA",0,0,0,"ra^l Vla’a Vaoaal Lai"
301,4,0,"NA",0,0,0,"Saaaa"
302,4,0,"NA",0,0,0,"^^^5 sr^I 89s8Sik lF/ial Ara Voa AayAaAyT IIV21I Cai al Am woal III MOVAL* «aaAaiaaahaa'"
303,0,0,"B",0,0,0,
304,4,0,"NA",0,0,0,"IMOASTMaa AM"
305,4,0,"NA",0,0,0,"^M^ali"
306,4,0,"NA",0,0,0,"Í MW«: ‘"
307,4,0,"NA",0,0,0,"1ST"
308,4,0,"NA",0,0,0,"(O^l la"
309,4,0,"NA",0,0,0,"a AAM"
310,4,0,"NA",0,0,0,"7-.1A"
311,4,0,"NA",0,0,0,"Aary Pad"
312,4,0,"NA",0,0,0,"III wcs"
313,4,0,"NA",0,0,0,"■Hovm W« www"
314,4,0,"NA",0,0,0,"Jsv®*** «____"
315,4,0,"NA",0,0,0,"S 2 aa Am Tavm"
316,4,0,"NA",0,0,0,"TMaa'a Caaipaay Vaa AaAaA m A"
317,4,0,"NA",0,0,0,"(fi MOW:"
318,4,0,"NA",0,0,0,"Juaflia'"
319,4,0,"NA",0,0,0,"(F/ial Ara Voa AayAady? lH/2il WaatiaaA OwAoiMr III MOV«: *00100 Apar"
320,4,0,"NA",0,0,0,"Lavaraa A AIMloy A Ca. A:« 10/201 NCAA MaPael laaal I lya aa l-A. Aariaa"
321,4,0,"NA",0,0,0,"k m^m^a^U T«Afl"
322,4,0,"NA",0,0,0,"I AAIOT^^M^^iOTw^M ■ «WP"
323,4,0,"NA",0,0,0,"iTMaAMak M (IT MOV«: Xaal I lF/ial OvaAaa 10/201 AaM «"
324,4,0,"NA",0,0,0,"lH/211 MOW- *Laao 12:« ÌÉ Waak M navMw"
325,4,0,"NA",0,0,0,"12«aP (D mow"
326,4,0,"NA",0,0,0,"Al TIm AMvMa"
327,4,0,"NA",0,0,0,"(F/ltll"
328,4,0,"NA",0,0,0,"Ul/2111"
329,4,0,"NA",0,0,0,"iirA*i*N"
330,4,0,"NA",0,0,0,": Tac"
331,4,0,"NA",0,0,0,",w"
332,4,0,"NA",0,0,0,"r Tkaa I Oakaa al HauarA"
333,4,0,"NA",0,0,0,"MIA"
334,4,0,"NA",0,0,0,"A-.1A"
335,4,0,"NA",0,0,0,"m MOW -PaaA al Am SaAa’"
336,4,0,"NA",0,0,0,"WssMrs^sR YVssIi/"
337,4,0,"NA",0,0,0,"f MOW ^ava Arar* Aparla TaalflM AAaot-12 MOW: 'Jala' iF/ial WiM PAflM 10/201 HMI Aparti"
338,4,0,"NA",0,0,0,"JjPafldr"
339,4,0,"NA",0,0,0,"MOW TIm AAvaalvraa Ntah CarMr*"
