"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
68,1,2,"TXT","4",0,0,"America reaching a high point and the power of America’s political allies in Russia suddenly dropping, fears about the return of another Russian dictatorship began to resurface."
69,1,2,"TXT","5",0,0,"One week ago, the Russian Parliament officially condemned the recent actions of Russian President Boris ""Veltsin, who was elected under the banner of democratic reform."
70,1,2,"TXT","6",0,0,"Many members of the Russian Parliament, led by Yeltsin’s nemesis Ruslan I. Khasbulatov, wanted to see him impeached, though there was not enough support to warrant the proceedings."
71,1,2,"TXT","7",0,0,"In fighting with each other, both Yeltsin and Parliament lost credibility and power, which was picked up by more localized governments. This led to fears that Russia, without"
72,1,2,"TXT","7",0,0,"any real leader and an economy that seemed locked in a downward spiral, was ripe for"
73,1,2,"TXT","7",0,0,"a dictator to take control. This, of course, would also implicate control of Russia’s nuclear and military potential."
74,1,2,"TXT","8",0,0,"Yeltsin has scheduled a general referendum to affirm his leadership for April 25; he’s betting on the Russian people holding more positive views toward him than Parliament does."
75,1,2,"TXT","9",0,0,"Cal Poly political science professor Joe Weatherby, a frequent visitor to Russia, said he doesn’t expect Russian voters to be very enthusiastic, regardless of which side they take."
76,1,2,"TXT","10",0,0,"“The average (Russian) is completely turned off to politics right now,” he said."
77,1,2,"TXT","11",0,0,"Yeltsin’s democratic changes, according to Weatherby, have ruined the people economically."
78,1,2,"TXT","12",0,0,"Older Russians, who depend on fixed incomes from their"
79,1,2,"TXT","12",0,0,"pensions, have been hit the hardest, he s£dd."
80,1,2,"TXT","13",0,0,"They’ve watched inflation and the cost of living soar, while their monthly checks are written for the same 4,000 rubles they were written for five years ago. In 1988, one ruble was worth more than cne dollar. Now, one dollar will purchase as many as 700 rubles. One month’s salary might finance a meul at McDonald’s."
81,1,2,"TXT","14",0,0,"Battaglia sees Russia’s economic woes as a temporary lapse on the way to becoming a great consumer society."
82,1,2,"TXT","15",0,0,"He developed a business by purchasing Russian military surplus items — such as watches and night-vision goggles — at liquidation prices and reselling them in the United States. He buys them from factories that used to be government-subsidized and are now buckling under the pressure of a free-market system."
83,1,0,"OT","0",0,0,"KOFE®"
84,1,0,"OT","0",0,0,"Today: A Poly graduate has a unique outlook on recent changes in Russia — he’s been there during them. Wednesday: One local couple is watching developments in Yugoslaiia with interest. Thursday: Silas Lyons on his travels to war-tom Serbia one year after war began there."
85,1,2,"TXT","16",8,0,"“Russia is open to anything right now,” Battaglia said. While the older generation may be suffering on their fixed incomes, a new breed of opportunists and entrepreneurs is already catching on to the idea of capitalism. Battaglia said it has definitely taken root in See RUSSIA, page 8"
86,0,0,"B","0",0,0,
87,1,0,"OT","0",0,0,"niSIDE"
88,1,0,"OT","0",0,0,"Nation"
89,1,0,"OT","0",0,0,"The Navy is looking to place women on its front lines over the next four years / page two"
90,1,0,"OT","0",0,0,"Tuesday’s expanded opinion section"
91,1,0,"OT","0",0,0,"In Your Opinion: Is the noisy construction on campus ilh timed? / page four"
92,1,0,"OT","0",0,0,"Few books are likely to offend Amy Hooper more than the dictionary / page five"
93,2,0,"PI","0",0,0,"Tuesday. Aprils, 1993"
94,2,0,"PI","0",0,0,"\NG DAILY"
95,2,0,"SH","0",0,0,"World^Nation^State"
96,2,3,"HL","0",0,0,"Navy prepared to place women in combat jobs"
97,2,3,"BL","0",0,0,"Washington. D.C."
98,2,3,"TXT","1",0,0,"The Navy wants to put women in all its front-line combat jobs — as fighter pilots, submariners and warship crew members — within the next four years, officials say."
99,2,3,"TXT","2",0,0,"In a tradition-breaking plein ready for action by Defense Secretary Les Aspin, the Navy suggests allowing women to serve on six classes of combat support ships within the next several months. It would also allow them to enter trail.ing for more advanced combat jobs."
100,2,3,"TXT","3",0,0,"The sweeping plan is designed to repair the Navy’s battered image in the wake of the TEiilhook sex abuse scandal. It"
101,2,3,"BQT","0",0,0,"The plan would also make it difficult for the military to bar any other group- such as homosexuals-from combat jobs, as some have proposed."
102,2,3,"TXT","3",0,0,"would also put the service in the forefront of revising attitudes toward women in the military."
103,2,3,"TXT","4",0,0,"The plan would also make it difficult for the military to bar any other group — such as homosexuals — from combat jobs, as some have proposed."
104,2,3,"TXT","5",0,0,"“The plan is to increase the role of"
105,2,3,"TXT","5",0,0,"women in the Navy .... it is something the Navy would very much like to have happen,” said a senior Pentagon official knowledgeable about the plan who spoke on condition of anonymity."
106,2,3,"TXT","6",0,0,"Adm. Frank Kelso Jr, the Navy’s top admiral, has approved the plan, the official said."
107,2,3,"TXT","7",0,0,"At present, women are barred from flying combat aircraft and serving on major warships, such as aircraft carriers, destroyers or cruisers and submarines."
108,2,3,"TXT","8",0,0,"However, they do serve on 64 of the Navy’s 453 vessels — primarily supply ships, such as oilers or submarine tenders, or repair and salvage vessels."
109,2,3,"TXT","9",0,0,"Allowing women in the Navy’s premier combat slots means they could seek out and destroy enemies as P-A-18 fighter pilots, for example, or as nuclear missile launchers on Trident submarines."
110,2,3,"TXT","10",0,0,"Congress has passed legislation to repeal the ban on women in certain Air Force aircraft."
111,2,0,"NA","0",0,0,"M"
112,2,0,"SH","0",0,0,"Briefs"
113,2,4,"HL","0",0,0,"King trial verdict decided soon"
114,2,4,"BL","0",0,0,"Los Angdes. Calif."
115,2,4,"TXT","1",0,0,"The jury in the Rodney King beating trial will begin deliberations on Easter Sunday, the judge predicted Monday, saying he would order closing arguments to continue through Saturday if necessary."
116,2,4,"TXT","2",0,0,"U.S. District Judge John G. Davies told jurors to let him know if they will need time off Sunday for religious observances. He said he has already heard that some jurors want to attend church on Good Friday afternoon."
117,2,4,"TXT","3",0,0,"The judge outlined a schedule for the trial’s finale as defense attorneys continued to oppose a government plan to show jurors a policeman’s videotaped testimony from an earlier state trial."
118,2,4,"TXT","4",0,0,"Davies ruled that Officer Theodore Briseno’s state-"
119,2,5,"HL","0",0,0,"Garamendi, Brown begin debate Sacramento, Calif."
120,2,5,"TXT","1",0,0,"Kathleen Brown campaigned for the Democratic nomination for governor Sunday as if the 1994 primary were next Tuesday, but her expected rival, John Garamendi, sidestepped a direct political showdown."
121,2,5,"TXT","2",0,0,"The back-to-back speeches by Brown, the state treasurer, and Garamendi, state insurance commissioner, to more than 2,000 party activists was the political highlight of the CaUfomia Democratic Party’s annual convention."
122,2,4,"TXT","4",0,0,"ments which could prove damaging to his defense would be allowed to be played. But he left open a complex issue of whether Briseno’s Simi Valley testimony was tainted"
123,2,4,"TXT","4",0,0,"by exposure to admissions made by his co-defendants during compelled interviews with police internal affairs investigators."
124,2,4,"TXT","5",0,0,"He ordered lawyers back to court at 7:30 a.m. Tuesday to discuss the matter before the tape can be played. Government prosecutors said their rebuttal would be concluded before noon Tuesday if the schedule remains on course."
125,2,4,"TXT","6",0,0,"Davies said he would give the defense Tuesday afternoon for rebuttal testimony, then would meet with attorneys Wednesday to discuss jury instructions. Closing arguments could start Thursday, he said, but an abbreviated session Friday would let the arguments spill over into Saturday."
126,2,4,"TXT","7",0,0,"Earlier, the government won a round in its attempt to get the Briseno videotape into evidence when an appeals court refused to intervene in the cast'. The government seeks to convict Briseno with his own words."
127,2,4,"BL","0",0,0,"Compiled from Associated Press Reports"
128,0,0,"B","0",0,0,
129,0,0,"B","0",0,0,
130,0,0,"NA","0",0,0,"7 di"
131,0,0,"NA","0",0,0,"y."
132,0,0,"B","0",0,0,
133,0,0,"NA","0",0,0,"y-»"
134,0,0,"B","0",0,0,
135,0,0,"B","0",0,0,
136,0,0,"NA","0",0,0,"KMUT"
137,2,0,"AT","0",0,1,"CAL POLY SHORIN-RYU KARATE CLUB"
138,2,0,"AT","0",0,1,"(Founded in 1979)"
139,0,0,"AT","0",0,1,"Shorin-Ryu (Maisiibayashi-ryu) Karate i.s a hard, conservaiive style ol Karate from Okinawa. Shorin-Ryu is noted for its simple and augressive attacks involving the use of hands, elbows and feet. Simlcnts are instructed according to traditional Okinawan techniques, rather than being trained to participate in sport Karate contests. Basic techniques, Kata, sell-delense, free fighting, and physical conditioning are stressed in a disciplined, systematic environment. Exposure to and training with traditional Karate weapons is included for students reaching black belt levels."
140,0,0,"AT","0",0,1,"PRACTICE TIMES;"
141,0,0,"AT","0",0,1,"MONDAY, WEDNESDAY 6:30-8:30 pm SATURDAY 9:00-11:00 am LOCATION:"
142,0,0,"AT","0",0,1,"CRANDALL GYM"
143,0,0,"AT","0",0,1,"The first training period for beginning students will be on Wednesday,"
144,0,0,"AT","0",0,1,"April 7 at 6:30 pm. All Cal Poly students and staff are welcome to join our traditional and highly disciplined program."
145,0,0,"AT","0",0,1,"For more information contact;"
146,0,0,"AT","0",0,1,"CAL POLY"
147,0,0,"B","0",0,0,
148,0,0,"B","0",0,0,
149,0,0,"B","0",0,0,
150,0,0,"B","0",0,0,
151,0,0,"B","0",0,0,
152,0,0,"B","0",0,0,
153,0,0,"B","0",0,0,
154,0,0,"NA","0",0,0,"■¡day"
155,0,0,"B","0",0,0,
156,0,0,"NA","0",0,0,"•>4a,f,sv5."
157,0,0,"B","0",0,0,
158,0,0,"B","0",0,0,
159,0,0,"NA","0",0,0,"ft* \"
160,0,0,"B","0",0,0,
161,0,0,"B","0",0,0,
162,0,0,"B","0",0,0,
163,0,0,"B","0",0,0,
164,0,0,"NA","0",0,0,"'\"
165,2,0,"AT","0",0,2,"fxican Altura Coffee 80C"
166,2,0,"AT","0",0,2,"V^et Roasted	,"
167,2,0,"AT","0",0,2,"f	~	1"
168,2,0,"AT","0",0,2,"(Mexican Cinnamon Rolls $ 1.25"
169,2,0,"AT","0",0,2,"10"
170,2,0,"AT","0",0,2,"Tropicana Orange Juice 950"
171,2,0,"AT","0",0,2,"Ty Lee at 543*1480 or Rami Tamir at 544-3663"
172,2,0,"AT","0",0,2,"REGULAR MENU 10:30am to 2:30pm"
173,0,0,"B","0",0,0,
174,2,0,"AT","0",0,2,"9"
175,2,0,"AT","0",0,2,"TapangCs is located between the Library -yand Dexter. 5"
176,3,0,"PI","0",0,0,"MUSTANG DAILY"
177,3,0,"PI","0",0,0,"Tuesday, APRIL 6, 1993	3"
178,3,6,"HL","0",0,0,"WOW draws 220 volunteers"
179,3,6,"BL","0",0,0,"By Annie Brinan"
180,3,6,"BL","0",0,0,"Staff Writer"
181,3,6,"TXT","1",0,0,"Some 220 students answered the university’s call for volunteers to become Week of Welcome counselors last Tuesday."
182,3,6,"TXT","2",0,0,"Mike Arnold, a soil science junior, said that the training is every Tuesday night during Spring Quarter and the participants must attend every meeting and event to become a counselor."
183,3,6,"TXT","3",0,0,"Of the 220 students, WOW coordinators say they usually lose about 50 along the way to attrition."
184,3,6,"TXT","4",0,0,"The ten weeks of training consist of activities and seminars on leadership, communication, teamwork, ethnic and social diversity, as well as having fun and playing games. Also included are skits of awareness about dating, date rape and substance abuse."
185,3,6,"TXT","5",0,0,"At the end of the training, students decide whether they want to be WOW counselors or on the WOW staff, where they do things such as work in an information booth and have a"
186,3,6,"TXT","5",0,0,"program for parents in the Fall."
187,3,6,"TXT","6",0,0,"Amidst the hum of voices in Chumash Auditorium, the site for the first training meeting of prospective counselors, Michelle Lozano, a human development freshman, explained her reasons for wanting to become part of Cal Poly’s unique orientation program."
188,3,6,"TXT","7",0,0,"“I want (to be a counselor) to make sure next year’s freshmen become comfortable,” she said."
189,3,6,"TXT","8",0,0,"Lozano went through WOW in Fall, 1992, and said that it made her feel comfortable and gave her a sense of admiration for her own counselors, Jason and Julie."
190,3,6,"TXT","9",0,0,"“They were awesome,” Lozano said."
191,3,6,"TXT","10",0,0,"Annabel Lopez also expressed enthusiasm over the opportunity to become a counselor."
192,3,6,"TXT","11",0,0,"“I had a lot of fun during WOW, and I want to do that again,” said Lopez, an agriculture engineering freshman. “If I can’t be a WOWie (again), I want to be a WOW counselor.”"
193,3,6,"TXT","12",0,0,"During the training seminar, counselor hopefuls participated in a number of events designed"
194,3,6,"TXT","12",0,0,"to prepare them for their job of introducing groups of new Cal Poly students to the campus and community come the beginning of next year."
195,3,6,"TXT","13",0,0,"A WOW coordinator dressed in a white sheet with a shower cap on his head said that he was getting ready for the WOW Spring Training opening night skit, “Planet WOW.”"
196,3,6,"TXT","14",0,0,"Arnold said that he was playing the part of a cloud in the skit, in which a space ship carrying a WOW girl and guy lands on different planets, including the planets of ideas and concepts, diversity, awareness, communication and fun."
197,3,6,"TXT","15",0,0,"Aeronautical engineering freshman Basem Elsokary said, “I missed WOW week and I heard it was a lot of fun, and I thought the next best thing was to be a counselor.”"
198,3,6,"TXT","16",0,0,"Jon Lowings, a natural resource management sophomore, said that he “met some of my best friends here, and I think it would be good to help other people meet good friends, too.”"
199,0,0,"B","0",0,0,
200,3,0,"PH","0",0,0,"CRAIG STOUT/Mustang Dally"
201,3,0,"PH","0",0,0,"Students like these assembled last Tuesday hoping to become WOW counselors in the fall."
202,3,0,"AT","0",0,1,"Are you Interested in Becoming a Sommer Resident Advisor?"
203,3,0,"AT","0",0,1,"If SO, please attenci one of these information sessions. Applications will be available!"
204,3,0,"AT","0",0,1,"Tuesday, April 6 I Wednesday, April 14"
205,3,0,"AT","0",0,1,"7 pm-Sierra Madre Hall ipm^SanfalvdaH^"
206,3,0,"AT","0",0,1,"For further information, contact the Department of Residential Life and Education at 756-1226"
207,3,0,"AT","0",0,1,"Cal Poly - San Luis Obispo"
208,3,0,"AT","0",0,1,"Residential Life and Education • Student Affairs Division"
209,3,0,"AT","0",0,2,"Stcnner Glen Student Housing Complex"
210,3,0,"AT","0",0,2,"announces .."
211,3,0,"AT","0",0,2,"1993/94"
212,3,0,"AT","0",0,2,"RESIDENT ASSISTANT"
213,3,0,"AT","0",0,2,"OPENINGS"
214,3,0,"AT","0",0,2,"*	Financial security - room and board paid ($625/mo)!"
215,3,0,"AT","0",0,2,"*	One of the most rewarding and challenging experiences you'll encounter!"
216,3,0,"AT","0",0,2,"*	Be a part of the new and exciting program at Stenner Glen!"
217,3,0,"AT","0",0,2,"*	Combining the experience gained as a Resident Assistant with a complete educationional experience, our staff has 95% job placement in the field of their choice!"
218,3,0,"AT","0",0,2,"*	Information reception for all interested candidates... Monday, April 26th at 8:00pm in the Stenner Glen cafeteria."
219,3,0,"AT","0",0,2,"*	No experience necessary, we'll train you!"
220,3,0,"AT","0",0,2,"*	Interviews begin Saturday, May 1st. Start planning!"
221,3,0,"AT","0",0,2,"Stop by for a complete job profile and application packet"
222,3,0,"AT","0",0,2,"STENNER GLF.N"
223,3,0,"AT","0",0,2,"1050 Foothill Boulevard, San Luts Obispo 544.4540"
224,3,0,"AT","0",0,3,"& PHOTO CENTER"
225,3,0,"AT","0",0,3,"Film Developing"
226,3,0,"AT","0",0,3,"DOUBLE PRINTS"
227,3,0,"AT","0",0,3,"ANY SIZE EXP. ROLL"
228,3,0,"AT","0",0,3,"'COUPON'"
229,3,0,"AT","0",0,3,"DOUBLE PRINTS"
230,3,0,"AT","0",0,3,"$2.99"
231,3,0,"AT","0",0,3,"ANY"
232,3,0,"AT","0",0,3,"SIZE"
233,3,0,"AT","0",0,3,"EXP."
234,3,0,"AT","0",0,3,"Offer good on roll developing of a double sel of standard size | prints from 35mm, Disc, 110 or 126 color print film (C-41 ■ process only). Offer expires 4*9*93	■"
235,3,0,"AT","0",0,3,"COUPON MUST BE ATTACHED TO OUTSIDE OF ! ENVELOPE FOR SALE PRICE	1873 ■"
236,3,0,"AT","0",0,3,"WE’RE BACKED BY KODAK’S SEAL OF EXCELLENCE"
237,3,0,"AT","0",0,3,"WftKtak^ / (CoiftHiiiatcb, [j^Sÿstemy"
238,0,0,"NA","0",0,0,"■■■it"
239,4,0,"SH","0",0,0,"OPIN"
240,4,0,"PI","0",0,0,"Tuesday, Aprils, 1993"
241,4,0,"SH","0",0,0,"In Your Opinion..."
242,4,0,"SH","0",0,0,"OPIC:1"
243,4,0,"OT","0",0,0,"This week, students were asked their opinion concerning the propriety of work on the new Rec Center and other construction taking place on campus while classes are in"
244,4,0,"OT","0",0,0,"session."
245,0,0,"B","0",0,0,
246,0,0,"B","0",0,0,
247,0,0,"B","0",0,0,
248,0,0,"NA","0",0,0,":t<%"
249,0,0,"NA","0",0,0,"t"
250,0,0,"NA","0",0,0,"Ï»’-"
251,0,0,"B","0",0,0,
252,0,0,"B","0",0,0,
253,0,0,"B","0",0,0,
254,0,0,"B","0",0,0,
255,4,0,"BQT","0",0,0,"It hasn’t really bothered me; the only construction I’ve seen has been the gymnasium, but I just walk around it. It hasn't really bothered me at all."
256,4,0,"BQA","0",0,0,""" Alice Karner"
257,4,0,"BQA","0",0,0,"Ecology and Systematic Biology"
258,0,0,"NA","0",0,0,"/t"
259,0,0,"B","0",0,0,
260,4,0,"BQT","0",0,0,"I haven't had any problems (with this year’s construction), because most of my classes are (on the opposite end of campus)."
261,4,0,"BQT","0",0,0,"I had a class in the Business Building (during construction last year) and it made it really hard to study, or even when you were in class, you could barely hear the lecturer."
262,4,0,"BQA","0",0,0,""" Tracy Matano Business / MIS"
263,0,0,"NA","0",0,0,"»'t Wl •"
264,0,0,"NA","0",0,0,"Í»"
265,0,0,"B","0",0,0,
266,4,0,"BQT","0",0,0,"It doesn’t make much of a difference. There’s not enough loud noise to bother anyone, I think."
267,4,0,"BQT","0",0,0,"I think they should do the construction during summer, though, when there's less people here."
268,4,0,"BQA","0",0,0,"— Agustin Escutia Architecture"
269,0,0,"B","0",0,0,
270,4,0,"BQT","0",0,0,"I think it's really annoying. You have to walk all the way around (El Corral Bookstore) and the Versatellers aren’t open. The dining halls and V.G.’s Cafe are super-crowded at night (due to the closing of the UDR)."
271,4,0,"BQA","0",0,0,"— Kelly Peters Soil Science"
272,0,0,"B","0",0,0,
273,0,0,"NA","0",0,0,"'éi. !"
274,4,0,"BQT","0",0,0,"I don’t understand why they didn't do it during the summer because there are less people here. I think that it’s annoying."
275,4,0,"BQT","0",0,0,"I think the thing that annoys me about the Rec Center is that they said that they were going to have it done during spring, and it's not even done yet."
276,4,0,"BQT","0",0,0,"They’re doing a lot of construction and stuff - don’t they need a lot of money for education?"
277,4,0,"BQA","0",0,0,"- Alison Zemny Ag Business"
278,0,0,"NA","0",0,0,"r"
279,0,0,"NA","0",0,0,"V"
280,4,0,"PH","0",0,0,"Photos by Shorry Gurtlor / Mustang Daily."
281,4,0,"MH","0",0,0,"MUSTANG DAILY STAFF 1992 - 1993"
282,4,0,"MH","0",0,0,"I'xIitor-in-C'hief - Peter Hartlaub Art Director - Craig Stout"
283,4,0,"MH","0",0,0,"News I'ditor-JOHN Hubbell Opinion Kditor - Bryan Bailey A&h Kditor - Katherine Gill features Kditor - Edwin Bill S|x)rts Kditor - Cam Inman ( ity Kditor - Carolyn Nielsen i’hoto Kditor - Sherry Gürtler Illustrator - Matthew Hubal"
284,4,0,"MH","0",0,0,"Photo Staff - SUMAYA Agha Mark Daybell, Cari LaZansky, Steve McCrank, Steven J. Mueller, Steve Pierce,"
285,4,0,"MH","0",0,0,"Ray Cesar Sanchez."
286,4,0,"MH","0",0,0,"Adviser - Herb Kamm Political Analyst - Ron Dun in NCAA Champs - North Carolina"
287,4,0,"MH","0",0,0,"Business Mgr. - A.J. Schuermann Ad Director - Matt Macomber National Sales Mgr. - Lisa Martínez Credit Manager - John Brashears Classifieds - Patricia Allen, Leeandra Church,"
288,4,0,"MH","0",0,,"Kelly Maciver, Joy Nieman"
289,4,0,"MH","0",0,0,"Computer Operations -"
290,4,0,"MH","0",0,0,"Dan Malone, Carlos Relova"
291,4,0,"MH","0",0,0,"Account Executives • Jeff Hollister Dan Burke Mary Kay Duffy Chiara Falco Steve Betterly Tiffany Jordan Matt Leutza Nelsene Toriano"
292,4,0,"BQT","0",0,0,"I think they should have done (construction on UDR) in summer, when there’s less students, because I think it’s a lot of inconvenience."
293,4,0,"BQT","0",0,0,"(The construction on the new Rec Center) doesn’t bother me; I don't know if it bothers anyone else."
294,4,0,"BQA","0",0,0,"- Wing Yip Nutritional Science"
295,4,0,"MH","0",0,0,"Mu.ung Daily olñc.» ata localad In QrapMc Aita Boom 226. Cal Poly Univacaily San Luia OMapo. CA 91407 Phona (605)756-1143. Fa«: (605)756-6764 • All malarial In Mutlang Daily la lha proparty ol Mualang Daily approval from »a Mualang Daily adilorial alaH and lha Mualang Daily buainaaa managar Advardaamanla and aloriaa ara copyrighlad by Mualang Daily and may not ba raprinlad wilhoul wnllan parmiaaion Irom Iba"
296,4,0,"MH","0",0,0,"Ad Design - Rodney Kusano Miles Stegall"
297,4,0,"MH","0",0,0,"Production -"
298,4,0,"MH","0",0,0,"Coral Dawson, Amy Hummel. Jodi Meyer, Ali Bottomley, Carol Reynoso Circulation Manager - Scott Karle Recycling Mgr. - Jane Wooding Maintenance Engineer - Jeff Ellis"
299,4,0,"MH","0",0,0,"No «diional molorlul or phologr•p^• may t« ropubliohod wilhoul buoiriOM monogor. Prtniod by Univorotly QrapMc Syatama"
300,0,0,"B","0",0,0,
301,0,0,"NA","0",0,0,"\"
302,0,0,"NA","0",0,0,"•y."
