"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text; SH = section heading; OT = other text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
60,2,5,"TXT","3",0,0,"Dorado; an A-frame home on the shore of South Lake Tahoe; a trip for two to London, Paris, Venice and Rome; $250,000 cash; or a priceless mystic Oriental gemstone. Drive now. to our warehouse in Tulare to see which prize has your name on it.”"
61,2,5,"TXT","4",0,0,"I think it may be the gemstone."
62,2,5,"TXT","5",0,0,"Some people may complain about the reams of junk mail which circulate through their mailbox, yet they are lucky. At least this mail is rather harmless, full of flattery, and has the remote possibility of awarding riches and changing lives forever."
63,2,5,"HL","0",0,0,"PAST DEADLINE"
64,2,5,"BL","0",0,0,"Susan Edmondson"
65,2,5,"TXT","5",0,0,"But when you’re an editor of a newspaper the mail you receive takes on a different tone."
66,2,5,"TXT","6",0,0,"You see, strange people in strange places such as Oregon and Utah actually believe Mustang Daily to be their Mouthpiece to the World. And we’re talking serious threats involved here."
67,2,5,"TXT","7",0,0,"Case in point: “Editor: I want my letter of Sept. 4, on the Pharoah, published in the next issue of your school newspaper. To not publish it will guarantee that you and whoever else voted against it will be forever reincarnated in a lower order of life, meaning that you’ll never again be in a human body.”"
68,2,5,"TXT","8",0,0,"Now that’s not too bad. I’ve always wanted to be a squirrel."
69,2,5,"TXT","9",0,0,"Then there are the frequent messages from Maple Heights, Ohio, which always begin, “As Almighty GOD, I greet you.” Now this raises a few questions in my mind. One, is there a God? Two, why is He in Ohio? Three,"
70,2,5,"TXT","9",0,0,"why is He writing to Mustang Daily instead of ending world hunger? Four, did He really tell Oral Roberts that He is going to “take him” in February? And five, if Oral Roberts is taken does that mean that he will end up in Ohio also?"
71,2,5,"TXT","10",0,0,"But the true reason I tell you all of this, kindly reader, is to warn you. On Jan. 17 1 received a letter from a Mr. Johnson in San Diego, who warned, “I am sending this letter only to the large universities for them to publish. I cannot predict the day nor hour, but only the period I believe with all my heart the quake will come in. The basis of my prediction is in the stars, as interpreted with Astrology in conjunction with my work. The period is from Jan. 23 through Feb. 1, 1987. Good luck.”"
72,2,5,"TXT","11",0,0,"There you have it. My only advice to you is to take shelter in open doorways. Don’t run around screaming like Shelley Winters. As for me, I think I’ll just donate $1,000 to Oral Roberts and pray for an afterlife with lots of acorns and a warm tree in which to sleep."
73,2,5,"BL","0",0,0,"Susan Edmondson is editor of Mustang Daily and she lusts after mailmen in Bermuda shorts."
74,2,0,"SH","0",0,0,"letters to the editor"
75,2,7,"HL","0",0,0,"Students attend Poly for different reasons"
76,2,7,"TXT","1",0,0,"Editor — In reference to Jane Gumerlock’s column, “Learning for the sake of learning” (Jan. 22), I must agree with her assertion that many students lose sight of the significance of their educations in their struggles to graduate. I, too, know many students who just want to get school out of the way so they may pursue their careers. Four years ago when I was a freshman, I also felt anger at the “casual"" student and wrote a letter to the Daily along the lines of Gumerlock's column."
77,2,7,"TXT","2",0,0,"However, I no longer feel angry with those who are bored with classes and resent teachers. I simply shrug and accept them and realize that no amount of my wishing that students will “learn for"
78,2,7,"TXT","2",0,0,"the sake of learning” will alter these people."
79,2,7,"TXT","3",0,0,"At 22 years of age. I’m sure of very little, but I'm reasonably certain that some people enjoy learning and others simply don’t — it’s just part of one’s nature. Polytechnic schools and impatience to begin careers don’t breed casual students. Hell, I remember classmates in kindergarten who were bored in school, who didn’t like to learn. I’ve known them in primary school, in junior high school, and high school. I still know them today in college."
80,2,7,"TXT","4",0,0,"It’s hard for me to accept, but some people, whether due to family values, societal.values, or a host of other complex influences, don’t like to learn and don’t like school. This is not to say such students don’t do well in school. Enjoying the learning process and performing well in it aren’t necessarily related, and often conflict."
81,2,7,"TXT","5",0,0,"So, instead of lamenting a lack of truly enthusiastic students as Gumerlock does, I place “learning for learning’s sake"" in the category of “seldom-acquired traits"" and wish those well who don’t enjoy what I’ve found to be the pleasures and enrichments of learning and intellectual growth. As for my path through education, “I took the one less traveled by, and that has made all the difference."""
82,2,7,"BL","0",0,0,"STEVE DEROSA"
83,2,7,"OT","0",0,0,"Mustang Daily encourages readers’ opinions, criticisms and comments. Letters should be submitted to Room 226 of the Graphic Arts Building."
84,2,7,"OT","0",0,0,"Letters should be shorter than 250 words, must be typewritten and must include the writer’s signature."
85,2,0,"MH","0",0,0,"Mustang Daily	"
86,2,0,"MH","0",0,0,"Susan Edmondson	Editor"
87,2,0,"MH","0",0,0,"Sue Harris	Managing Editor"
88,2,0,"MH","0",0,0,"Kim Holweger	Pulse Editor"
89,2,0,"MH","0",0,0,"Floyd Jones	Insight Editor"
90,2,0,"MH","0",0,0,"Mary Anne Talbott	Spotiight Editor"
91,2,0,"MH","0",0,0,"David Eddy	Opinion Page Editor"
92,2,0,"MH","0",0,0,"Dan Ruthemeyer	Sports Editor"
93,2,0,"MH","0",0,0,"Shirley Thompson	Photo Editor"
94,2,0,"MH","0",0,0,"Daryl Shoptaugh	Asst. Photo Editor"
95,2,0,"MH","0",0,0,"Grant Shaffer	iilustrator"
96,2,0,"MH","0",0,0,"Claudia Elliott	Generai Manager"
97,2,0,"MH","0",0,0,"Mishap Havandjian	Faculty Adviser"
98,2,0,"MH","0",0,0,"University Graphic Systems	"
99,2,0,"MH","0",0,0,"Steve Muck	General Manager"
100,2,0,"MH","0",0,0,"Katie Dougherty	Publishing Manager"
101,2,0,"MH","0",0,0,"Judy Carlson	Asst. Mgr. Newspaper Production"
102,2,0,"MH","0",0,0,"Sharon Aldaya	Asst. Mgr. Speciai Publications"
103,2,0,"CN","0",0,0,"BLOOM COUNTY"
104,2,0,"CT","0",0,0,"5om OF U6 WBRe m yot/RRomrce wiw loa"
105,2,0,"CT","0",0,0,"ORANOLA to cmm ALONO."
106,2,0,"CT","0",0,0,"wewBRRMAmm a SYL^STok srALum mne LAdr tmr ANP SHE mo SAumm."
107,0,0,"B","0",0,0,
108,0,0,"B","0",0,0,
109,0,0,"B","0",0,0,
110,0,0,"B","0",0,0,
111,0,0,"B","0",0,0,
112,0,0,"B","0",0,0,
113,2,0,"CT","0",0,0,"IASKEP HER IF AAY BOPY rVRHEP HER ON.. /VYP PO you KNOW WHAT SHE SAtPT"
114,2,0,"CT","0",0,0,"WHAT?"
115,2,0,"CN","0",0,0,"by Berke Breathed"
116,2,0,"CT","0",0,0,"SHE SAtP ALL SHE WANTS OUT OF A LOVER FHYStCALLY ARE ""C/FS TO KtSSANPA SHOULPER TO CRY ON."""
117,0,0,"NA","0",0,0,"V"
118,0,0,"NA","0",0,0,"i"
119,2,0,"CT","0",0,0,"THATS VEFfSiNEET."
120,2,0,"CT","0",0,0,"IMWORT"
121,2,0,"BL","0",0,0,
122,2,0,"OT","0",0,0,"Mustang Daily is published daily (except weekends, holidays and exam periods) by the |ournallsm department, California Polytechnic State University, San Luis Obispo. Advertising appearing herein is solely for informational purposes and does not represent an endorsement by the Publisher or the University. Unsigned editorials reflect the majority of the Editorial Board, consisting of the editor, managing editor, special sections editors, sports editor and opinion page editor. Produced by University Graphic Systems. Mustang Daily office is located In Graphic Arts Building, Room 226. Telephone (805) 546-1143. Copyright 1987 by Mustang Daily."
123,3,0,"PI","0",0,0,"Mustang Daily Monday, January 26,1987 3"
124,0,0,"NA","0",0,0,"m"
125,3,0,"SH","0",0,0,"Newsbriefs"
126,3,0,"SH","0",0,0,"nday, January S6,1987"
127,3,2,"HL","0",0,0,"GOATS"
128,0,0,"B","0",0,0,
129,3,8,"HL","0",0,0,"W. German chancellor re-elected"
130,3,8,"TXT","1",0,0,"BONN, West Germany (AP) — Chancellor Helmut Kohl’s conservative coalition government headed for a re-election victory in nationwide voting Sunday, according to early computerized projections."
131,3,8,"TXT","2",0,0,"Projections by the ARD television network gave Kohl’s Christian Democrats and their Bavarian sister party, the Christian Social Union, 44.3 percent of the vote."
132,3,8,"TXT","3",0,0,"The business-oriented Free Democrats, junior party in the coalition government, were projected to win 8.4 percent of the vote."
133,3,8,"TXT","4",0,0,"The opposition Social Democrats were projected to receive 37.6 percent of the vote. It was reckoned that the anti-NATO Greens party would pick up 8.2 percent of the vote."
134,3,8,"TXT","5",0,0,"ARD first projections are based on the returns from 17 representative districts across the country, officials said."
135,3,9,"HL","0",0,0,"Chinese student accused of leaks"
136,3,9,"TXT","1",0,0,"PEKING (AP) — Authorities arrested a student accused of giving intelligence to an American reporter, the official news media said Sunday, in what appeared to be the first move against the press in China’s anti-Westernization campaign."
137,3,9,"TXT","2",0,0,"The official Xinhua News Agency said in a two-paragraph report that Lin Jie, a student of Tianjin University, was arrested for “his secret collusion with and providing intelligence to’’ Lawrence MacDonald, reporter for the French news agency Agence France-Presse."
138,3,9,"TXT","3",0,0,"The report said conclusive evidence was obtained by the Tianjin office of the State Security Bureau, a secretive organization responsible for China’s external security."
139,3,2,"ME","0",-1,0,"From page 1"
140,3,2,"TXT","5",0,0,"During the audition, the curious animals unabashedly sniffed into other people’s faces, and Tillie tried a taste of pen and paper. Apparently she did not enjoy it, for she quickly abandoned it for tastier things such as eucalyptus branches."
141,3,2,"TXT","6",0,0,"Hanley explained that getting the goats to do something can be rather difficult in a different surrounding, but they quickly adapted to the newfound attention of the people at the audition. The only thing that did not seem to impress Millie and Tillie was Kenvin’s request that they read from Shakespeare. Instead of showing a penchant for the"
142,3,0,"AT","0",0,1,"PULSE"
143,3,0,"AT","0",0,1,"for profiles"
144,3,0,"AT","0",0,1,"and special features on people"
145,3,0,"AT","0",0,1,"and issues that affect"
146,3,0,"AT","0",0,1,"Cal Poly students"
147,3,0,"AT","0",0,1,"Mustang Daily"
148,3,0,"AT","0",0,2,"OF REMAINING 1987 CALENDARS"
149,3,0,"AT","0",0,2,"¿lose OUT!"
150,0,0,"NA","0",0,0,"© 0"
151,0,0,"NA","0",0,0,"T 1"
152,0,0,"NA","0",0,0,"^ T 1 T 1 •» 1 -I T -1"
153,0,0,"NA","0",0,0,"-ITT! 1TTT ""»S"
154,3,0,"AT","0",0,2,"SAVE UP TO 40%"
155,0,0,"NA","0",0,0,"T T 1 T ,"
156,0,0,"NA","0",0,0,"T T T “I T’"
157,0,0,"NA","0",0,0,"1 T 1 T -» 1 ^ T T T T T _"
158,0,0,"NA","0",0,0,"T T T T T T T ."
159,0,0,"NA","0",0,0,"TniTTI-ITTTT-l-"
160,0,0,"NA","0",0,0,"nTT-ITTTITTT r-. -	T"
161,3,0,"AT","0",0,2,"BEGINS JANUARY 26"
162,3,0,"AT","0",0,2,"- WHILE SUPPLY LASTS"
163,0,0,"B","0",0,0,
164,3,0,"AT","0",0,2,"EIGond BookslDie"
165,0,0,"NA","0",0,0,"L^-"
166,3,0,"AT","0",0,3,"yoüRstu"
167,0,0,"B","0",0,0,
168,3,0,"AT","0",0,3,"BUY ANY SIZE FOUNTAIN ORANGE JUICE: 8. 16 or 20 oz.. AND RECEIVE A FREE"
169,3,0,"AT","0",0,3,"TICKET FOR WEEKLY DRAWINGS AT:"
170,3,0,"AT","0",0,3,"The Sandwich Plant & The Snack Bar"
171,3,0,"AT","0",0,3,"1st Prlto"
172,3,0,"AT","0",0,3,"2nd Prlio"
173,3,0,"AT","0",0,3,"1st wook: Polaroid Spirit 600 Casera Centurion kM/FM Cassette Radio 2nd weeki Polaroid Spirit 600 Camera Centurion kN/FM Cassette Radio 3rd week; Polaroid Spirit 600 Camera Centurion AM/FM Cassette Radio"
174,3,0,"AT","0",0,3,"Drawing Date 1-30-87"
175,3,0,"AT","0",0,3,"2-06-87"
176,3,0,"AT","0",0,3,"2-13-87 r"
177,3,0,"AT","0",0,3,"m"
178,3,0,"AT","0",0,3,"Register as often as you like!	Need not be present to win!"
179,3,0,"AT","0",0,3,"Details for FREE DRAWING available at both locations"
180,0,0,"NA","0",0,0,"KOPCAS «Al	]"
181,3,2,"TXT","6",0," ","Elizabethan playwright, the goats tried to take a nibble out of the book."
182,3,2,"TXT","7",0,0,"“I’d say the goat needs to show passion, a rage of emotion, have pretty eyes, and a great smile,’’ Kenvin joked as he watched the two goats perform. The goat is probably the luckiest performer, as it gets its own dressing room (the lawn outside the theatre) and its own entrance (through the garage behind the stage.)"
183,3,2,"TXT","8",0,0,"Live animals are not something new to the Cal Poly stage. According to Gee, a live pony was used in a production of “Cinderella’’ a few years ago. Kenvin is also not a newcomer to"
184,3,2,"TXT","8",0,0,"having animals in his productions. In the musical “Showboat’’ he had a Great Dane who refused to perform one night. “Actually, I think that animals and children are easier to work with than adults,’’ Kenvin said."
185,3,2,"TXT","9",0,0,"Toward the end of the audition, Kenvin was toying with the idea of putting both goats in the play instead of just one, or using one of the goats as an understudy. He seemed a little discouraged that more goats did not show up. “It’s a reflection of American theater when goats’ ambitions don’t rise above their stomachs,’’ he said."
186,0,0,"B","0",0,0,
187,0,0,"B","0",0,0,
188,0,0,"B","0",0,0,
189,0,0,"B","0",0,0,
190,3,0,"AT","0",0,4,"...You Are Now Entering"
191,3,0,"AT","0",0,4,"the"
192,3,0,"AT","0",0,4,"^WOODSTOCK’S"
193,3,0,"AT","0",0,4,"TIZZA"
194,3,0,"AT","0",0,4,"Monday Madness Zone We, Del Iver 541-4420"
195,3,0,"AT","0",0,4,"1015 Court St. SLO (across from Osos St. Subs)"
196,3,0,"AT","0",0,4,"Monday Special"
197,3,0,"AT","0",0,4,"1 large"
198,3,0,"AT","0",0,4,"WOODSTOCKS PIZZA"
199,3,0,"AT","0",0,4,"1	topping"
200,3,0,"AT","0",0,4,"2	sottdrinks"
201,3,0,"AT","0",0,4,"$7.85"
202,3,0,"AT","0",0,4,"Mondays Only"
203,3,0,"AT","0",0,4,"541-4420"
204,3,0,"AT","0",0,4,"one coupon per pizza"
205,3,0,"AT","0",0,4,"expires 3/15/87"
206,3,0,"AT","0",0,4,"I"
207,3,0,"AT","0",0,4,"1 small"
208,3,0,"AT","0",0,4,"WOODSOCKS PIZZA"
209,3,0,"AT","0",0,4,"1	topping"
210,3,0,"AT","0",0,4,"2	sottdrinks"
211,3,0,"AT","0",0,4,"$5.41"
212,3,0,"AT","0",0,4,"Mondays Only"
213,3,0,"AT","0",0,4,"541-4420"
214,3,0,"AT","0",0,4,"one coupon per pizza"
215,3,0,"AT","0",0,4,"expires 3/15/87"
216,0,0,"NA","0",0,0,"w*á«F"
217,0,0,"NA","0",0,0,". ;'ai-ïikX.,5V	•"
218,0,0,"B","0",0,0,
219,0,0,"B","0",0,0,
220,4,0,"PI","0",0,0,"Mustang Daily"
221,4,10,"HL","0",0,0,"Poly drops pair of CCAA games"
222,4,10,"BL","0",0,0,"By Elmer Ramos"
223,4,10,"BL","0",0,0,"Staff Writer"
224,4,10,"TXT","1",0,0,"In the California Collegiate Athletic Association, emerging winless from a two-game home-stand is a no-no. After doing just that this past weekend, the Cal Poly basketball team finds itself in a position where the postseason tournament and playoffs may be a no-no."
225,4,10,"TXT","2",0,0,"The losses — 75-56 to UC Riverside on Friday and 60-57 to Cal Poly Pomona on Saturday — dropped the Mustangs’ CCAA record to 2-3. Even more telling of the situation is that Poly has fallen into the bottom half of the standings. Only the top four teams are invited to the CCAA’s postseason tournament."
226,4,10,"TXT","3",0,0,"“It hurts,’’ said Poly coach Steve Season. “In this conference, you have to win at home. We’ve really got to look for those wins next week."
227,4,10,"TXT","4",0,0,"“I think I’ve made a realistic goal of making the top four but it’s going to be tough because there isn’t a weak team in this conference.’’"
228,4,10,"TXT","5",0,0,"Poly found out Friday that when the Dynamic Duo is shut down, a not-so-dynamic ending is the result. For the first time this season, Sean Chambers and Melvin Parker both were held to single-figure scoring. Chambers was two of 12 from the floor and finished with seven points."
229,4,10,"TXT","5",0,0,"Parker was five for 14 and scored"
230,4,10,"TXT","5",0,0,"10."
231,4,10,"TXT","6",0,0,"The cold shooting was contagious. Poly connected on only 39 percent of its shots. Despite the inability to find the hoop, the Mustangs managed to take the lead once in the first half and close to within two twice in the second half."
232,4,10,"TXT","7",0,0,"“I think the problem was for the first time this season, we faced two dominant big people,’’ said Mark Shelby, who led the Mustangs with 11 points."
233,4,10,"TXT","8",0,0,"Riverside’s twin towers of Robert Jimerson, who finished with a game-high 24 points, and Paul Kapturkiewicz kept the Mustangs out of the key most of the contest. Kapturkiewicz, a 6-9 center, blocked a pair of shots early, and that kept Poly aware of his presence the rest of the way."
234,4,10,"TXT","9",0,0,"Riverside led, 32-24, at halftime. Parker and Jeff Gray led the way after intermission, as Poly cut the deficit to two. The Mustangs could not maintain the attack, however, as Riverside had its cushion back to eight points in little time. But instead of going off to the races, it was off to the free throw line."
235,4,10,"TXT","10",6,0,"Riverside shot 14 free throws in the final five minutes, converting on each one. When the dust settled. Riverside had extended See MEN, page 6"
236,4,0,"SH","0",0,0,"SCOREBOARD"
237,4,0,"OT","0",0,0,"Men’s Basketball ccaa standings"
238,4,0,"OT","0",0,0,"Team.........................................^	k	Pet."
239,4,0,"OT","0",0,0,"UC Riverside...............................5 0 1.000"
240,4,0,"OT","0",0,0,"Cal State Dominguez Hills....................3	2	.600"
241,4,0,"OT","0",0,0,"Chapman College..............................3	2	.600"
242,4,0,"OT","0",0,0,"Cal State Northrldge.........................3	2	.600"
243,4,0,"OT","0",0,0,"Cal Poly San Luis Obispo.....................2	3	.400"
244,4,0,"OT","0",0,0,"Cal Poly Pomona..............................2	3	.400"
245,4,0,"OT","0",0,0,"Cal State Bakersfield........................1	4	.250"
246,4,0,"OT","0",0,0,"Cal State Los Angeles........................1	4	.250"
247,4,0,"OT","0",0,0,"Overall..............w L Pet. Friday’s games"
248,4,0,"OT","0",0,0,"UCR...................14	3	.824	UC Riverside 75, Cal Poly SLO 56"
249,4,0,"OT","0",0,0,"DH................... 13	5	.722	Bakersfield 86, Cal Poly Pomona 77"
250,4,0,"OT","0",0,0,"CC................... 10	8	.556	Northrldge 66, Chapman 58"
251,4,0,"OT","0",0,0,"eSUN.................. 7	11	.389	Cal State LA 83, Dominguez 82 20T"
252,4,0,"OT","0",0,0,".................Q SS Saturday’s games"
253,4,0,"OT","0",0,0,"PCiR.................19 R	Cal Poly Pomona 60, Cal Poly SLO 57"
254,4,0,"OT","0",0,0,"I A ..................R	iR	',7R	UC Riverside 91, Bakersfield 80"
255,4,0,"OT","0",0,0,"Dominguez Hills 70, Northrldge 50"
256,4,0,"OT","0",0,0,"Womon’S Baskotball	chapman 102, Cal state la 80"
257,4,0,"OT","0",0,0,"CCAA Standings"
258,4,0,"OT","0",0,0,"Team.........................................W	L	Pet."
259,4,0,"OT","0",0,0,"Cal Poly Pomona............................4 0 1.000"
260,4,0,"OT","0",0,0,"Chapman College..............................3	1	’	.750"
261,4,0,"OT","0",0,0,"Cal Poly San Luis Obispo.....................2	2	.500"
262,4,0,"OT","0",0,0,"Cal State Los Angeles........................2	3	.400"
263,4,0,"OT","0",0,0,"Cal State Northrldge.........................2	3	.400"
264,4,0,"OT","0",0,0,"UC Riverside.................................1	3	.333"
265,4,0,"OT","0",0,0,"Cal State Dominguez Hills....................1	3	.333"
266,4,0,"OT","0",0,0,"Overall ..............W	L	Pot.	Thursday’s game"
267,4,0,"OT","0",0,0,"Qpp	16	1	.941	Cal Poly SLO 86, UC Riverside 80"
268,4,0,"OT","0",0,0,"CC................. .. 9	7	.563	Friday’s	games"
269,4,0,"OT","0",0,0,"SLO................... 9	10	.474	Cal State	LA 74, Dominguez Hills 45"
270,4,0,"OT","0",0,0,"LA....................11	6	.647	Cal State	Northrldge 74, Chapman 68"
271,4,0,"OT","0",0,0,"esUN....................9	9	Saturday’s games"
272,4,0,"OT","0",0,0,".................®	Cal Poly Pomona 90, Cal Poly SLO 62"
273,4,0,"OT","0",0,0,"PH....................^	Dominguez Hills 64, Northrldge 61 OT"
274,4,0,"PI","0",0,0,"January 26, 1987"
